City,Country,Population (2025)
Kapatagan,Philippines,63360.03428
Yakeshi/Yaysi,China,127656.1793
Thanlyin,Myanmar,279019.3727
Braja Asri,Indonesia,61253.72266
Phước Vĩnh,Vietnam,57868.85694
Sinpho,North Korea,112796.634
Yamagata,Japan,166165.5595
Ozamiz,Philippines,160470.3845
Ruili,China,94938.5797
Pegu,Myanmar,392534.2876
Sukasari,Indonesia,61354.52449
Đồng Xoài,Vietnam,113986.8858
길주읍,North Korea,126025.3838
Ueda,Japan,71636.66005
Ormoc,Philippines,103858.7159
Donghe,China,735175.0791
Thilawa,Myanmar,52664.11398
Tân Uyên,Vietnam,114342.3502
Sido Dadi,Indonesia,91959.98768
Munchon,North Korea,117274.2485
Tajimi,Japan,63412.4757
Catbalogan,Philippines,62339.42973
Lushui,China,53375.33119
Nyaunglebin,Myanmar,88830.6327
Phuoc Long,Vietnam,103962.0079
Cilegon,Indonesia,686540.2712
Chongdan,North Korea,94797.437
Osaki,Japan,53214.82896
Iligan,Philippines,409670.3605
Tengchong,China,89119.12852
Daik-U,Myanmar,104875.9513
Go Cong,Vietnam,79937.40694
Pandeglang,Indonesia,301645.1232
Phyongsan,North Korea,99576.09795
Okaya,Japan,64967.16097
Balo-i,Philippines,50267.55114
Xiji,China,62502.19983
Kyauktan,Myanmar,73101.74855
Suralaya,Indonesia,77350.20154
Hội An,Vietnam,86863.82226
Matsusaka,Japan,65073.59198
Tacloban,Philippines,277601.8863
Yanchi,China,58061.91247
Shwegyin,Myanmar,82044.45169
Jakarta,Indonesia,40545125.86
Long Thành,Vietnam,239281.6485
Tanchon,North Korea,77316.65481
Suwa,Japan,65142.80609
Marawi,Philippines,108166.9955
Dalad,China,149088.544
Kayan,Myanmar,132841.1817
Rangkasbitung,Indonesia,351595.6698
Phú Mỹ,Vietnam,152126.1825
Kimch'aek,North Korea,196760.1978
Sendai,Japan,1269674.844
Cotabato City,Philippines,203953.4929
Luomen,China,93785.0341
Thongwa,Myanmar,127743.3532
Kon Tum,Vietnam,157728.8142
Kebuyutan,Indonesia,51954.71069
Wonsan,North Korea,370729.095
Inter-nishi,Japan,85008.96203
Cagayan de Oro,Philippines,950102.4489
Mang,China,50629.08435
Mong Maw;Mongmao,Myanmar,59193.6732
Gia Kiệm,Vietnam,129478.885
Pangkalpinang,Indonesia,289604.2111
해안2동,North Korea,119222.4514
Ise,Japan,75470.88904
Balingasag,Philippines,59875.30377
Jingning,China,51699.53231
Kyaikto,Myanmar,74553.90396
Phú Cường,Vietnam,68956.99229
Palabuhanratu,Indonesia,134654.3408
Yonan,North Korea,83386.51392
Iida,Japan,67538.80757
Jasaan,Philippines,86178.18938
Dingbian,China,88145.43569
Thaton,Myanmar,104086.925
Pleiku,Vietnam,227851.2746
Sungailiat,Indonesia,95964.59577
Paechon,North Korea,108376.0895
Shibata,Japan,57449.31348
Midsayap,Philippines,87377.6063
Tumed Right Banner,China,74041.84778
Hpa-An,Myanmar,272150.3641
Vũng Tàu,Vietnam,476736.9242
Toboali,Indonesia,94133.78108
Kosan,North Korea,80505.15711
Fukushima,Japan,170142.5921
Isulan,Philippines,60840.51003
Yuanzhou,China,112544.1932
Mawlamyine,Myanmar,245554.2143
Tam Kỳ,Vietnam,85515.67515
Cipanas,Indonesia,535165.9405
Kaesong,North Korea,280963.2347
Ishinomaki,Japan,106937.7881
Tacurong,Philippines,86939.54326
Gangu,China,145758.3385
Mudon,Myanmar,70079.81722
Bà Rịa,Vietnam,150273.5482
Karyamakmur,Indonesia,72937.97403
Gamagori,Japan,70597.15458
Gingoog,Philippines,70968.11966
Baoshan,China,307082.7945
Kengtung,Myanmar,140331.9583
Long Khánh,Vietnam,131162.7648
Kertasari,Indonesia,72174.05365
Takasaki [Maebashi],Japan,472415.495
Surigao City,Philippines,130611.9075
Dongsheng,China,545472.7527
Thanbyuzayat,Myanmar,59618.56874
Đăk Mil,Vietnam,65617.63367
Panundaan,Indonesia,93368.57653
Toyohashi,Japan,500227.6789
Koronadal,Philippines,131830.2894
Ordos,China,162977.7447
Kawkareik,Myanmar,65990.02678
Định Quán,Vietnam,67462.69497
Cianting Utara,Indonesia,98992.73116
Koriyama,Japan,215512.8921
Valencia,Philippines,108837.2073
Lijiang,China,150968.8708
Ye,Myanmar,55343.37196
Ngai Giao,Vietnam,60229.73063
Bandung,Indonesia,8691180.858
Isesaki,Japan,254363.941
Kidapawan,Philippines,88811.28449
Qin'an,China,92388.39412
Myawaddy,Myanmar,129306.3898
Tân Phú,Vietnam,108701.0622
Purwakarta,Indonesia,497388.1117
Kofu,Japan,355934.1129
Butuan,Philippines,233568.0445
Tumed Left Banner,China,52157.84656
Tachileik,Myanmar,125337.0269
Gia Ray,Vietnam,64035.31901
Pasirukem,Indonesia,115589.4855
Honjo,Japan,67353.57802
Polomolok,Philippines,105357.3433
Changhong,China,111903.3636
Payathonzu,Myanmar,70524.37024
Chư Sê,Vietnam,55174.8225
Bumihayu,Indonesia,54543.33245
Ota,Japan,254321.2157
General Santos,Philippines,470211.7829
Tianshui,China,584188.6461
Dawei,Myanmar,123332.7979
Ea T'Ling,Vietnam,57365.90043
Tarogong,Indonesia,1473082.334
Hamamatsu,Japan,267033.0184
Digos,Philippines,126685.2687
Hohhot,China,2029813.226
Palaw,Myanmar,58447.08476
Buôn Ma Thuột,Vietnam,316654.7969
Cibodas,Indonesia,146351.8406
Fukaya,Japan,105661.3884
Bayugan,Philippines,68067.00585
Wudu,China,84202.21832
Myeik,Myanmar,305053.1534
Quảng Ngãi,Vietnam,340819.8113
Subang,Indonesia,223347.5341
Utsunomiya,Japan,337161.2254
Davao City,Philippines,1651085.903
Pingliang,China,461066.2075
Kawthaung,Myanmar,100046.7114
Quảng Phú,Vietnam,59309.66929
Hegarsari,Indonesia,332463.0148
Kumagaya,Japan,73610.41254
Santo Tomas,Philippines,56207.45251
Maiji,China,151104.6347
Bảo Lộc,Vietnam,145024.5058
Pamanukan,Indonesia,54951.51315
Sano,Japan,50798.16608
Panabo,Philippines,263555.5905
Yongde,China,50258.08554
Buôn Hồ,Vietnam,77900.4651
Sumedang,Indonesia,310404.2049
Tokyo,Japan,33155906.87
Tagum,Philippines,335017.7826
Dali,China,51230.44135
An Khê,Vietnam,74683.66256
Mekarsari,Indonesia,132857.5285
Higashimatsuyama,Japan,79082.09352
Compostela,Philippines,57052.0721
Togtoh,China,55028.10032
Phước An,Vietnam,73295.67602
Haurgeulis,Indonesia,111824.1291
Tochigi,Japan,50705.62241
Mati,Philippines,76406.4983
Ulaan Moron,China,61536.13486
Phan Thiết,Vietnam,211804.9152
Tasikmalaya,Indonesia,2923169.401
Fujieda,Japan,121220.3722
Dali,China,244979.4285
Đà Lạt,Vietnam,224323.3757
Cilandak Lor,Indonesia,57693.48174
Fuji,Japan,167425.6174
Huating,China,59806.23511
Liên Nghĩa,Vietnam,107998.2234
Oyama,Japan,88764.56487
Qianyu,China,60829.52224
Quy Nhơn,Vietnam,272251.4845
Tanjung Pandan,Indonesia,113775.0852
Shizuoka,Japan,233904.3686
Jingbian,China,138911.55
Ninh Hòa,Vietnam,86602.12421
Kadipaten,Indonesia,239737.844
Iwaki,Japan,70548.96264
Yingjing,China,54329.28894
Tuy Hòa,Vietnam,143436.3823
Majalengka,Indonesia,99695.99552
Numazu,Japan,374196.6003
Dujiangyan,China,374474.4513
Nha Trang,Vietnam,443635.5184
Cikijing,Indonesia,108361.2825
小名浜愛宕上,Japan,135356.5836
Ya'an,China,376578.0042
Van Gia Town,Vietnam,64623.39709
Indramayu,Indonesia,345135.9137
Hitachi,Japan,132519.3991
Fengqing County,China,64842.33553
Phan Rang – Tháp Chàm,Vietnam,150866.6803
Heuleut,Indonesia,123263.8322
Mito,Japan,183774.0972
Binchuan,China,84799.91939
Cam Ranh,Vietnam,69263.62182
Jatibarang,Indonesia,88166.37873
Tsukuba,Japan,64418.1171
Hengshan,China,65990.36851
Banjaran,Indonesia,73216.36918
Hitachinaka,Japan,95875.98515
Jungar,China,158398.0744
Cirebon,Indonesia,1634253.441
Tsuchiura,Japan,134987.6458
Dayi,China,146404.0993
Arjawinangun,Indonesia,149372.0216
Ushiku,Japan,56335.61487
Yulin,China,510158.9196
Kuningan,Indonesia,657481.8699
Narita,Japan,56071.90629
Midu,China,59291.89218
Banjar,Indonesia,126038.2701
Kisarazu,Japan,176868.5297
Xiangyun,China,91208.04882
Karangampel,Indonesia,74154.76515
Kamisu,Japan,66324.15556
Qionglai,China,230025.5882
Pangandaran,Indonesia,101669.3624
Mobara,Japan,56443.02856
Horinger,China,58869.01635
Banjarsari,Indonesia,72502.26238
Chongzhou,China,184032.0834
Karangwareng,Indonesia,143878.2227
Longxian,China,77580.58832
Majenang,Indonesia,105152.8316
Pengzhou,China,190932.5773
Waled,Indonesia,195946.598
Mianzhu,China,82631.11031
Losari,Indonesia,156927.1976
Yun,China,78044.36003
Kersana,Indonesia,178951.4921
Chengdu,China,5609626.82
Cilacap,Indonesia,509026.4885
Wenjiang,China,290348.7856
Kluwut,Indonesia,59679.917
Qingyang,China,201935.6099
Paguyangan,Indonesia,94070.00526
Shenmu,China,274814.2022
Jubang,Indonesia,92977.18895
Pujiang,China,57959.20024
Jatilawang,Indonesia,76065.32281
Xilinhot,China,290629.3558
Tegalglagah,Indonesia,79238.6783
Qingcheng,China,50019.01755
Ajibarang,Indonesia,51586.16995
Shifang,China,102814.2925
Tegal,Indonesia,1482144.465
Hongya,China,53291.17296
Binangun,Indonesia,227631.0214
Banzhuyuan,China,58177.92691
Purwokerto,Indonesia,1273364.895
Xinjin,China,86623.55794
Mandiraja,Indonesia,204174.7537
Xichang,China,281790.6509
Pemalang,Indonesia,270707.2948
Lincang,China,135968.8386
Gombong,Indonesia,115996.3122
Hequ,China,69860.22108
Pemangkat Kota,Indonesia,58858.38672
Jiangyou,China,233402.5326
Singkawang,Indonesia,169842.6381
Deyang,China,810107.1321
Loning,Indonesia,82702.01806
Guanghan,China,165131.5486
Kebumen,Indonesia,300132.1984
Qingbaijiang,China,204636.3435
Pekalongan,Indonesia,1279644.114
Xiqu District,China,107734.0434
Banjarnegara,Indonesia,182520.6004
Mianyang,China,538166.4861
Grabag,Indonesia,56591.00646
Shangdu,China,61145.81415
Kutoarjo,Indonesia,87570.16007
Liangcheng,China,55846.55827
Pontianak,Indonesia,839275.0524
Dayangshu,China,54154.96554
Sambas,Indonesia,51762.30067
Huade,China,51292.29263
Wonosobo,Indonesia,273425.3842
Baode,China,170407.6805
Purworejo,Indonesia,147593.8688
Jiajiang,China,66740.67078
Wates,Indonesia,102736.0822
Emeishan,China,446370.1437
Parakan,Indonesia,120184.9674
Panzhihua,China,292350.2902
Semarang,Indonesia,3274359.572
Ulanqab,China,272964.4135
Temanggung,Indonesia,138382.9676
Pengshan,China,74728.20929
Magelang,Indonesia,370945.701
Longquanyi,China,399354.7197
Muntilan,Indonesia,236855.0564
Meishan,China,661433.3033
Yogyakarta,Indonesia,2742763.241
Dong,China,164646.1493
Ngluwar,Indonesia,63979.72947
Lüeyang,China,59313.46473
Ambarawa,Indonesia,80735.08669
Pianguan,China,57440.71174
Salatiga,Indonesia,247512.2301
Jintang,China,158760.9555
Wonosari,Indonesia,88638.17239
Dayao,China,69945.77308
Ketapang,Indonesia,159459.4306
Suji,China,78984.1275
Ngabang,Indonesia,54652.9633
Baoji,China,773900.6475
Tengaran,Indonesia,58114.90188
Zhongjiang,China,147270.5944
Surakarta,Indonesia,1497108.375
Leshan,China,728227.632
Demak,Indonesia,76541.01933
Baolun,China,75359.15654
Tambakboyo,Indonesia,51281.33697
Lancang,China,66056.33081
Jepara,Indonesia,682383.7687
Huaikou,China,91491.71248
Sukoharjo,Indonesia,70810.29355
Nanhua,China,60633.19336
Bekonang,Indonesia,68442.66512
Fengxiang,China,70085.25225
Wonogiri,Indonesia,93748.60325
Guangyuan,China,441909.1166
Kudus,Indonesia,638837.7824
Zichang,China,96060.64456
Purwodadi,Indonesia,152161.1399
Renshou,China,142542.922
Pacitan,Indonesia,169450.2286
Wutongqiao,China,90236.53463
Sragen,Indonesia,132425.5396
Jianyang,China,381281.3477
Pati,Indonesia,177063.2463
Huili,China,61281.37492
Sanggau,Indonesia,61892.1599
Xingxian,China,115918.1165
Bantengan,Indonesia,64933.4232
Santai,China,126749.401
Juwana,Indonesia,93438.49487
Jinggu,China,64166.39042
Ponorogo,Indonesia,256467.5191
Fengzhen,China,61295.62927
Madiun,Indonesia,397986.2633
Binzhou,China,50321.5479
Joresan,Indonesia,79773.9287
Chuxiong,China,552213.4251
Rembang,Indonesia,87396.00537
Zalantun,China,117265.8107
Ngawi,Indonesia,82008.8423
Suide,China,84675.17792
Dolopo,Indonesia,144890.3019
Zuoyun,China,66007.34175
Blora,Indonesia,106963.5699
Qishan,China,52679.39695
Trenggalek,Indonesia,152380.9828
Yan'an,China,401686.3907
Bendo,Indonesia,71523.1208
Caijiapo,China,76828.33875
Padangan,Indonesia,115628.5646
Mianxian,China,131026.8533
Tulungagung,Indonesia,673628.5804
Qianwei,China,83983.23467
Nganjuk,Indonesia,396774.5357
Pinglu,China,82236.08317
Bojonegoro,Indonesia,285117.4308
Liqu,China,73385.24215
Kediri,Indonesia,489667.3833
Ziyang,China,516027.5989
Sukorejo,Indonesia,57902.06174
Yanting,China,50918.64665
Warujayeng,Indonesia,73964.46625
Ponggok,Indonesia,88640.5876
Lin,China,83833.83166
Blitar,Indonesia,413349.6415
Fufeng,China,67829.72517
Sintang,Indonesia,119884.8447
Wangcang County,China,58429.03638
Kertosono,Indonesia,51510.29743
Cangxi County,China,89149.16665
Pare,Indonesia,252543.2299
Yongshan,China,77029.66055
Tuban,Indonesia,195382.944
Rongxian,China,115131.2168
Pangkalan Bun,Indonesia,120250.716
Shuozhou,China,324876.7077
Jombang,Indonesia,464247.9862
Shehong,China,237362.3427
Nanga Pinoh,Indonesia,55524.11315
Qikou,China,52867.09651
Mojoagung,Indonesia,70779.25022
Datong,China,1571546.624
Sumberpucung,Indonesia,54239.36379
Hanzhong,China,371212.2285
Brondong,Indonesia,76791.51378
Nanzheng,China,70064.09955
Surabaya,Indonesia,6856993.107
Lezhi,China,86788.48775
Malang,Indonesia,1888199.564
Qiaojia,China,84152.90361
Lamongan,Indonesia,75758.25341
Daying,China,104124.8237
Kepanjen,Indonesia,97424.76503
Suijiang,China,66494.13463
Gondanglegi,Indonesia,188705.6167
Arun,China,58572.73677
Prigen,Indonesia,71710.31545
Langzhong,China,153417.1325
Gresik,Indonesia,409956.4101
Huairen,China,169524.901
Bangkalan,Indonesia,78797.14148
Lufeng,China,70249.35656
Pasuruan,Indonesia,250465.1964
Ning'er,China,63297.04074
Karang Kliwon,Indonesia,110869.3969
Qianxian,China,76909.9282
Kedawang,Indonesia,60365.21545
Shanyin,China,85039.19174
Tempeh,Indonesia,82618.73764
Yangling,China,111990.3318
Kebonan,Indonesia,50506.84142
Weiyuan,China,106978.664
Probolinggo,Indonesia,422793.8737
Simao,China,167656.4939
Lumajang,Indonesia,115947.1063
Nenjiang,China,137649.224
Kencong,Indonesia,68733.62244
Zizhong,China,133694.8296
Sampang,Indonesia,99989.15363
Yanggao,China,71552.95442
Kebonan,Indonesia,143113.5838
Liulin,China,141683.5721
Umbulrejo,Indonesia,60174.33653
Wuding,China,59721.5487
Balung,Indonesia,467848.772
Chenggu,China,96119.32379
Kraksaan,Indonesia,79647.80271
Zhangbei,China,101318.9978
Proppo,Indonesia,53013.6035
Wugong,China,67110.22597
Kotaanyar,Indonesia,100393.964
Luquan,China,54026.60912
Jember,Indonesia,506311.4727
Nanbu,China,163685.3454
Sampit,Indonesia,222690.2102
Zigong,China,414628.4234
Pamekasan,Indonesia,245652.7632
Liquan,China,75420.25254
Bondowoso,Indonesia,157550.5545
Jinghong,China,95370.34407
Situbondo,Indonesia,179710.9579
Gasa,China,51412.92728
Sumenep,Indonesia,102910.9706
Zhouzhi,China,71794.62787
Kalianget,Indonesia,51834.90116
Suining,China,688124.7459
Genteng,Indonesia,68765.60074
Lüliang,China,554109.3908
Jajag,Indonesia,106362.4794
Pengxi,China,81415.01942
Asembagus,Indonesia,66999.7709
Nanjiang County,China,67288.04563
Muncar,Indonesia,166774.3992
Xichong,China,84674.28711
Banyuwangi,Indonesia,177877.8465
Jingle,China,57347.06459
Palangka Raya,Indonesia,100091.4975
Yangxian,China,80482.88277
Negara,Indonesia,98474.25649
Tianzhen,China,57121.71636
Seririt,Indonesia,79254.35016
Yingxian,China,92773.35976
Kuala Kapuas,Indonesia,96438.67014
Xingping,China,442996.6276
Singaraja,Indonesia,281301.869
Anyue,China,110262.7902
Denpasar,Indonesia,2005949.592
Yimen,China,50734.55354
Banjarmasin,Indonesia,924566.4405
Shuifu,China,75223.79713
Ubud,Indonesia,64901.92789
Ludian,China,68464.25405
Beng,Indonesia,199028.5114
Morin Dawa,China,55451.3834
Pelaihari,Indonesia,73609.53521
Chengguan,China,197761.9827
Semarapura,Indonesia,89216.83923
Tongchuan,China,130606.7724
Banjarbaru,Indonesia,221992.4096
Neijiang,China,316065.1001
Buntok,Indonesia,69515.7435
Huai'an,China,54056.2423
Karangasem,Indonesia,87125.14761
Fumin,China,51815.25979
Muaratewe,Indonesia,72471.87776
Zhaotong,China,295990.254
Amuntai,Indonesia,110064.6532
Jincheng,China,82122.79393
Kandangan,Indonesia,76310.00898
Anfu,China,114617.2495
Mataram,Indonesia,1009676.861
Xuzhou,China,104224.8727
Barabai,Indonesia,72169.88588
Zhongyang,China,68962.19231
Tanjung,Indonesia,92326.11318
Xinping,China,62125.98809
Praya,Indonesia,167770.9111
Heihe,China,131221.8296
Kecamatan Kopang,Indonesia,54602.06859
Yibin,China,234841.4453
Selong,Indonesia,530298.7846
Mojiang Hani Autonomous County,China,74297.63845
Kecamatan Pringgabaya,Indonesia,74931.35306
Xianyang,China,564730.9671
Baroqah,Indonesia,60124.0961
Huize,China,130397.519
Kotabaru,Indonesia,97031.25613
Bazhong City,China,848388.857
Tana Paser,Indonesia,75761.71856
Anning,China,188403.1825
Sumbawa Besar,Indonesia,161398.3158
Shunqing,China,1110773.197
Balikpapan,Indonesia,702530.8161
Yichezhen,China,52790.87224
Tenggarong,Indonesia,108241.5187
Fushun,China,134379.9956
Samarinda,Indonesia,1225373.203
Jingyang,China,55584.7389
Tanjung Selor,Indonesia,59090.14794
Dai,China,58030.22102
Tanjung Redeb,Indonesia,107351.9378
Sanyuan,China,143455.9793
Gunung Lingkas,Indonesia,266517.6586
Yiliang,China,84957.53164
Kota Nunukan,Indonesia,73293.33877
Dongchuan,China,86494.27471
Bontang,Indonesia,142920.4066
Zhangjiakou,China,587853.8274
Sangatta Utara,Indonesia,131121.4489
Xi'an,China,5298991.798
Dompu,Indonesia,102492.3916
Kunming,China,3218009.543
Bima,Indonesia,131158.5789
Yuanping,China,126746.3964
Mamuju,Indonesia,143712.2396
Xiaolong,China,133262.3888
Majene,Indonesia,107263.6818
Hunyuan,China,106478.9406
Makassar,Indonesia,2241888.193
Huyi,China,112407.0387
Labuan Bajo,Indonesia,69727.53317
Nehe,China,88805.74873
Bumi Mulyo,Indonesia,101703.3945
Longjiang,China,101017.3363
Pekkabata,Indonesia,69637.06829
Yangyuan,China,60458.53833
Waingapu,Indonesia,118382.8473
Xixiang,China,78927.37954
Polewali,Indonesia,52923.38185
Yuanjiang,China,50775.44187
Pangkajene,Indonesia,75120.76974
Fuping County,China,67707.08597
Pare-Pare,Indonesia,143888.5925
Yuxia,China,57657.35923
Pinrang,Indonesia,91537.14832
Qingjiang,China,85640.26588
Pangkajene,Indonesia,51527.38427
Fanshi,China,64449.31117
Bantaeng,Indonesia,69316.21907
马家,China,178513.5547
Ruteng,Indonesia,119162.5018
Junlian,China,51763.05339
Watansoppeng,Indonesia,63522.62235
Tongnan,China,115519.6164
Rantepao,Indonesia,79544.95496
Gong,China,71088.81452
Bulukumba,Indonesia,110546.6206
Baishui,China,65870.98701
Palu,Indonesia,352165.4327
Longchang,China,311631.7411
Sengkang,Indonesia,112121.6632
Peng'an,China,82336.10106
Sinjai,Indonesia,74992.95449
Jinning,China,58519.81958
Watampone,Indonesia,134059.1019
Nanxi,China,83492.97937
Palopo,Indonesia,148489.3812
Gaoling,China,52425.29845
Poso,Indonesia,69539.94818
Hangkongjidi,China,126961.8528
Ende,Indonesia,181319.9553
Yuxi,China,764429.3682
Tolitoli,Indonesia,92288.12157
Chenggong,China,173037.5432
Maumere,Indonesia,163503.236
Songming,China,63234.61253
Kolaka,Indonesia,88916.86786
Gujiao,China,172353.2563
Ampana,Indonesia,55798.60616
Wuxing,China,97925.32646
Unaaha,Indonesia,56567.25623
Changning,China,62607.80106
Pohon Sirih,Indonesia,55213.79869
Yingshan,China,135899.9314
Baubau,Indonesia,151522.8151
Xinzhou,China,229256.8358
Kendari,Indonesia,415201.0148
Pucheng,China,90241.01001
Kupang,Indonesia,529746.6979
Tongjiang County,China,101742.9614
Raha,Indonesia,112910.4889
Shahe,China,52758.17297
Lewoleba,Indonesia,58455.03826
Beitian,China,83942.12773
Luwuk,Indonesia,113754.3868
Dazu,China,111766.7626
Gorontalo,Indonesia,504226.2095
Lu,China,81147.32478
Soe,Indonesia,113159.3993
Xundian,China,54669.34143
Kefamenanu,Indonesia,67631.25881
Xuanhua,China,333761.2069
Kalabahi,Indonesia,75943.55099
Rongchang,China,161430.8003
Atambua,Indonesia,130848.0951
Lintong,China,135053.0507
Kotamobagu,Indonesia,144271.3865
Pingchang County,China,135266.7293
Amurang,Indonesia,56381.14868
Fenyang,China,126193.0655
Manado,Indonesia,483103.7926
Longshui,China,85577.00421
Lowian,Indonesia,68764.42383
Chengcheng,China,100863.8054
Tomohon,Indonesia,77523.83569
Jiangchuan,China,85056.19298
Tondano,Indonesia,77377.04549
Wusheng,China,84779.2462
Bitung,Indonesia,217592.6253
Guangling,China,55780.06035
Sanana,Indonesia,59101.6499
Yuechi,China,129392.2279
Ternate,Indonesia,266060.5461
Shiping,China,78877.79056
Labuha,Indonesia,83565.77376
Taiyuan,China,4332180.125
Tobelo,Indonesia,108056.5281
Weinan,China,273989.0197
Ambon,Indonesia,559281.5425
Luzhou,China,446057.7543
Masohi,Indonesia,108675.5012
Tonghai,China,123240.5949
Sorong,Indonesia,301195.6135
Wutai,China,53120.60514
Fakfak,Indonesia,84682.89957
Wenshui,China,118494.042
Tual,Indonesia,105831.4942
Xiaoyi,China,165448.1048
Dobo,Indonesia,65167.45086
Yiliang,China,118073.7195
Manokwari,Indonesia,198521.2633
Ulanhot,China,221373.4424
Nabire,Indonesia,207025.5924
Jiaocheng,China,241648.9661
Biak Kota,Indonesia,201723.9648
Naxi,China,131690.6089
Serui Kota,Indonesia,146449.378
Jalaid,China,69540.10968
Enarotali,Indonesia,124657.3873
Tongliang,China,155088.1976
Timika,Indonesia,401693.8862
Dongsheng,China,62482.33922
Ilaga,Indonesia,116505.3059
Weining,China,101306.5088
Agats,Indonesia,95721.52367
Fula'erji,China,228742.1299
Mulia,Indonesia,238210.2115
Bairin Right Banner,China,58436.47738
Heyang,China,59251.20028
Wamena,Indonesia,88100.95016
Lantian,China,92125.18716
Kobakma,Indonesia,89106.39284
Guang'an,China,523802.0574
Hechuan,China,273190.8281
Elelim,Indonesia,206924.1846
Qiqihar,China,901648.7626
Merauke,Indonesia,270038.907
Xiangning,China,59194.91787
Sentani,Indonesia,126566.9449
Yongchuan,China,694286.0365
Abepura,Indonesia,146890.3011
Hancheng,China,224047.982
Jayapura,Indonesia,162287.8283
Yuxian,China,86310.29978
Huaning,China,54584.51146
Lingqiu,China,84794.24166
Dali,China,89850.57207
Jiexiu,China,159367.8056
Fenxi,China,52292.65668
qīngjiàn jiēdào,China,69030.42916
Shilin,China,73554.46705
Xuanwei,China,382363.3862
Qu,China,132602.1881
Huazhou,China,81783.87286
Weixin,China,110389.4373
Pingyao,China,177192.5188
Hejin,China,88768.95963
Qujing,China,701652.2536
Chengjiang,China,53164.51237
Qi,China,82164.89423
Zhanyi,China,54152.96555
Jianshui,China,126104.9718
Zhenxiong,China,116947.6312
Bishan,China,183999.9852
Jinzhong,China,445102.0793
Hezhang,China,71951.55161
Beibei,China,611703.4508
Qingmuguan,China,56285.92599
Zengjia,China,261272.1544
Huailai,China,96293.9186
Huozhou,China,134636.32
Wanyuan,China,69809.57066
Hejiang,China,108000.3129
Luliang,China,87887.80847
Dazhou,China,771802.7265
Chishui,China,75076.32099
Xuyong,China,88908.6029
Taigu,China,71723.17282
Jingguan,China,52631.9266
锯木沟,China,111044.8447
Caijiagang,China,64466.72041
Chongqing,China,8449690.334
Sanchahe,China,76434.99424
Jishan,China,74689.7009
Dazhu,China,154612.2403
Zheba,China,447329.177
Mile,China,111442.5823
Huayin,China,56702.28535
Linshui,China,144400.6995
Linfen,China,1090241.238
Wanrong,China,58167.68757
Baisha,China,171731.798
Yi'an,China,60908.36538
Shouyang,China,69664.48791
Yongji,China,151417.8755
Xuanhan,China,109019.8622
Xipeng,China,139575.7958
Hongtong,China,110830.5189
Fengning,China,62946.49444
Yu,China,81739.99893
Laiyuan,China,99404.5553
Muguo,China,54543.27558
Wangjiazhai,China,136503.3809
Kaiyuan,China,171617.0341
Linyi,China,87060.59685
Fuyuan,China,76072.91805
Xiangfen,China,53462.7797
Liupanshui,China,924181.6794
珞璜工业园,China,54968.71034
Xinjiang,China,106108.8333
Ankang,China,807066.4361
Gejiu,China,197813.9279
Yanqing,China,145937.1127
Luxi,China,83542.88586
Nan'an,China,94217.59372
Bijie,China,533543.0123
Shichuan,China,50048.19695
Houma,China,156218.4556
Jieshi,China,73900.26553
Tailai,China,70155.58132
Jarud,China,54968.04593
Haizijie,China,76994.6735
Gulin,China,86376.59149
Keshan,China,52829.19831
Nanba,China,75259.06483
Weichang,China,74298.64866
Shangluo,China,110703.0945
Shizong,China,65537.35274
Kaijiang,China,86758.23501
Panzhou,China,73110.49539
Yangquan,China,465980.8212
Luonan,China,66760.85693
Dianjiang,China,144892.1065
Wenxi,China,97560.16317
Yuncheng,China,687353.456
Quwo,China,57048.97604
Ruicheng,China,83749.33253
Ongniud,China,63233.76181
Changshou,China,164069.8556
Wenlan,China,141861.5216
Shuanglong,China,157282.7601
Qijiang,China,181826.2561
Yicheng,China,79844.15863
Bei'an,China,109508.5838
Xishui,China,75286.15787
Lindian,China,51876.76877
Pingding County,China,114894.3087
Shanyang,China,63215.69985
Xia,China,55459.96093
Xunyang,China,59629.10555
Liangping,China,98755.64465
Nankou,China,89446.77886
Jinping,China,67525.86628
Yushe,China,56649.07896
Qin,China,51927.8379
Jiangxian,China,65231.80318
Luoping,China,101508.8016
Dafang,China,78451.09457
Nayong,China,75192.27847
Pingshan,China,88928.84124
Changping,China,417147.2414
Longqiao,China,110176.6885
Huiminxiang,China,508301.2962
Baicheng,China,298421.1764
Beijing,China,18150575.83
Jingxing Mining,China,74308.23677
Lingbao,China,170277.7277
Zhenlai,China,74445.15457
Shanzhou,China,60964.65073
Pinglu,China,70831.84728
Lingshou,China,57885.35174
Xiyang,China,86065.32436
Sanmenxia,China,237530.4365
Kaizhou,China,105588.2611
Quyang,China,81755.96891
Xingtang,China,70883.94391
Wansheng,China,92578.07433
Yixian,China,59792.63928
Yuanqu,China,77689.45424
Danfeng,China,59645.79966
Tang,China,92830.28284
Nanchuan,China,335470.6301
Fangshan,China,475338.5513
Qiubei,China,61072.72234
Heshun,China,62287.02131
Shijiazhuang,China,3100270.328
Anzhou,China,58693.8572
Huairou,China,339007.7103
Zhoukoudian,China,152470.1006
Chifeng,China,549177.3854
Zuoquan,China,54847.01961
Taonan,China,128999.1098
Laishui,China,57042.99099
Baiquan,China,62789.19162
Shuijiang,China,76983.9926
Xinle,China,109494.0424
