prov_id,names,owner,population,year
3847,York,USA,72506,2025
3851,Yalova,TUR,181686,2025
3854,Masaka,UGA,141042,2025
3861,Caldas da Rainha,POR,27790,2021
3862,Yozgat,TUR,92643,2022
3868,Dubrovnik,CRO,26922,2021
3870,Talas,TUR,164352,2022
3877,Tongliao; Tüngliyou; Tōngliáo,PRC,498536,2025
3878,JFK International Airport,USA,,
3879,Tekirdağ,TUR,155929,2025
3881,Jinzhou; Jĭnzhōu,PRC,854828,2025
3885,Perugia,ITA,55989,2025
3888,Meihekou; Méihékŏu,PRC,223906,2025
3892,Bragança,POR,22851,2021
3893,Lüleburgaz,TUR,82322,2025
3895,Benxi; Bĕnxī,PRC,773946,2025
3898,Andorra la Vella,ADR,,
3900,Changli; Chānglí,PRC,124655,2025
3901,Cosenza,ITA,84898,2025
3902,Logroño,SPA,167010,2025
3903,Sivas,TUR,401054,2025
3905,Bolu,TUR,132376,2025
3912,Huichon; Hŭich'ŏn,DPK,144337,2025
3913,Liaoyuan; Liáoyuán,PRC,328966,2025
3914,Ioannina; Ioánnina,GRC,94900,2025
3919,Karabük,TUR,197055,2025
3921,Elbistan,TUR,122644,2025
3923,Campobasso,ITA,,
3926,Portalegre,POR,13960,2021
3932,Huadian; Huàdiàn,PRC,130717,2025
3933,Pampalona,SPA,302466,2025
3934,Fuxin; Fùxīn,PRC,522330,2025
3935,Tokat,TUR,122160,2025
3937,Velingrad,BUL,19843,2025
3939,Novi Pazar,SRB,93110,2025
3943,Zadar,CRO,68048,2025
3945,Cuenca,SPA,53761,2025
3947,Dunhua; Dūnhuà,PRC,201611,2025
3954,Alcañiz,SPA,,
3956,Užice,SRB,,
3957,Washington,USA,3471725,2025
3958,Potenza,ITA,63403,2026
3963,Lidoga,SOV,,
3969,Castelo Branco,POR,33450,2021
3970,Fengcheng; Fèngchéng,PRC,,
3973,Volos; Vólos,GRC,99656,2025
3977,Ussuriysk,SOV,129677,2025
3979,Gümüşhane,TUR,38105,2022
3983,Afyonkarahisar,TUR,142324,2025
3984,Čačak,SRB,70622,2025
3988,Thessaloniki; Thessaloníki,GRC,783450,2025
4008,Alanya,TUR,131344,2025
4009,Zaoyang; Zăoyáng,PRC,155165,2025
4017,Ma'an; Ma'ān,JOR,,
4029,Eau Claire,USA,105475,2020
4032,Hengshui; Héngshuĭ,PRC,742818,2025
4047,Sirte; Surt,LYB,59423,2025
4051,Az-Zintān; Zintan,LYB,26187,2006
4052,Namp'o; Nampo,DPK,144643,2025
4053,Shanghang; Shàngháng,PRC,72050,2025
4055,Al-Jīzah; Giza,EGY,,
4056,Busan; Pusan,ROK,3263408,2025
4058,Wuan; Wŭ'ān,PRC,204431,2025
4061,Al-Qaṣrayn; Kasserine,TUN,83463,2025
4062,Haladiẏā; Haldia,IND,200827,2011
4064,Mahesāna; Mehsana,IND,376010,2025
4066,Taikang; Tàikāng,PRC,86916,2025
4068,Al-Quṣayr; Quseer,EGY,52558,2023
4070,Pucheng; Pŭchéng,PRC,60883,2025
4073,As-Suways; Suez,EGY,557510,2025
4074,Xingxian; Xīngxiàn,PRC,115918,2025
4076,Al-Iskandariyah; Alexandria,EGY,6931369,2025
4077,Baise; Bǎisè,PRC,119254,2025
4078,Tripoli; Trípolis,GRC,,
4079,Mengcheng; Mĕngchéng,PRC,120365,2025
4082,Binhai; Bīnhăi,PRC,,
4083,Fengcheng; Fēngchéng,PRC,,
4084,Khénifra; Ḵunayfira,MRC,,
4086,Gyeongsang; Kyŏngsang,ROK,,
4088,Ashkelon,ISR,105812,2025
4090,Junagadh; Junāga,IND,357101,2025
4091,Rugao; Rúgāo,PRC,139223,2025
4093,Zhuozhou; Zhuōzhōu,PRC,157065,2025
4095,Baza,SPA,,
4097,Taza; Tāza,MRC,,
4103,Yeongju; Yŏngju,ROK,103818,2020
4104,Balasore; Bāleśwar,IND,203378,2025
4105,Xuancheng; Xuānchéng,PRC,427032,2025
4107,Haeju,DPK,263992,2025
4109,Athens; Athínai,GRC,3166757,2025
4111,Damascus; Dimashq,SYR,3771638,2025
4112,Çeşme,TUR,33259,2022
4116,Tilimsān; Tlemcen,ALG,294082,2025
4123,Baoying; Băoyīng,PRC,,
4125,Yongzhou; Yǒngzhōu,PRC,416168,2025
4126,Namwon; Namwŏn,ROK,78097,2020
4130,Tianmen; Tiānmén,PRC,402718,2025
4135,Gibraltar,GBR,,
4139,Kalaat Sraghna; Qal'at As-Sarāghna,MRC,,
4144,Hebi; Hèbì,PRC,238324,2025
4146,Al-Madiya; Médéa,ALG,156467,2025
4151,Al Bayda; Al-Bayḍā',LYB,,
4156,Yongxin; Yŏngxīn,PRC,,
4157,Zhucheng; Zhūchéng,PRC,,
4159,Messina,ITA,178836,2025
4162,Faridpur,BAN,326743,2025
4169,Ningde; Níngdé,PRC,350783,2025
4171,Kahama,TZN,147472,2025
4173,Ningguo; Níngguó,PRC,374587,2025
4174,Xiaoyi; Xiàoyì,PRC,165448,2025
4185,Poyang; Póyáng,PRC,188396,2025
4186,Laiyang; Láiyáng,PRC,265847,2025
4189,Macau; Àomén,MCU,,
4190,Xinji; Xīnjí,PRC,204940,2025
4192,Xuanwei; Xuānwēi,PRC,382363,2025
4196,Fuzhou; Fúzhōu,PRC,,
4203,Jinzhai; Jīnzhài,PRC,,
4204,Bankura; Baṁkuṛā,IND,300434,2025
4205,Rongcheng; Róngchéng,PRC,174923,2025
4206,Tall 'Abīb-Yāfā; Tel Aviv; Tel Aviv-Yafo,ISR,2628335,2025
4208,Fuping; Fùpíng,PRC,,
4209,Zavodoukovsk,SOV,27357,2025
4229,Guadalajara,MEX,4138350,2025
4237,Kakinada; Kākināḍa,IND,496994,2025
4238,Atbasar,KAZ,29751,2026
4242,Kargapole,SOV,,
4261,Gay,SOV,,
4274,Bend,USA,106988,2020
4278,Shivamogga; Śivamogga,IND,404349,2025
4285,St. John,CAN,,
4300,Ayteke Bi; Ayteke-Bi; Äyteke Bï,KAZ,50309,2025
4311,Beloretsk,SOV,66427,2025
4327,Tirunelveli; Tirunelvēli,IND,371087,2025
4353,Barshi; Bārśī,IND,132865,2025
4354,Salavat,SOV,93693,2025
4360,Charlottetown,CAN,52390,2021
4374,Aral; Aral'sk,KAZ,37375,2026
4386,Butwal; Buṭavala,NPL,194335,2021
4400,Sarapul,SOV,81805,2025
4414,Anantapur; Anaṁtapuraṁ,IND,420001,2025
4420,Hosur; Hōcūr,IND,388678,2025
4428,Abbotsford,CAN,110036,2025
4435,Gantok; Gāntok,IND,132116,2025
4441,Cairns,AUS,57591,2025
4442,Youngstown,USA,320901,2020
4458,Khachmaz; Xaçmaz,AZJ,,
4459,Betiyā; Bettiah,IND,589703,2025
4462,Mackay,AUS,89761,2025
4476,Camagüey,CUB,286045,2025
4478,Dubbo,AUS,42452,2025
4481,Bundaberg,AUS,79283,2025
4487,Airlie Beach - Cannonvale,AUS,16597,2025
4503,Nongan; Nóng'ān,PRC,112174,2025
4504,Liupanshui; Liùpánshuǐ,PRC,924182,2025
4516,Bodh Gaya; Bodh Gayā,IND,,
4519,Dengzhou; Dèngzhōu,PRC,1095052,2025
4540,Sikeston,USA,17683,2020
4544,Bihar Sharif; Bihār Śarīph,IND,599180,2025
4547,Xichuan; Xīchuān,PRC,127044,2025
4551,Tongjiang; Tóngjiāng,PRC,76727,2025
4557,Gondia; Goṁdiyā,IND,272964,2025
4569,St. Louis,USA,797220,2025
4572,Gongzhuling; Gōngzhŭlĭng,PRC,196813,2025
4583,Iğdır,TUR,99682,2025
4592,Suihua; Suíhuà,PRC,289983,2025
4598,Puerto Plata,DMR,128131,2025
4600,Pinar del Río,CUB,150119,2025
4606,Jiyuan; Jìyuán,PRC,405860,2025
4607,Carson City,USA,61629,2020
4610,Buffalo,USA,,
4614,Shamakhy; Shemaka; Şamaxı,AZJ,,
4619,Xianning; Xiánníng,PRC,276077,2025
4625,Jonesboro,USA,5245,2020
4632,Emerald,AUS,15238,2025
4633,Songyuan; Sōngyuán,PRC,218036,2025
4634,Hongdong; Hóngdòng,PRC,,
4642,Siping; Sìpíng,PRC,508075,2025
4653,Greeneville,USA,22919,2020
4659,Tobol'sk; Tobolsk,SOV,58512,2025
4660,Kapan,ARM,,
4664,Rochester,USA,,
4669,Labytnangi,SOV,26462,2025
4677,Borzya,SOV,,
4681,Belyi Yar,SOV,,
4682,Aral; Ālā'ěr,PRC,65117,2025
4690,Minusinsk,SOV,55421,2025
4719,Krasnokamensk,SOV,51358,2025
4720,Zitácuaro,MEX,112349,2025
4723,Cheyenne,USA,79250,2020
4724,Achinsk,SOV,77038,2025
4726,Aldan,SOV,21837,2025
4727,Blythe,USA,11780,2020
4728,Petropavlovsk-Kamchatskiy,SOV,,
4743,Yakutsk,SOV,139152,2025
4747,Richland,USA,,
4749,Scottsbluff,USA,25104,2020
4751,Ölgii,MON,,
4759,Williston,USA,29510,2020
4766,Khyagt,SOV,,
4776,Bendigo,AUS,106493,2025
4778,Moscow,USA,25914,2020
4783,Ejen; Ejin; Éjǐnà,PRC,,
4787,Uruapan del Progreso,MEX,299523,2020
4789,Tayga,SOV,,
4800,Gorno-Altaysk,SOV,,
4803,Biysk,SOV,162866,2025
4806,Karasuk,SOV,24569,2025
4813,Tavda,SOV,31773,2025
4817,Surgut,SOV,68952,2025
4823,Altay; Ālètài,PRC,63646,2025
4827,Kargasok,SOV,,
4831,Tepic,MEX,420020,2025
4845,Dzharkent; Jarkent; Zharkent,KAZ,54229,2025
4854,Marquette,USA,24682,2020
4857,Billings,USA,80942,2025
4859,Svetlogorsk,SOV,,
4861,Akureyri,ICE,20467,2026
4878,Xalapa-Enríquez,MEX,,
4883,Bhandara; Bhaṁḍārā,IND,173162,2025
4887,Zamora de Hidalgo,MEX,154546,2020
4904,Ciudad del Carmen,MEX,215256,2025
4908,Guaymas,MEX,125094,2025
4920,Samara; Smāra,MRC,,
4925,Chengdu; Chéngdū,PRC,5609627,2025
4933,Al-Rāshīdiyya; Errachidia,MRC,,
4946,Santiago Papasquiaro,MEX,,
4950,Baitūl; Betul,IND,177044,2025
4955,Odessa,USA,84419,2025
4964,Yushu; Yùshù; Yüshu,PRC,,
4965,Playa del Carmen,MEX,236352,2025
4970,Al-Wādī; El Oued,ALG,281360,2025
4977,Navojoa,MEX,110580,2025
4987,Birgunj; Vīraganja,NPL,90237,2025
4988,Bowling Green,USA,30989,2020
4993,Sohar; Ṣuḥār,OMA,139036,2025
5002,Rudrapur,IND,66325,2025
5007,Weinan; Wèinán,PRC,273989,2025
5012,Boujdour; Bouǧdour,MRC,,
5015,San Fernando,MEX,,
5019,Nanded; Nāṁdeḍ,IND,759900,2025
5022,Waco,USA,52607,2025
5025,Guyuan; Gùyuán,PRC,,
5031,Alaša Barayun; Alxa Right; Ālāshàn Yòu,PRC,,
5032,Ballari; Baḷḷāri,IND,574842,2025
5035,Ouargla; Warqalah,ALG,250308,2025
5040,Satna; Satnā,IND,504984,2025
5046,Guelmim; Gulmīm,MRC,,
5048,Dazhou; Dázhōu,PRC,771803,2025
5052,Lagos de Moreno,MEX,118084,2025
5055,Fatehpur; Phatehpur,IND,89377,2025
5059,Huntsville,USA,100172,2025
5063,Latur; Lātūr,IND,493859,2025
5066,Zihuatanejo,MEX,86848,2025
5074,Ja'ar; Ja'ār,YEM,87954,2025
5078,Mut,EGY,,
5086,Farrukhabad; Farrūxābād,IND,576426,2025
5092,Shangluo; Shāngluò,PRC,110703,2025
5096,Sagar; Sāgar,IND,571737,2025
5100,Zhangye; Zhāngyè,PRC,198224,2025
5104,Yadgiri; Yādgiri,IND,126731,2025
5157,Haridvār; Haridwar,IND,684947,2025
5160,Eldoret,KEN,439307,2025
5170,Karaköprü,TUR,241558,2022
5175,Kalgoorlie-Boulder,AUS,31016,2025
5181,Devonport,AUS,32938,2025
5206,Malatya,TUR,510425,2025
5207,Kununurra,AUS,,
5224,Handeni,TZN,,
5291,Verdun,FRA,,
5310,Janakpur,NPL,,
6009,Porvoo,FIN,,
6038,Levanger,NWY,20807,2026
6041,Namsos,NWY,,
6042,Elverum,NWY,21937,2026
6050,Stockholm,SWE,1543892,2025
6082,Lappeenranta,FIN,73241,2025
6084,Lindesberg,SWE,,
6095,Kirishi,SOV,,
6103,London,GBR,10408332,2025
6114,Dombås,NWY,,
6118,Oppdal,NWY,,
6125,Kalix,SWE,,
6132,Umeå,SWE,64854,2025
6135,Furmanov,SOV,28609,2025
6141,Äänekoski,FIN,17492,2025
6143,Poshekhonye,SOV,,
6147,Mora,SWE,12830,2023
6149,Uren,SOV,,
6163,Jämsä,FIN,19020,2025
6164,Karlskoga,SWE,27686,2023
6165,Luleå,SWE,49646,2023
6167,Rybinsk,SOV,,
6175,Kostomuksha,SOV,,
6176,Hå,NWY,20087,2026
6178,Viljandi,EST,17000,2026
6181,Kandalaksha,SOV,,
6187,Brønnøysund,NWY,,
6188,Kumla,SWE,17889,2023
6195,Torsby,SWE,,
6196,Lerwick,GBR,,
6209,Norrtälje,SWE,23606,2023
6214,Rognan,NWY,,
6224,Urzhum,SOV,,
6226,Syzran; Syzran',SOV,111241,2025
6231,Murom,SOV,95975,2025
6232,Mazyr; Mozyr',BLR,,
6235,Aalborg,DMK,101029,2025
6236,Arnswalde; Choszczno,POL,,
6242,Opochka,SOV,,
6243,Desnogorsk,SOV,24406,2025
6246,Neftekamsk,SOV,129583,2025
6249,Polatsk; Polotsk,BLR,,
6253,Vurnary,SOV,,
6257,Neumünster,GER,64451,2025
6262,Tula,SOV,306559,2025
6278,Agryz,SOV,19822,2025
6281,Alytus,LIT,49952,2026
6282,Stetten; Szczecin,POL,311037,2025
6283,Sergiyev Posad,SOV,99478,2025
6284,Sasovo,SOV,20534,2025
6286,Zwolle,NRD,120061,2025
6287,Copenhagen; København,DMK,1258202,2025
6290,Serpukhov,SOV,125982,2025
6291,Nizhny Lomov,SOV,,
6306,Ivatsevichi; Ivatsevichy,BLR,,
6310,Uddevalla,SWE,35639,2023
6311,Motala,SWE,31367,2023
6313,Limerick,IRE,,
6314,Palanga,LIT,19198,2026
6315,Novomoskovsk,SOV,62102,2025
6317,Usman,SOV,19165,2025
6318,Manchester,GBR,2539907,2025
6319,Rechitsa; Rečyca,BLR,,
6323,Yelabuga,SOV,,
6324,Ostrov,SOV,20655,2025
6326,Navapolatsk; Novopolotsk,BLR,,
6328,Rtishchevo,SOV,,
6335,Blackpool,GBR,189730,2025
6336,Leeuwarden,NRD,92944,2025
6338,Zelenodolsk,SOV,59300,2025
6345,Helsingborg,SWE,106339,2025
6346,Kalyazin,SOV,,
6350,Stranraer,GBR,,
6351,Salisbury,GBR,,
6354,Gorki; Horki,BLR,,
6357,Alatyr; Alatyr',SOV,,
6358,Vichuga,SOV,,
6360,Raseiniai,LIT,9348,2026
6361,Rønne,DMK,13675,2025
6365,Kozel'sk; Kozelsk,SOV,,
6367,Nelidovo,SOV,17530,2025
6369,Gryazi,SOV,,
6373,Zhlobin; Žlobin,BLR,,
6375,Allenstein; Olsztyn,POL,148647,2025
6376,Šiauliai,LIT,111018,2026
6377,Hannover,GER,663997,2025
6379,Sorochinsk,SOV,,
6380,Moscow; Moskva,SOV,14384082,2025
6382,Serdobsk,SOV,29225,2025
6383,Sovetsk,SOV,,
6388,Mozhga,SOV,,
6390,Stargard; Stargard an der Ihna,POL,59566,2025
6391,Ruzayevka,SOV,,
6393,Roskilde,DMK,53354,2025
6397,Mjölby,SWE,14282,2023
6402,Elbing; Elbląg,POL,110758,2025
6406,Borås,SWE,50459,2025
6408,Valga,EST,11732,2026
6409,Kamenka,SOV,32477,2025
6411,Karachev,SOV,,
6412,Halmstad,SWE,72979,2023
6413,Lida,BLR,103915,2023
6416,Kielce,POL,167460,2025
6432,Valuyki,SOV,,
6435,Rivne; Rovno; Równe,UKR,214365,2025
6449,Cherbourg-en-Cotentin,FRA,57244,2025
6454,Serafimovich,SOV,,
6455,Mohyliv-Podilskyi,UKR,,
6464,Gleiwitz; Gliwice,POL,97807,2025
6470,Karlovy Vary,CZE,,
6480,Haisyn,UKR,,
6483,Drogobich; Drohobych; Drohobycz,UKR,83120,2025
6485,Neisse; Nysa,POL,39887,2025
6486,Akhtubinsk,SOV,,
6488,Frankfurt am Main,GER,760656,2025
6490,Volgodonsk,SOV,129475,2025
6494,Pavlovsk,SOV,21409,2025
6495,Kremenchuk,UKR,130957,2025
6499,Mielec,POL,52872,2025
6500,Venlo,NRD,,
6501,Jena,GER,82104,2025
6502,Balakovo,SOV,117879,2025
6503,Kotel'nikovo; Kotelnikovo,SOV,,
6504,Arras,FRA,60903,2025
6505,Alchevs'k; Alchevsk,UKR,150118,2025
6506,Kamyshin,SOV,91669,2025
6511,Radom,POL,176099,2025
6513,Göttingen,GER,110420,2025
6516,Znamensk,SOV,,
6517,Shebekino,SOV,,
6524,Erfurt,GER,174628,2025
6526,Truro,GBR,,
6529,Colmar,FRA,64537,2025
6533,Blois,FRA,,
6535,Münster,GER,269164,2025
6536,Lorient,FRA,72374,2025
6538,Ust-Tsilma,SOV,,
6539,Krasnoarmeysk,SOV,,
6543,Sudzha,SOV,,
6545,Châlons-en-Champagne,FRA,,
6547,Chatres,FRA,66599,2025
6550,Chios; Chíos,GRC,,
6552,Krems an der Donau,ASA,25581,2026
6558,Posen; Poznań,POL,531736,2025
6560,Bruges; Brugge,BLG,67047,2025
6562,Olomouc,CZE,82848,2025
6568,Mannheim,GER,456549,2025
6573,Košice,SLO,223173,2025
6576,Zlín,CZE,,
6577,Gubkin,SOV,83150,2025
6583,Luxembourg City; Stad Lëtzebuerg; Stadt Luxemburg; Ville de Luxembourg,LUX,,
6585,Beauvais,FRA,,
6592,Plzeň,CZE,,
6595,Neusalz; Nowa Sól,POL,35230,2025
6597,Pervomaisk; Pervomays'k,UKR,51647,2025
6598,Saint-Nicholas; Sint-Niklaas,BLG,,
6600,Bel'tsy; Bălți,MLD,53610,2025
6606,Bologna,ITA,456780,2025
6610,Owen Sound,CAN,22318,2021
6611,Gospić,CRO,6362,2021
6613,Lyon,FRA,1194741,2025
6614,Bihać,BSH,39690,2013
6619,Prijedor,BSH,27970,2013
6620,Kharabali,SOV,,
6626,Trieste,ITA,178655,2025
6634,Požarevac,SRB,42530,2022
6635,Novara,ITA,92131,2025
6647,Osijek,CRO,69144,2025
6658,Giurgiu,ROM,54551,2021
6666,Lausanne; Losanna,SWI,288888,2025
6670,Baja,HUN,32401,2025
6671,Gori,GEO,50343,2024
6672,Murska Sobota,SLV,10859,2026
6673,Villach,ASA,66051,2026
6677,Călărași,ROM,58211,2021
6679,Nagyszeben; Sibiu,ROM,134213,2025
6680,Dornbirn,ASA,52252,2026
6682,Arad,ROM,120149,2025
6685,Kaposvár,HUN,58459,2025
6687,Judenburg,ASA,9441,2026
6690,Leoben,ASA,24455,2026
6694,Modesto,USA,334845,2025
6700,Kecskemét,HUN,73080,2025
6703,Dunaújváros,HUN,41193,2025
6710,Detroit,USA,1918653,2025
6712,Freiburg im Breisgau,GER,238078,2025
6716,Szolnok,HUN,65564,2025
6718,Pyatigorsk,SOV,208441,2025
6720,Győr,HUN,88498,2025
6729,Bârlad,ROM,52475,2021
6730,Kizlyar,SOV,72757,2025
6732,Boston,USA,1669310,2025
6734,Ourense,SPA,90571,2025
6739,Liezen,ASA,,
6742,Missoula,USA,88109,2020
6747,Bacău,ROM,129974,2025
6750,Budyonnovsk,SOV,56616,2025
6751,Miskolc,HUN,115425,2025
6761,Rădăuți,ROM,24292,2021
6766,Toulouse,FRA,712882,2025
6769,Lansing,USA,111165,2025
6770,Mende,FRA,,
6773,Aurillac,FRA,,
6775,Agen,FRA,,
6776,Ugledar; Vuhledar,UKR,,
6777,Arcachon,FRA,,
6780,Torino; Turin,ITA,1243448,2025
6785,Corpus Christi,USA,239777,2025
6788,Genoa; Genova,ITA,523194,2025
6790,Piacenza,ITA,95643,2025
6794,Elista,SOV,96053,2025
6799,Tuzla,BSH,55006,2025
6812,Tortosa,SPA,,
6814,Stara Zagora,BUL,77342,2025
6817,Castellón de la Plana,SPA,159760,2025
6818,Viseu,POR,60570,2021
6828,Laiyuan; Láiyuán,PRC,99405,2025
6831,Vasto,ITA,,
6837,Huludao; Húlúdăo,PRC,497401,2025
6842,Veliko Tǎrnovo,BUL,60067,2025
6843,Barletta,ITA,92131,2025
6845,Philadelphia,USA,2286396,2025
6851,Anshan; Ānshān,PRC,1495743,2025
6857,Blagoevgrad,BUL,64171,2025
6860,Kuandian; Kuāndiàn,PRC,91876,2025
6862,Viterbo,ITA,66767,2026
6864,Çanakkale,TUR,128856,2025
6866,Cáceres,SPA,96598,2025
6867,Salamanca,SPA,143062,2025
6868,Qingyuan; Qīngyuán,PRC,,
6871,Hendek,TUR,70580,2025
6875,Grosseto,ITA,52134,2025
6880,Faro,POR,49360,2021
6882,Newark,USA,81223,2020
6887,Grand Junction,USA,78680,2025
6890,Cleveland,USA,722540,2025
6894,Seydişehir,TUR,47138,2022
6895,Çorlu,TUR,123052,2025
6900,Durrës,ALB,131865,2025
6905,Fusong; Fŭsōng,PRC,,
6906,Valencia,SPA,1404208,2025
6912,Bandırma,TUR,121652,2025
6917,Carcassonne,FRA,,
6922,Tanch'ŏn; Tanchon,DPK,77317,2025
6924,Aveiro,POR,62130,2021
6926,Assisi,ITA,,
6929,Hagerstown,USA,197557,2020
6930,Larissa; Lárisa,GRC,118892,2025
6932,Sanmexia; Sānménxiá,PRC,237530,2025
6933,Évora,POR,40373,2021
6936,Palencia,SPA,57573,2025
6937,Weichang; Wéichăng,PRC,74299,2025
6938,Kastamonu,TUR,86877,2025
6944,Rason; Rasŏn,DPK,128331,2025
6946,Pisa,ITA,65764,2025
6951,Xinmin; Xīnmín,PRC,193801,2025
6957,Livno,BSH,7927,2013
6959,Gandia,SPA,,
6961,Nakhodka,SOV,83146,2025
6967,Sliven,BUL,77832,2025
6969,Xinglong; Xīnglóng,PRC,50721,2025
6971,Charleston,USA,,
6975,Guillestre,FRA,,
6979,Lecce,ITA,82977,2025
6981,Dandong; Dāndōng,PRC,714738,2025
6982,Pazardzhik,BUL,,
6983,Banja Luka,BSH,90140,2025
6984,Frederick,USA,176456,2020
6989,Arsen'yev; Arsenyev,SOV,,
6990,Serres; Sérrai,GRC,,
6997,Nakhchivan; Nakhchyvan; Nakhch’yvan; Naxçıvan,AZJ,,
6999,Chongqing; Chóngqìng,PRC,8449690,2025
7004,Dayu; Dàyú,PRC,80228,2025
7005,Gabès; Qābis,TUN,177608,2025
7011,Cairo International Airport; Maṭār Al-Qāhirah Al-Dawli,EGY,,
7014,Shanghai; Shànghăi,PRC,30678616,2025
7019,Fangxian; Fángxiàn,PRC,57912,2025
7021,Gangneung; Kangnŭng,ROK,118784,2025
7025,Peixian; Pèixiàn,PRC,154588,2025
7026,Silifke,TUR,66641,2022
7027,Huian; Huì'ān,PRC,325256,2025
7033,M'Sila; Āl-Msyla,ALG,201841,2025
7035,Susong; Sùsōng,PRC,100719,2025
7054,Guixi; Guìxī,PRC,,
7055,Xintai; Xīntài,PRC,236800,2025
7058,Ninghai; Nínghăi,PRC,,
7065,Al-'Ulma; El Eulma,ALG,196881,2025
7066,Bani Waled; Banī Walīd,LYB,37332,2006
7067,Lufeng; Lùfēng,PRC,310570,2025
7069,Ad-Dār Al-Bayḍā; Casablanca,MRC,,
7070,Koksan,DPK,93927,2025
7071,Xiamen; Xiàmén,PRC,,
7079,As-Sallūm; Sallum,EGY,18118,2023
7082,Darnah; Derna,LYB,59569,2025
7088,Fort Portal,UGA,55643,2025
7089,Gaomi; Gāomì,PRC,599934,2025
7091,Kafr Ash-Shaykh; Kafr El-Shaikh,EGY,,
7092,Qinghe; Qīnghé,PRC,141229,2025
7096,Corinth; Kórinthos,GRC,,
7097,Xiangtan; Xiāngtán,PRC,102212,2025
7099,Longyan; Lóngyán,PRC,392112,2025
7100,Al-Khemisāt; Khemisset,MRC,,
7101,Changde; Chángdé,PRC,603681,2025
7105,Laizhou; Láizhōu,PRC,279120,2025
7107,Ram'allah; Ramallah; Rām Allāh,PST,1054623,2025
7108,Huizhou; Huìzhōu,PRC,1061952,2025
7111,Lorca,SPA,98613,2025
7114,Eivissa; Ibiza,SPA,53270,2025
7120,Yixing; Yíxīng,PRC,452718,2025
7124,Kushtia; Kuṣṭiẏā,BAN,407149,2025
7125,Seoul; Sŏul,ROK,22261692,2025
7129,Caoxian; Cáoxiàn,PRC,209734,2025
7130,Torbalı,TUR,52098,2025
7133,Arua,UGA,215726,2025
7137,Nanning; Nánníng,PRC,3695575,2025
7143,Karaman,TUR,125344,2025
7146,Linhai; Línhăi,PRC,343381,2025
7147,Sciacca,ITA,,
7150,Ankleshwar; Aṁkalēśvara,IND,284472,2025
7151,As-Salṭ; Salt,JOR,,
7153,Ronda,SPA,,
7158,Ulagančab; Ulanqab; Wūlánchábù,PRC,272964,2025
7162,Al-Qayrawān; Kairouan,TUN,81409,2025
7166,Bordj Bou Arréridj; Burğ Bū 'Urairīğ,ALG,209845,2025
7177,Jalagon; Jaḷagāṁ,IND,,
7180,Zaghouan; Zaghwān,TUN,,
7183,Dos Hermanas,SPA,97844,2025
7186,Taipei; Táiběi,ROC,9686521,2025
7191,Hangzhou; Hángzhōu,PRC,6387064,2025
7193,Lemesós; Limasol; Limassol,CYP,191161,2025
7195,Kahului,USA,51668,2025
7199,Xingguo; Xīngguó,PRC,168176,2025
7204,Asan,ROK,340518,2020
7205,Burhanpur; Burhānpurs,IND,330992,2025
7210,Wuzhou; Wúzhōu,PRC,370101,2025
7214,Hsinchu; Xīnzhú,ROC,713497,2025
7215,Al-Nāẓūr; Nador,MRC,,
7220,Kharagpur; Khaṛgpur,IND,760857,2025
7221,P'yŏngt'aek; Pyeongtaek,ROK,159972,2025
7222,Dingyuan; Dìngyuăn,PRC,131594,2025
7232,Ratnagiri; Ratnāgirī,IND,222402,2025
7240,Suining; Suìníng,PRC,,
7250,Bagalkot; Bāgalkōṭ,IND,53622,2025
7256,Guangyuan; Guǎngyuán,PRC,441909,2025
7273,Leh; Lehh; Lēh,IND,30870,2011
7274,Iskitim,SOV,56509,2025
7279,Zhangjiajie; Zhāngjiājiè,PRC,163528,2025
7294,Panzhihua; Pānzhīhuā,PRC,292350,2025
7304,Truro,CAN,23583,2021
7306,Cedar Rapids,USA,55742,2025
7310,Tirupati,IND,482025,2025
7314,Yulin; Yúlín,PRC,,
7317,Ekibastuz; Ekıbastūz,KAZ,114479,2025
7340,Bhimavaram; Bhīmavaraṁ,IND,246577,2025
7341,Hromtau; Khromtau,KAZ,,
7359,Balezino,SOV,,
7364,Celaya,MEX,381192,2025
7374,Dhanagaḍhī; Dhangadhi,NPL,198792,2021
7394,Cork,IRE,137272,2025
7395,Udupi; Uḍupi,IND,303722,2025
7418,Ankang; Ānkāng,PRC,807066,2025
7420,Traverse City,USA,,
7425,Shakhtinsk; Şahtinsk,KAZ,,
7429,Jitiqara; Zhitikhara,KAZ,,
7430,Akola; Akolā,IND,671544,2025
7436,Vellore; Vēlūr,IND,765930,2025
7444,Askino,SOV,,
7450,Coffs Harbour,AUS,,
7451,Santa Clara,CUB,222229,2025
7462,Augusta,USA,,
7465,Jagdalpur,IND,138047,2025
7466,Beckley,USA,57468,2020
7470,Erciş,TUR,145965,2025
7471,Tamworth,AUS,46024,2025
7475,Purnia; Pūrṇiyāṁ,IND,461747,2025
7480,Mobile,USA,93512,2025
7481,Subshine Coast,AUS,,
7522,Hervey Bay,AUS,63312,2025
7523,Yushu; Yúshù,PRC,,
7526,Bayan; Bāyàn,PRC,,
7530,Batman,TUR,481850,2025
7535,Nambour,AUS,,
7537,Bhagalpur; Bhāgalpur,IND,343274,2025
7538,Sydney Airport,AUS,,
