prov_id,names,owner,population,year,victory_points
13661,Reading,GBR,273287,2025,
11297,Hull,GBR,321006,2025,
11345,Stoke-on-Trent,GBR,329688,2025,
13708,Middlesbrough,GBR,351680,2025,
13656,Southampton,GBR,374413,2025,
13653,Bournemouth,GBR,382597,2025,
13673,Cardiff,GBR,388460,2025,
13650,Belfast,GBR,437125,2025,
13659,Brighton,GBR,456337,2025,
13658,Portsmouth,GBR,480317,2025,
13698,Leicester,GBR,527124,2025,
13716,Edinburgh,GBR,530165,2025,
13695,Nottingham,GBR,650703,2025,
13700,Sheffield,GBR,665294,2025,
13679,Bristol,GBR,680809,2025,
13719,Glasgow,GBR,992059,2025,
9379,Leeds,GBR,1053955,2025,
13681,Liverpool,GBR,1243206,2025,
6318,Manchester,GBR,2539907,2025,
13689,Birmingham,GBR,2617211,2025,
6103,London,GBR,10408332,2025,
3273,Glasgow Airport,GBR,,,2
3274,Aberystwyth,GBR,16851,2011,
3311,Douglas,GBR,26677,2021,
3501,Dover,GBR,35381,2011,
4135,Gibraltar,GBR,31248,2010,
6196,Lerwick,GBR,6958,2011,
6350,Stranraer,GBR,10110,2010,
6351,Salisbury,GBR,44878,2011,
6526,Truro,GBR,20044,2011,
9322,Boston,GBR,41214,2011,
11064,Kirkwall,GBR,7193,2011,
11161,Fort William,GBR,15757,2011,
11207,Elgin,GBR,23128,2011,
11218,Dumfries,GBR,33009,2011,
11299,Berwick-upon-Tweed,GBR,12043,2011,
12960,Mount Pleasant,GBR,,,1
13010,Hamilton,GBR,20000,2010,
13654,Newport,GBR,24595,2011,
13662,Heathrow Airport,GBR,,,5
13667,Gillingham,GBR,247682,2025,
13671,Llanfairpwllgwyngyll,GBR,3107,2011,
13674,Newport,GBR,118174,2011,
13685,Manchester Airport,GBR,,,2
13690,Wolverhampton,GBR,224601,2025,
13710,Newcastle,GBR,770369,2025,
14184,Port Stanley,GBR,2974,2021,
15931,George Town,GBR,28089,2010,
772,Zugdidi,GEO,42998,2014,
6671,Gori,GEO,48143,2014,
3658,Kutaisi,GEO,132035,2025,
13171,Rustavi,GEO,125103,2014,
12309,Batumi,GEO,168438,2025,
13172,Tblisi,GEO,988278,2025,
13131,Mezhdunarodnyy Aeroport Tbilisi; Tbilisi International Airport; Tbilisis Saertashoriso Aerodromi,GEO,,,1
309,Oldenburg,GER,147302,2025,
317,Flensburg,GER,75426,2025,
425,Wernigerode,GER,41850,2011,
538,Naumburg,GER,25200,2011,
564,Kassel,GER,238931,2025,
586,Weiden in der Oberpfalz,GER,42444,2025,
589,Frankfurt Airport,GER,,,2
3258,Neubrandenburg,GER,69100,2011,
3299,Ingolstadt,GER,88782,2025,
3326,Bremen,GER,425974,2025,
3499,Brandenburg an der Havel,GER,63200,2011,
3514,Görlitz,GER,59000,2011,
3524,Marburg,GER,66800,2011,
3530,Karlsruhe,GER,299990,2025,
3558,Ludwigshafen am Rhein,GER,1761110,2025,
3679,Stuggart,GER,909232,2025,
3705,Augsburg,GER,338257,2025,
6257,Neumünster,GER,64451,2025,
6377,Hannover,GER,663997,2025,
6488,Frankfurt am Main,GER,1628000,2011,
6501,Jena,GER,82104,2025,
6513,Göttingen,GER,110420,2025,
6524,Erfurt,GER,174628,2025,
6535,Münster,GER,269164,2025,
6568,Mannheim,GER,456549,2025,
6712,Freiburg im Breisgau,GER,238078,2025,
9347,Hamburg,GER,1733898,2025,
9375,Wolfsburg,GER,70340,2025,
9388,Stralsund,GER,59500,2011,
9441,Zwickau,GER,61730,2025,
9471,Chemnitz,GER,241511,2025,
9496,Frankfurt an der Oder,GER,916259,2025,
9509,Bielefeld,GER,238107,2025,
9515,Regensburg,GER,150502,2025,
9522,Aachen,GER,218507,2025,
9575,Trier,GER,88553,2025,
9666,Kempten,GER,61827,2025,
11219,Perleberg,GER,12000,2022,
11264,Meppen,GER,25150,2011,
11305,Schwerin,GER,50236,2025,
11331,Lübeck,GER,175411,2025,
11359,Stendal,GER,33950,2011,
11388,Osnabrück,GER,118523,2025,
11415,Cottbus,GER,72346,2025,
11417,Würzburg,GER,120858,2025,
11445,Fulda,GER,53458,2025,
11499,Ulm,GER,115346,2025,
11529,Ansbach,GER,37350,2011,
11531,Saarbrücken,GER,125456,2025,
11544,Nuremburg; Nürnberg,GER,645853,2025,
11547,Kaiserslauten,GER,80641,2025,
11560,Mainz,GER,456700,2011,
13116,Bamberg,GER,72467,2025,
13874,Rostock,GER,160700,2025,
13876,Leipzig,GER,585335,2025,
13879,Dresden,GER,566233,2025,
13881,Wittenberg,GER,40850,2011,
13884,Berlin,GER,3549997,2025,
13889,Berlin Brandenburg Airport,GER,,,3
13891,Magdeburg,GER,216131,2025,
13892,Haale,GER,207112,2025,
13893,Erlangen,GER,113282,2025,
13896,Munich; München,GER,1827704,2025,
13899,Munich Airport; München Flughafen,GER,,,4
13902,Ludwigsburg,GER,86139,2011,
13908,Wiesbaden,GER,416574,2025,
13909,Kiel,GER,231582,2025,
13920,Bremerhaven,GER,136384,2025,
13922,Bonn,GER,756475,2025,
13923,Cologne; Köln,GER,1156303,2025,
13927,Düsseldorf,GER,921669,2025,
13929,Düsseldorf Airport; Flughafen Düsseldorf,GER,,,3
13930,Duisburg,GER,488468,2011,
13932,Essen,GER,2718996,2025,
13933,Dortmund,GER,709615,2025,
13934,Neuwied,GER,60145,2025,
14108,Koblenz,GER,133939,2025,
10163,Giannitsá; Yannitsa,GRC,29789,2011,
4078,Tripoli; Trípolis,GRC,30866,2011,
7096,Corinth; Kórinthos,GRC,30176,2011,
6550,Chios; Chíos,GRC,35479,2011,
10203,Corfu; Kérkyra,GRC,39330,2011,
966,Kozani; Kozáni,GRC,41066,2011,
976,Lamia; Lamía,GRC,52006,2011,
10007,Rhodes; Ródos,GRC,49541,2011,
6990,Serres; Sérrai,GRC,58287,2011,
11774,Xanthi; Xánthi,GRC,56122,2011,
11905,Alexandroupoli; Alexandroúpolis,GRC,57812,2011,
3844,Katerini; Kateríni,GRC,60854,2011,
11786,Trikala; Tríkala,GRC,61653,2011,
1205,Agrinio; Agrínion,GRC,61349,2011,
11965,Kalamáta; Kalmata,GRC,59625,2011,
12058,Chania; Chanía,GRC,66403,2025,
1109,Chalcis; Chalkís,GRC,74564,2011,
3914,Ioannina; Ioánnina,GRC,94900,2025,
3973,Volos; Vólos,GRC,99656,2025,
6930,Larissa; Lárisa,GRC,118892,2025,
15381,Patras; Pátrai,GRC,146128,2025,
9940,Heraklion; Irákleion,GRC,159049,2025,
3988,Thessaloniki; Thessaloníki,GRC,783450,2025,
4109,Athens; Athínai,GRC,3166757,2025,
15379,Athens International Airport Eleftherios Venizelos; Diethnís Aeroliménas Athinón Elefthérios Venizélos,GRC,,,1
13085,Puerto Barrios,GTM,66989,2025,
15281,Huehuetenango,GTM,117818,2018,
15279,Cobán,GTM,221271,2025,
10842,Quetzaltenango,GTM,295633,2025,
15278,Villa Nueva,GTM,426316,2018,
15276,Ciudad de Guatemala; Guatemala City,GTM,2900619,2025,
15277,Aeropuerto Internacional La Aurora; La Aurora International Airport,GTM,,,1
1635,Les Cayes,HAI,83543,2025,
15937,Gonaïves,HAI,393644,2025,
15933,Port-au-Prince,HAI,1733378,2025,
15366,Comayagua,HDU,113060,2025,
12865,Choluteca,HDU,128000,2025,
15367,La Ceiba,HDU,300948,2025,
15364,San Pedro Sula,HDU,1301567,2025,
15363,Tegucigalpa,HDU,1653509,2025,
11919,Sidon; Ṣaydā,HEZ,207486,2025,
15446,Ba'albak; Baalbek,HEZ,62954,2025,
10062,Hong Kong; Xiānggǎng,HKG,7024200,2010,
14190,'Azzā; Gaza; Ghazzah,HMS,1060587,2025,
11644,Békés,HUN,20088,2011,
6670,Baja,HUN,36267,2011,
9690,Vác,HUN,33831,2011,
6703,Dunaújváros,HUN,48484,2011,
3731,Eger,HUN,56569,2011,
11646,Békéscsaba,HUN,62050,2011,
686,Sopron,HUN,55594,2025,
11627,Szombathely,HUN,56106,2025,
6685,Kaposvár,HUN,66245,2011,
6716,Szolnok,HUN,72953,2011,
6700,Kecskemét,HUN,73080,2025,
701,Székesfehérvár,HUN,75063,2025,
3730,Nyíregyháza,HUN,78595,2025,
6720,Győr,HUN,88498,2025,
6751,Miskolc,HUN,115425,2025,
14455,Szeged,HUN,122060,2025,
11610,Pécs,HUN,123329,2025,
14456,Debreccen,HUN,139471,2025,
14451,Budapest,HUN,1743875,2025,
9660,Ferenc Liszt International Airport; Liszt Ferenc Nemzetközi Repülőtér,HUN,,,1
15089,Egilsstathir; Egilsstaðir,ICE,2237,2010,
13271,Ísafjörthur; Ísafjörður,ICE,2659,2010,
12674,Akranes,ICE,6587,2010,
4861,Akureyri,ICE,17370,2010,
15081,Reykjavík,ICE,206895,2025,
15082,Keflavík International Airport; Keflavíkurflugvöllur,ICE,,,1
7273,Leh; Lehh; Lēh,IND,30870,2011,
7250,Bagalkot; Bāgalkōṭ,IND,53622,2025,
10810,Itanagar; Īṭānagar,IND,53883,2025,
10332,Singrauli; Siṁgraulī,IND,55673,2025,
1510,Chirimiri; Cirīmirī,IND,57331,2025,
5002,Rudrapur,IND,66325,2025,
15605,Dharamshala; Dharmaśālā,IND,82359,2025,
15600,Sary Nagr; Srinagar; Śrīnagar,IND,83806,2025,
5055,Fatehpur; Phatehpur,IND,89377,2025,
15720,Kohima,IND,99039,2011,
10190,Kanhangad; Kāññaṅṅāṭ,IND,100444,2025,
12241,Jaẏpur; Jeypore,IND,119477,2025,
10358,Chaibasa; Cāībāsā,IND,124116,2025,
12080,Pithampur; Pīthampur,IND,125022,2025,
5104,Yadgiri; Yādgiri,IND,126731,2025,
15773,Gumla; Gumlā,IND,130091,2025,
4435,Gantok; Gāntok,IND,132116,2025,
4353,Barshi; Bārśī,IND,132865,2025,
7465,Jagdalpur,IND,138047,2025,
15602,Baramulla; Bārha Molah; Bārāmūlā,IND,138339,2025,
10401,Dhamtari; Dhamtarī,IND,144195,2025,
12375,Raigarh; Rāygaṛh,IND,151048,2025,
8067,Tirucceṅkōṭu; Tiruchengode,IND,155978,2025,
15667,Aurangabad; Auraṁgābāda,IND,157594,2025,
15749,Hindupur; Hiṁdūpuraṁ,IND,157720,2025,
10816,Sehore; Sīhor,IND,161580,2025,
12829,Udaipur,IND,161945,2025,
12734,Robertson Pet; Rābarṭsan Pēṭ,IND,162230,2011,
15691,Seoni; Sivanī,IND,164969,2025,
12743,Banswara; Bāṁsavāḍa,IND,170990,2025,
4883,Bhandara; Bhaṁḍārā,IND,173162,2025,
1317,Nalgonda; Nalgoṁḍa,IND,174421,2025,
4950,Baitūl; Betul,IND,177044,2025,
10511,Mancherial; Maṁciryāl,IND,179447,2025,
7565,Malda; Māldā,IND,185762,2025,
1190,Bhuj,IND,186749,2025,
10772,Moga; Mōgā,IND,188038,2025,
12844,Nagaur; Nāgaur,IND,190920,2025,
9946,Balangir; Balāṅgīr,IND,195340,2025,
15596,Udhampur; Ādham Por,IND,198368,2025,
4062,Haladiẏā; Haldia,IND,200827,2011,
10001,Srikakulam; Śrīkākuḷaṁ,IND,200889,2025,
4104,Balasore; Bāleśwar,IND,203378,2025,
12226,Udagīr; Udgir,IND,203505,2025,
11993,Nandurbar; Naṁdurabār,IND,207515,2025,
12708,Shimla; Śimalā,IND,209366,2025,
12146,Mandya; Maṁḍya,IND,209511,2025,
15585,Panchkula; Paṁcakulā,IND,211355,2011,
12480,Ambikapur; Aṁbikāpur,IND,213440,2025,
7905,Tonk; Ṭōṁk,IND,216165,2025,
10077,Bardhaman; Bardhamān,IND,216948,2025,
15753,Rajnandgaon; Rājnāṁdgāṁ,IND,220032,2025,
7232,Ratnagiri; Ratnāgirī,IND,222402,2025,
15764,Durgapur; Durgāpur,IND,223704,2025,
8087,Mahbubnagar; Mahābubnagar,IND,226080,2025,
15724,Jorhat; Yorahāṭ,IND,227895,2025,
12037,Porbandar; Pōrabaṁdara,IND,231312,2025,
12779,Proddatur; Prodduṭūr,IND,235589,2025,
1430,Ongole; Oṁgōlu,IND,244578,2025,
10296,Nandyala; Naṁdyāla,IND,244975,2025,
15723,Dibrugarh; Ḍibrugaṛ,IND,245389,2025,
15711,Hassan; Hāsan,IND,245504,2025,
7340,Bhimavaram; Bhīmavaraṁ,IND,246577,2025,
15685,Shivpuri; Śivapurī,IND,246608,2025,
1949,Vidisha; Vidiśā,IND,247130,2025,
10428,Sambalpur,IND,248582,2025,
12886,Pali; Pālī,IND,251608,2025,
15581,Kaithal,IND,253734,2025,
15686,Guna; Gunā,IND,257693,2025,
10471,Medininagar; Medinīnagar,IND,262681,2025,
4557,Gondia; Goṁdiyā,IND,272964,2025,
10905,Anantanāg; Anantnag; Āslām Ābād,IND,273306,2025,
12063,Bhadrak,IND,277332,2025,
2002,Sirasā; Sirsa,IND,280987,2025,
12247,Karur; Karūr,IND,281322,2025,
15636,Banda; Bāṁdā,IND,281392,2025,
7150,Ankleshwar; Aṁkalēśvara,IND,284472,2025,
15694,Chhindwara; Chiṁdvāṛā,IND,285974,2025,
15563,Civakāci; Sivakasi,IND,287420,2025,
12822,Pathankot; Paṭhānakōṭ,IND,292356,2025,
1541,Sivān; Siwan,IND,292602,2025,
15772,Hazaribagh; Hazārībāg,IND,293350,2025,
1908,Sikar; Sīkar,IND,294150,2025,
2036,Orai; Uraī,IND,297192,2025,
15745,Vijayanagaraṁ; Vizianagaram,IND,299740,2025,
4204,Bankura; Baṁkuṛā,IND,300434,2025,
7395,Udupi; Uḍupi,IND,303722,2025,
1359,Bidar; Bīdar,IND,303956,2025,
1609,Baharampur,IND,304487,2011,
15690,Katni; Kaṭnī,IND,306752,2025,
1061,Gandhidham; Gāndhīdhām,IND,307941,2025,
1144,Surendranagar; Surēndranagara,IND,310315,2025,
10259,Raichur; Rāycūru,IND,314663,2025,
12041,Sri Ganganagar; Śrī Gaṁgānagar,IND,322863,2025,
15646,Greater Noida; Greṭar Noeḍā,IND,324832,2025,
15779,Sasaram; Sāsārām,IND,325822,2025,
7205,Burhanpur; Burhānpurs,IND,330992,2025,
15643,Pilibhit; Pīlībhīt,IND,332779,2025,
1275,Khammam; Khammaṁ,IND,339172,2025,
11950,Karimnagar; Karīṁnagar,IND,342883,2025,
7537,Bhagalpur; Bhāgalpur,IND,343274,2025,
10210,Satara; Sātārā,IND,345256,2025,
15688,Ratlam; Ratlām,IND,347986,2025,
4090,Junagadh; Junāga,IND,357101,2025,
15676,Devās; Dewas,IND,357534,2025,
10030,Yavatamāḷ; Yavatmal,IND,358165,2025,
7938,Rewa; Rīvā,IND,361737,2025,
15718,Aizawl,IND,365806,2025,
12275,Palakkad; Pālakkāṭ,IND,368312,2025,
15684,Morena; Murainā,IND,369897,2025,
4327,Tirunelveli; Tirunelvēli,IND,371087,2025,
8100,Tumakur; Tumakūru,IND,371851,2025,
4064,Mahesāna; Mehsana,IND,376010,2025,
15747,Kadapa; Kaḍapa,IND,376919,2025,
15746,Eluru; Ēlūru,IND,378263,2025,
10311,Jalna; Jālanā,IND,383638,2025,
4420,Hosur; Hōcūr,IND,388678,2025,
15507,Navsari; Navsāri,IND,392174,2025,
15594,Bathinda; Baṭhiṁḍā,IND,394005,2025,
10361,Muzaffarpur,IND,396590,2011,
10807,Bhind; Bhiṇḍ,IND,396784,2025,
11952,Bharuch; Bharūch,IND,398029,2025,
7593,Deoghar; Devghar,IND,403639,2025,
4278,Shivamogga; Śivamogga,IND,404349,2025,
1409,Dindigul; Tiṇṭukkal,IND,406544,2025,
15714,Bijapur; Vijayapura,IND,418497,2025,
4414,Anantapur; Anaṁtapuraṁ,IND,420001,2025,
9951,Sambhal,IND,420976,2025,
15545,Bhilwara; Bhīlavāḍa,IND,421062,2025,
7619,Caṁdrapūr; Chandrapur,IND,421688,2025,
15736,Nijāmābādu; Nizamabad,IND,429514,2025,
15672,Parabhaṇī; Parbhani,IND,432999,2025,
12777,Raebareli; Rāyabarelī,IND,434558,2025,
12164,Cuddalore; Kaṭalūr,IND,435629,2025,
1381,Tañcāvūr; Thanjavur,IND,437549,2025,
15743,Karnūlu; Kurnool,IND,442142,2025,
10021,Haldvānī; Haldwani,IND,445612,2025,
7475,Purnia; Pūrṇiyāṁ,IND,461747,2025,
10751,Mau; Maū,IND,472585,2025,
7310,Tirupati,IND,482025,2025,
5063,Latur; Lātūr,IND,493859,2025,
4237,Kakinada; Kākināḍa,IND,496994,2025,
15550,Kannur; Kaṇṇūr,IND,503269,2025,
15780,Arrah; Ārā,IND,503401,2025,
5040,Satna; Satnā,IND,504984,2025,
15640,Bulandshahr; Bulaṁdaśahar,IND,510256,2025,
1983,Baharāic; Bahraich,IND,517750,2025,
12868,Hisar; Hisāra,IND,518588,2025,
15725,Silchar; Śilcar,IND,528261,2025,
15628,Rampur; Rāmpur,IND,533448,2025,
10208,Davangere; Dāvaṇgere,IND,536080,2025,
15647,Jaunpur,IND,539055,2025,
2054,Alavar; Alwar,IND,541266,2025,
15706,Gulbarga; Gulbargā,IND,543147,2011,
12395,Shillong,IND,552378,2025,
10019,Malegaon; Mālegāv,IND,552385,2025,
5096,Sagar; Sāgar,IND,571737,2025,
15677,Ujjain,IND,573699,2025,
5032,Ballari; Baḷḷāri,IND,574842,2025,
5086,Farrukhabad; Farrūxābād,IND,576426,2025,
15758,Siliguri; Śiliguṛi,IND,579972,2025,
15744,Rajamahendravaram; Rājamahēṁdravaraṁ,IND,585458,2025,
4459,Betiyā; Bettiah,IND,589703,2025,
4544,Bihar Sharif; Bihār Śarīph,IND,599180,2025,
12462,Brahmapur,IND,603330,2025,
15539,Ajamēr; Ajmer,IND,619479,2025,
15704,Mangalore; Maṁgaḷūru,IND,623841,2011,
9975,Anand; Ānand,IND,639522,2025,
8114,Shahjahanpur; Śāhajahāṁpur,IND,652810,2025,
15580,Yamuna Nagar; Yamunānagar,IND,660062,2025,
7430,Akola; Akolā,IND,671544,2025,
15522,Jamnagar; Jāmanagara,IND,676169,2025,
15632,Jhansi; Jhāvṁsī,IND,678723,2025,
5157,Haridvār; Haridwar,IND,684947,2025,
15737,Nellore; Nellūru,IND,692502,2025,
10729,Patiala; Paṭiālā,IND,694312,2025,
15579,Panipat; Pānīpat,IND,696045,2025,
2005,Mirzapur; Mirzāpur,IND,703502,2025,
1075,Agartala; Āgaratalā,IND,721130,2025,
15666,Sangli; Sāṁgalī,IND,727119,2025,
15521,Bhaunagar; Bhāvnagar,IND,732066,2025,
7177,Jalagon; Jaḷagāṁ,IND,747454,2025,
15757,Rourkela; Rāurkelā,IND,749807,2025,
5019,Nanded; Nāṁdeḍ,IND,759900,2025,
7220,Kharagpur; Khaṛgpur,IND,760857,2025,
15664,Amarāvatī; Amravati,IND,765252,2025,
7436,Vellore; Vēlūr,IND,765930,2025,
15732,Varaṁgal; Warangal,IND,788504,2025,
15705,Belgaum; Beḷagāvi,IND,789454,2025,
8120,Bilaspur; Bilāspur,IND,789909,2025,
15665,Kolhapur; Kolhāpūr,IND,807276,2025,
15755,Cuttack; Kaṭak,IND,808650,2025,
15571,Erode; Īrōṭu,IND,828689,2025,
15645,Muzaffar Nagar; Muzaffarnagar,IND,828958,2025,
1581,Imphal,IND,829904,2025,
15742,Guntur; Guṁṭūru,IND,835293,2025,
15631,Firozabad; Phirozābād,IND,859859,2025,
15770,Bokaro; Bokāro,IND,863889,2025,
15540,Bikaner; Bīkānēr,IND,880322,2025,
15554,Kottayam; Kōṭṭayaṁ,IND,942500,2025,
15708,Hubballi-Dharwad; Hubbaḷḷi-Dhāravāḍ,IND,948072,2025,
15702,Maisūru; Mysore,IND,990900,2011,
10878,Darbhanga; Darbhaṁgā,IND,991525,2025,
15562,Puducherry; Pāṇṭiccēri,IND,1058587,2025,
15751,Bhilai; Bhilāī,IND,1064222,2011,
15653,Solapur; Solāpūr,IND,1109882,2025,
15568,Tiruppur; Tiruppūr,IND,1156669,2025,
15599,Jammu; Jammū; Jamoṁ,IND,1160687,2025,
15590,Jalandhar; Jalaṁdhar,IND,1170867,2025,
15756,Bhubaneswar; Bhubaneśvar,IND,1173697,2025,
15607,Dehradun; Dēharādūna,IND,1191308,2025,
1569,Begusarai; Begūsarāy,IND,1193508,2025,
15529,Kota; Kōṭā,IND,1220154,2025,
15741,Vijayavāḍa; Vijayawada,IND,1240029,2025,
15633,Saharanpur; Sahāranpur,IND,1252967,2025,
15561,Cēlam; Salem,IND,1299777,2025,
15586,Amritsar; Aṁmritasar,IND,1303219,2025,
15721,Guvāhāṭī; Guwahati,IND,1375937,2025,
15570,Tiruccirāppaḷḷi; Tiruchirappalli,IND,1378490,2025,
15574,Faridabad; Pharīdābād,IND,1414050,2011,
15627,Moradabad; Murādābād,IND,1446662,2025,
15630,Gorakhpur,IND,1484201,2025,
15750,Raipur; Rāypur,IND,1528592,2025,
15673,Gvāliyar; Gwailor,IND,1529323,2025,
15537,Jodhpur; Jōdhpur,IND,1540835,2025,
15523,Rajkot; Rājakōṭa,IND,1553762,2025,
15629,Bareilly; Barelī,IND,1609406,2025,
15682,Jabalpur,IND,1621135,2025,
15738,Visakhapatnam; Viśākhapaṭnaṁ,IND,1634440,2025,
15555,Thrissur; Tṛiśśūr,IND,1644796,2025,
15634,Aligarh; Alīgaḍh,IND,1694357,2025,
15552,Malappuram; Malappuṟaṁ,IND,1699060,2011,
15768,Ranchi; Rāṁcī,IND,1817833,2025,
15654,Nashik; Nāśik,IND,1970970,2025,
15766,Jamshedpur; Jamśedpur,IND,2007932,2025,
15769,Dhanbad; Dhanbād,IND,2078658,2025,
15609,Meerut; Mēraṭh,IND,2169152,2025,
15564,Madurai; Maturai,IND,2184066,2025,
15512,Vadodara; Vaḍōdarā,IND,2269390,2025,
15584,Ludhiana; Ludhiāṇā,IND,2323217,2025,
15615,Prayagraj; Prayāgarāj,IND,2358995,2025,
15566,Coimbatore; Kōyamputtūr,IND,2360322,2025,
15583,Caṁḍīgaṛh; Chandigarh,IND,2417872,2025,
15680,Bhopal; Bhopāl,IND,2599311,2025,
15613,Agra; Āgarā,IND,2790456,2025,
15763,Asansol; Āsānsol,IND,2886897,2025,
15548,Thiruvananthapuram; Tiruvanantapuraṁ,IND,3166825,2025,
15661,Nagpur; Nāgapūr,IND,3399891,2025,
15776,Patna; Paṭnā,IND,3434078,2025,
15549,Kollam; Kollaṁ,IND,3463935,2025,
15675,Indore,IND,3598874,2025,
15624,Varanasi; Vārāṇasī,IND,3812496,2025,
15533,Jaipur,IND,4229050,2025,
15617,Kanpur; Kānpur,IND,4413625,2025,
15553,Kochi,IND,5069022,2025,
15620,Lakhanaū; Lucknow,IND,5214964,2025,
15656,Pune; Puṇe,IND,6674000,2025,
15506,Surat; Sūrat,IND,7100723,2025,
15551,Kozhikode; Kōḻikkōṭ,IND,7612130,2025,
15516,Ahmedabad; Amadāvāda,IND,7898650,2025,
15726,Haidarābād; Hyderabad,IND,9455230,2025,
10278,Ceṉṉai; Chennai,IND,11466400,2025,
15698,Bangalore; Beṁgaḷūru,IND,15178533,2025,
15572,Delhi; Dillī,IND,16349831,2011,
15648,Mumbai; Muṁbaī,IND,20453270,2025,
15760,Kalkātā; Kolkata,IND,23314585,2025,
1344,Chittur; Cittūru,IND,175647,2025,
1538,Kendujhar; Keonjhar,IND,60590,2011,
2076,Mandi; Maṁḍī,IND,26422,2011,
2092,Baram; Bārām,IND,117992,2011,
4516,Bodh Gaya; Bodh Gayā,IND,475987,2011,
9973,Faizabad; Faizābād,IND,871743,2025,
12105,Gadag,IND,243721,2025,
15558,Ceṉṉai Vimāṉa Nilaiyam; Chennai International Airport,IND,,,1
15573,Indira Gandhi International Airport; Iṁdirā Gāṁdhī Iṁṭaranēśanal Ēyarapōrṭ,IND,,,3
15577,Gurugram; Gurugrām,IND,902112,2011,
15649,Navi Mumbai International Airport; Navī Muṁbaī Iṁṭaraneśanala Eyaraporṭa,IND,,,3
15652,Vasai; Vasaī,IND,1222390,2011,
15669,Osmanabad; Usmānābād,IND,112085,2011,
15729,Rajiv Gandhi International Airport; Rājīv Gāṁdhī Aṁtarjātīya Vimānāśrayaṁ,IND,,,1
15761,Netaji Chandra Bose International Airport; Subhāṣcandra Basu Āntarjātik Bimānbandar,IND,,,1
303,Tullamore,IRE,11346,2011,
337,Letterkenny,IRE,15387,2011,
11371,Sligo,IRE,17568,2011,
3359,Drogheda,IRE,28576,2011,
11237,Waterford,IRE,46732,2011,
6313,Limerick,IRE,57106,2011,
9303,Galway,IRE,73625,2025,
7394,Cork,IRE,137272,2025,
11293,Dublin,IRE,1124520,2025,
13648,Dublin Airport,IRE,,,1
4088,Ashkelon,ISR,105812,2025,
14178,Haifa; Hefa,ISR,449588,2025,
9753,Al-Quds; Jerusalem; Yerushalayim,ISR,1022929,2025,
4206,Tall 'Abīb-Yāfā; Tel Aviv; Tel Aviv-Yafo,ISR,2628335,2025,
1086,Arīḥā; Jericho; Yericho,ISR,20907,2017,
14182,Eilat,ISR,56004,2024,
14216,Ben Gurion Airport; Maṭār Tall 'Abīb; Nimel Hitofa Ben Goryon,ISR,,,1
3776,Mantua,ITA,46649,2011,
773,Cremona,ITA,50804,2025,
6875,Grosseto,ITA,52134,2025,
11891,Sanremo,ITA,54137,2011,
910,Siena,ITA,52839,2011,
11721,Cuneo,ITA,55013,2011,
3885,Perugia,ITA,55989,2025,
9863,Olbia,ITA,53307,2011,
11584,Venezia; Venice,ITA,61951,2025,
3958,Potenza,ITA,66777,2011,
9741,Alessandria,ITA,63955,2025,
6946,Pisa,ITA,65764,2025,
6862,Viterbo,ITA,63209,2011,
11730,Asti,ITA,73899,2011,
1009,Ragusa,ITA,69794,2011,
967,Ancona,ITA,77488,2025,
11846,Latina,ITA,82137,2025,
12098,Catanzaro,ITA,89364,2011,
6979,Lecce,ITA,82977,2025,
3901,Cosenza,ITA,84898,2025,
14117,La Spezia,ITA,87709,2025,
782,Ravenna,ITA,90309,2025,
9772,Sassari,ITA,90913,2025,
14132,Ferrara,ITA,91055,2025,
9598,Trento,ITA,91890,2025,
6635,Novara,ITA,92131,2025,
6843,Barletta,ITA,92131,2025,
9794,Terni,ITA,92463,2025,
6790,Piacenza,ITA,95643,2025,
14103,Syracuse,ITA,95712,2025,
628,Udine,ITA,101454,2025,
9630,Bolzano; Bozen,ITA,107197,2025,
14141,Monza,ITA,119856,2011,
9924,Rimini,ITA,126273,2025,
883,Foggia,ITA,126645,2025,
955,Salerno,ITA,128967,2025,
11837,Taranto,ITA,136105,2025,
9752,Parma,ITA,148518,2025,
14135,Modena,ITA,155015,2025,
6626,Trieste,ITA,178655,2025,
4159,Messina,ITA,178836,2025,
14119,Prato,ITA,185456,2011,
14130,Pescara,ITA,212590,2025,
603,Verona,ITA,216582,2025,
11773,Cagliari,ITA,257468,2025,
14105,Bari,ITA,311280,2025,
14143,Bergamo,ITA,448364,2025,
14102,Catania,ITA,455595,2025,
6606,Bologna,ITA,456780,2025,
6788,Genoa; Genova,ITA,523194,2025,
10074,Palermo,ITA,666321,2025,
9907,Firenze; Florence,ITA,711105,2025,
6780,Torino; Turin,ITA,1243448,2025,
9904,Roma; Rome,ITA,2476089,2025,
819,Naples; Napoli,ITA,2885079,2025,
3780,Milan; Milano,ITA,3135553,2025,
3923,Campobasso,ITA,47399,2026,
6831,Vasto,ITA,40692,2026,
6926,Assisi,ITA,27862,2022,
7147,Sciacca,ITA,38912,2022,
9856,Policoro,ITA,17313,2015,
11723,Alba,ITA,31215,2021,
11824,Oristano,ITA,30007,2025,
14101,Aeroporto di Palermo; Palermo Airport,ITA,,,1
14123,Aeroporto Leonardo da Vinci; Leonardo da Vinci Airport,ITA,,,3
14128,Rieti,ITA,47745,2008,
14142,Aeroporto di Milano Malpensa; Milano Malpensa Airport,ITA,,,3
15932,Kingston,JAM,593375,2025,
