prov_id,names,owner,population,year,victory_points
4017,Ma'an; Ma'ān,JOR,41055,2015,
7151,As-Salṭ; Salt,JOR,99890,2015,
15803,Al-Aqaba; Aqaba,JOR,118599,2025,
10089,Madaba; Mādabā,JOR,151891,2025,
15798,Al-Zarqā'; Zarqa,JOR,635160,2015,
15802,'Irb'd; Irbid,JOR,704577,2025,
15796,'Ammān; Amman,JOR,6425246,2025,
15801,Maṭār Al-Malikat Alyā Al-Dawli; Queen Alia International Airport,JOR,,,1
10550,Sarkand; Sarqan,KAZ,14305,2009,
12594,Shemonaikha; Şemonaiha,KAZ,19127,2009,
12529,Usharal; Üşaral,KAZ,17157,2009,
12340,Jaŋatas; Zhanatas,KAZ,20731,2009,
15175,Arkalyk; Arqalyq,KAZ,28169,2009,
1371,Shalkar; Şalqar,KAZ,26574,2009,
1840,Shelek; Şelek,KAZ,26688,2009,
4238,Atbasar,KAZ,30436,2009,
7341,Hromtau; Khromtau,KAZ,24089,2009,
10168,Lisakovsk,KAZ,36622,2009,
7429,Jitiqara; Zhitikhara,KAZ,33587,2009,
10253,Kandyagash; Qandıağaş,KAZ,29169,2009,
12427,Zyrian; Zyryanovsk,KAZ,39320,2009,
11510,Aksay; Aqsay,KAZ,32873,2009,
15163,Shieli; Şïeli,KAZ,29632,2009,
4374,Aral; Aral'sk,KAZ,29987,2009,
7425,Shakhtinsk; Şahtinsk,KAZ,35997,2009,
1668,Aiagöz; Ayagoz,KAZ,37537,2009,
7777,Jetısai; Zhetisay,KAZ,36494,2009,
15170,Shu; Şu,KAZ,36531,2009,
15184,Shchuchinsk; Şuçinsk,KAZ,44106,2009,
1680,Stepnogorsk,KAZ,46712,2009,
4300,Ayteke Bi; Ayteke-Bi; Äyteke Bï,KAZ,50309,2025,
15190,Jezqazğan; Zhezkazgan,KAZ,51428,2025,
10630,Aksu; Aqsu,KAZ,45210,2009,
4845,Dzharkent; Jarkent; Zharkent,KAZ,54229,2025,
15168,Arys,KAZ,38425,2009,
10262,Beyneu; Beıneý,KAZ,32452,2009,
10146,Konaev; Konayev; Qonaev,KAZ,39855,2009,
1239,Balkhash; Balqaş,KAZ,60602,2025,
642,Kul'sary; Kulsary; Qūlsary,KAZ,51097,2009,
10239,Koshi; Koshy; Qosshy,KAZ,4899,2009,
10220,Satbayev; Sätbaev,KAZ,60105,2009,
10601,Saryagash; Saryağaş,KAZ,69930,2025,
15207,Kaskelen; Qaskeleŋ,KAZ,58418,2009,
15186,Temirtau; Temırtau,KAZ,108297,2025,
10284,Rudny,KAZ,109659,2009,
7317,Ekibastuz; Ekıbastūz,KAZ,114479,2025,
15177,Petropavl; Petropavlosk,KAZ,126723,2025,
1418,Kokshetau; Kökşetau,KAZ,142171,2025,
10547,Taldykorgan; Taldyqorğan,KAZ,146374,2025,
1517,Jañaözen; Zhanaozen,KAZ,168146,2025,
15152,Oral; Ural'sk,KAZ,173858,2025,
15150,Atyrau; Atyraý,KAZ,203400,2025,
12397,Turkestan; Turkistan; Türkıstan,KAZ,213680,2025,
15169,Taraz,KAZ,234775,2025,
15160,Kyzylorda; Qyzylorda,KAZ,234839,2025,
15198,Oskemen; Ust'-Kamenogorsk; Öskemen,KAZ,240226,2025,
15149,Aktau; Aqtau,KAZ,259510,2025,
15192,Pavlodar,KAZ,262864,2025,
15197,Semey,KAZ,291783,2025,
15185,Karaganda; Qarağandy,KAZ,303663,2025,
15156,Aktobe; Aqtöbe,KAZ,420695,2025,
15180,Astana,KAZ,1128140,2025,
15164,Shymkent; Şymkent,KAZ,1239663,2025,
15206,Almaty,KAZ,2315538,2025,
554,Miyaly; Mïyalı,KAZ,6213,2016,
1864,Ridder,KAZ,50874,2025,
9462,Jımpïtı; Zhympity,KAZ,4931,2009,
10603,Kulan; Qulan,KAZ,15380,2009,
10610,Zaisan,KAZ,14389,2009,
12285,Novoishim; Novoishimkoye,KAZ,11284,2009,
15157,Aktobe International Airport; Aqtöbe Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Aktobe,KAZ,,,1
15174,Kostanay; Qostanai,KAZ,162918,2025,
15183,Astana International Airport; Astana Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Astana,KAZ,,,1
15193,Bayanaul,KAZ,5893,2019,
15208,Almaty International Airport; Almaty Xalıqaralıq Äwejayı; Mezhdunarodnyy Aeroport Almaty,KAZ,,,1
16010,Voi,KEN,16136,2009,
11145,Lodwar,KEN,68119,2025,
16026,Kitengela,KEN,105486,2025,
10962,Meru,KEN,117463,2025,
16006,Malindi,KEN,122250,2025,
16001,Kakamega,KEN,125259,2025,
8133,Mandera,KEN,130114,2025,
1939,Mlolongo,KEN,136351,2019,
16023,Kitale,KEN,182451,2025,
16002,Kisii,KEN,190857,2025,
16004,Wajir,KEN,219967,2025,
10860,Naivasha,KEN,244868,2025,
10761,Garissa,KEN,422143,2025,
5160,Eldoret,KEN,439307,2025,
16021,Kisumu,KEN,452000,2025,
16022,Nakuru,KEN,628218,2025,
16008,Mombasa,KEN,1617739,2025,
16018,Nairobi,KEN,6646257,2025,
16017,Jomo Kenyatta International Airport,KEN,,,1
9849,Prizren,KOS,111237,2025,
13840,Prishtina,KOS,218971,2025,
2027,Al-'Ulā; Al-Ula,KSA,32413,2010,
15917,Al-Qunfudhah,KSA,24512,2010,
8092,'Umluj; Umluj,KSA,37757,2010,
15852,Rafha; Rafḥā',KSA,51422,2025,
15912,Bahrah; Baḥrah,KSA,57033,2025,
15906,Bisha; Bīshah,KSA,57725,2025,
10815,Turaif; Ṭuraīf,KSA,48108,2010,
8073,Jizan; Jīzān,KSA,65731,2025,
12870,Al-Majma'ah,KSA,47743,2010,
12883,Rabigh; Rābigh,KSA,55304,2010,
15882,Wadi Ad-Dawasir; Wādī Ad-Dawāsir,KSA,93036,2010,
1955,Al-Khafjī; Khafji,KSA,67012,2010,
15885,Ad-Dawādmī; Al-Duwadimi,KSA,61834,2010,
15849,Al-Bahah; Al-Bāḥah,KSA,95089,2010,
1923,Muhayil; Muḥā'yil,KSA,56953,2010,
15868,Ar-Rass,KSA,92501,2010,
15887,Sharorah; Sharūrah,KSA,108687,2025,
8101,Sakaka; Sakākā,KSA,117237,2025,
15923,Yanbu; Yanbu' al-Baḥr,KSA,123579,2025,
15902,Abha; Abhā,KSA,125622,2025,
15850,Al-Qurayyat; Al-Qurayyāt,KSA,116162,2010,
15865,'Unaīzah; Unaizah,KSA,186214,2025,
15864,Buraydah,KSA,217480,2025,
15853,'Ar'ar; Arar,KSA,224010,2025,
15860,Hail; Ḥā'il,KSA,243303,2025,
15886,Najiran; Najrān,KSA,261656,2025,
12727,Al-Kharj,KSA,234607,2010,
15897,Hafar Al-Batin; Ḥafar Al-Bāṭin,KSA,346993,2025,
15891,Al-Khubar; Khobar,KSA,219679,2010,
15900,Al-Jubaīl; Jubail,KSA,337778,2010,
15921,Aṭ-Ṭa'if; Taif,KSA,489683,2025,
15901,Khamis Mushait; Khamīs Mushaīṭ,KSA,580849,2025,
15854,Tabuk; Tabūk,KSA,586538,2025,
15898,Al-Hufūf; Hofuf,KSA,660788,2010,
15924,Al-Madīnah; Medina,KSA,1565146,2025,
15911,Makkah; Mecca,KSA,1876451,2025,
15890,Ad-Dammām; Dammam,KSA,2634829,2025,
15908,Jeddah; Jiddah,KSA,4842257,2025,
15870,Ar-Riyāḍ; Riyadh,KSA,7970319,2025,
15871,King Khalid International Airport; Maṭār Al-Mlik Khāld Al-Dawli,KSA,,,2
15893,King Fahd International Airport; Maṭār Al-Mlik Fahd Al-Dawli,KSA,,,1
15909,King Abdulaziz International Airport; Maṭār Al-Mlik 'Abdāl'azyz Al-Dawli,KSA,,,3
3298,Alūksne,LAT,8057,2011,
265,Bauska,LAT,11549,2011,
9240,Cēsis,LAT,16764,2011,
9501,Valmiera,LAT,25130,2011,
341,Rēzekne,LAT,32328,2011,
3296,Ventspils,LAT,38750,2011,
310,Daugavpils,LAT,51342,2025,
9262,Liepāja,LAT,76737,2011,
13827,Riga; Rīga,LAT,516897,2025,
13831,Riga Airport; Rīgas Lidosta,LAT,,,1
15449,Tripoli; Ṭarābulus,LEB,309234,2025,
15448,Bayrūt; Beirut,LEB,1538386,2025,
327,Trakai,LIT,4933,2011,
6360,Raseiniai,LIT,11203,2011,
6314,Palanga,LIT,15732,2011,
9731,Telšiai,LIT,25540,2011,
3272,Marijampolė,LIT,41051,2011,
6281,Alytus,LIT,59964,2011,
9438,Panevėžys,LIT,69938,2025,
3288,Klaipėda; Memel,LIT,103210,2025,
6376,Šiauliai,LIT,109328,2011,
13823,Kaunas,LIT,236910,2025,
13820,Vilnius; Wilno,LIT,339420,2025,
13822,Lotnisko Wilno; Tarptautinis Vilniaus oro Uostas; Vilnius International Airport,LIT,,,1
14096,Vaduz,LTN,5696,2020,
6583,Luxembourg City; Stad Lëtzebuerg; Stadt Luxemburg; Ville de Luxembourg,LUX,161303,2025,
1140,Tazirbu; Tāzirbū,LYB,6600,2006,
10884,Gadamis; Ghadāmis,LYB,9874,2006,
14550,Ghat; Ghāt,LYB,11943,2006,
10117,Bin Jawad,LYB,12660,2006,
14552,Birāk; Brak,LYB,13224,2006,
12866,Hun; Hūn,LYB,19943,2006,
4051,Az-Zintān; Zintan,LYB,26187,2006,
12039,Zuwara; Zuwārah,LYB,27662,2006,
14549,Al-Jawf,LYB,34349,2006,
7066,Bani Waled; Banī Walīd,LYB,37332,2006,
4047,Sirte; Surt,LYB,59423,2025,
7082,Darnah; Derna,LYB,59569,2025,
1127,Ajdabiya; Ajdābiyā,LYB,91768,2025,
4151,Al Bayda; Al-Bayḍā',LYB,105659,2006,
1130,Tobruk; Ṭubruq,LYB,115429,2025,
14553,Sabha; Sabhā,LYB,118712,2025,
14560,Az-Zāwiyah; Zawiya,LYB,141653,2006,
14563,Misrata; Miṣrātah,LYB,310800,2025,
11954,Banghāzī; Benghazi,LYB,599691,2025,
1149,Tripoli; Ṭarābulus,LYB,1248354,2025,
1060,Al Jaghbub; Al-Jaġhbūb,LYB,2960,2023,
14558,Maṭār Ṭarābulus Al-Dawli; Tripoli International Airport,LYB,,,1
14047,Monaco,MCO,33163,2010,
4189,Macau; Àomén,MCU,537000,2010,
12827,Nuevo Casas Grandes,MEX,53484,2025,
13162,Huejutla de Reyes,MEX,54453,2025,
12736,Ciudad Constitución,MEX,63242,2025,
15342,Rioverde,MEX,72080,2025,
12721,Linares,MEX,73193,2025,
2069,Heroica Caborca,MEX,76332,2025,
15284,Rosarito,MEX,76707,2025,
1945,Guasave,MEX,84062,2025,
5066,Zihuatanejo,MEX,86848,2025,
15323,Ramos Arizpe,MEX,89396,2025,
13190,Valle de Santiago,MEX,90148,2025,
1952,Matehuala,MEX,91143,2025,
2947,San Miguel de Allende,MEX,92834,2025,
15301,Agua Prieta,MEX,100741,2025,
15315,San Juan Bautista Tuxtepec,MEX,101810,2010,
10534,Teziutlán,MEX,106774,2025,
4977,Navojoa,MEX,110580,2025,
4720,Zitácuaro,MEX,112349,2025,
1900,Comitán de Domínguez,MEX,97537,2010,
15337,Ciudad Valles,MEX,115035,2025,
10916,Hidalgo del Parral,MEX,115314,2025,
15320,Piedras Negras,MEX,115624,2025,
12811,Ciudad Acuña,MEX,117262,2025,
5052,Lagos de Moreno,MEX,118084,2025,
4908,Guaymas,MEX,125094,2025,
7935,Cuauhtémoc,MEX,125931,2025,
15309,Cárdenas,MEX,131842,2025,
10830,Delicias,MEX,132480,2025,
10832,Iguala de la Independencia,MEX,120658,2010,
8653,Fresnillo,MEX,151503,2025,
4887,Zamora de Hidalgo,MEX,141957,2010,
8032,Lázaro Cárdenas,MEX,168921,2025,
2853,Manzanillo,MEX,176405,2025,
10732,Poza Rica de Hidalgo,MEX,187601,2010,
12746,Puerto Vallarta,MEX,190176,2025,
12833,San Luis Río Colorado,MEX,202388,2025,
15313,San Cristóbal de las Casas,MEX,210903,2025,
4904,Ciudad del Carmen,MEX,215256,2025,
12753,Tapachula de Córdova y Ordóñez,MEX,202759,2010,
8089,Tehuacán,MEX,223264,2025,
3606,Chilpancingo de los Bravo,MEX,187619,2010,
15307,Campeche,MEX,229666,2025,
4965,Playa del Carmen,MEX,236352,2025,
15347,Los Mochis,MEX,252461,2025,
15287,Cabo San Lucas,MEX,255770,2025,
8012,Nogales,MEX,215551,2010,
15288,Ensenada,MEX,268063,2025,
10746,Monclova,MEX,290389,2025,
7913,Pachuca de Soto,MEX,256750,2010,
4787,Uruapan del Progreso,MEX,264481,2010,
10869,Gómez Palacio,MEX,258882,2010,
2021,Coatzacoalcos,MEX,303635,2025,
2051,Colima,MEX,307483,2025,
15333,Nuevo Laredo,MEX,316098,2025,
2083,Ciudad Victoria,MEX,328571,2025,
15291,Ciudad Obregón,MEX,330237,2025,
15285,La Paz,MEX,369299,2025,
7364,Celaya,MEX,381192,2025,
15346,Mazatlán,MEX,419192,2025,
4831,Tepic,MEX,420020,2025,
4878,Xalapa-Enríquez,MEX,424766,2010,
13186,Irapuato,MEX,468285,2025,
15310,Villahermosa,MEX,492120,2025,
15335,Matamoros,MEX,518354,2025,
15348,Durango,MEX,548394,2025,
15311,Tuxtla Gutiérrez,MEX,572808,2025,
15303,Cancún,MEX,610781,2025,
15336,Tampico,MEX,614281,2025,
15334,Reynosa,MEX,616127,2025,
13165,Morelia,MEX,635588,2025,
7869,Acapulco,MEX,668457,2025,
15344,Culiacán,MEX,671459,2025,
12634,Veracruz,MEX,680672,2025,
15322,Saltillo,MEX,735829,2025,
15286,Mexicali,MEX,736552,2025,
15289,Hermosillo,MEX,778882,2025,
15295,Chihuahua,MEX,832220,2025,
15306,Mérida,MEX,852926,2025,
7813,Cuernavaca,MEX,866396,2025,
10907,Aguascalientes,MEX,878455,2025,
10715,Querétaro,MEX,908964,2025,
15339,San Luis Potosí,MEX,1005068,2025,
15293,Ciudad Juárez,MEX,1214949,2025,
15324,Torreón,MEX,1363776,2025,
7830,León,MEX,1384014,2025,
15282,Tijuana,MEX,1538301,2025,
13188,Toluca,MEX,1594046,2025,
13166,Puebla,MEX,1949860,2025,
15327,Monterrey,MEX,4011151,2025,
4229,Guadalajara,MEX,4138350,2025,
10635,Ciudad de México; Mexico City,MEX,17639164,2025,
1828,Aeropuerto Internacional de la Ciudad de México; Mexico City International Airport,MEX,,,3
4946,Santiago Papasquiaro,MEX,48482,2015,
5015,Río Bravo,MEX,92655,2025,
7921,El Salto,MEX,24241,2015,
8079,Pánuco,MEX,41588,2020,
8236,Juchitán de Zaragoza,MEX,74825,2010,
10738,Río Grande,MEX,35050,2020,
10773,Huajuapan de León,MEX,53219,2010,
12804,Guadalupe,MEX,125320,2010,
12835,Ciudad Sabinas Hidalgo,MEX,32040,2005,
12873,Tuxpan,MEX,21709,2010,
12897,Ojinaga,MEX,28040,2015,
13196,Tejupilco de Hidalgo,MEX,25631,2010,
15283,Aeropuerto Internacional de Tijuana; Tijuana International Airport,MEX,,,1
15300,Puerto Peñasco,MEX,62689,2020,
15304,Aeropuerto Internacional de Cancún; Cancún International Airport,MEX,,,1
15317,Oaxaca,MEX,510652,2025,
15330,Aeropuerto Internacional de Monterrey; Monterrey International Airport,MEX,,,1
15331,Guadalupe,MEX,673626,2010,
11686,Căușeni; Kaushany,MLD,14419,2014,
3724,Comrat; Komrat,MLD,19543,2014,
414,Soroca; Soroki,MLD,21260,2014,
15123,Cahul; Kagul,MLD,27434,2014,
11705,Orhei; Orkhey,MLD,20101,2014,
565,Ungen'; Ungheni,MLD,28561,2014,
6600,Bel'tsy; Bălți,MLD,53610,2025,
15124,Chișinău; Kishinyov,MLD,450581,2025,
15126,Aeroportul Internațional Chișinău; Chișinău International Airport; Kishinyov Mezhdunarodnyy Aeroport,MLD,,,1
12003,Il-Belt Valletta; Valletta,MLT,366066,2025,
13857,Nikshic,MNT,52875,2025,
13856,Podgorica,MNT,152731,2025,
9821,Budva,MNT,17479,1012,
12544,Uliastai,MON,17468,2010,
14583,Altai,MON,16542,2010,
14571,Baruun-Urt,MON,16130,2010,
14598,Tsetserleg; Tsėtsėrlėg,MON,20604,2010,
7717,Sükhbaatar,MON,19662,2010,
12612,Sainshand,MON,20515,2010,
12669,Dalanzadgad,MON,18740,2010,
14592,Baganuur,MON,22210,2010,
12695,Ulaangom,MON,27152,2010,
12520,Khovd,MON,28750,2010,
4751,Ölgii,MON,29392,2010,
12649,Murun; Mörön,MON,35789,2010,
10708,Choibalsan,MON,38537,2010,
14594,Darkhan,MON,74738,2010,
14597,Erdenet; Ėrdėnėt,MON,97743,2025,
14585,Ulaanbaatar,MON,1634097,2025,
14587,Chinggis Khaan Olon Upsyn Nisėch Buudal; Ghengis Khan International Airport,MON,,,1
14591,Choyr,MON,10434,2017,
14593,Chinggis,MON,20935,2017,
989,Taourirt; Tāwrirt,MRC,118564,2025,
1079,Khouribga; Khurībga,MRC,227341,2025,
1102,Aṣ-Ṣawīra; Essaouira,MRC,73603,2025,
1152,Midelt,MRC,61748,2025,
1207,Banī Mallāl; Beni Mellal,MRC,230259,2025,
4084,Khénifra; Ḵunayfira,MRC,131049,2025,
4097,Taza; Tāza,MRC,174777,2025,
4139,Kalaat Sraghna; Qal'at As-Sarāghna,MRC,107186,2025,
4920,Samara; Smāra,MRC,57035,2014,
4933,Al-Rāshīdiyya; Errachidia,MRC,107063,2025,
5012,Boujdour; Bouǧdour,MRC,42651,2014,
5046,Guelmim; Gulmīm,MRC,121103,2025,
7069,Ad-Dār Al-Bayḍā; Casablanca,MRC,4577677,2025,
7100,Al-Khemisāt; Khemisset,MRC,162073,2025,
7215,Al-Nāẓūr; Nador,MRC,262094,2025,
9945,Tiṭwan; Tétouan,MRC,482339,2025,
10107,Ouarzazate; Warzāzāt,MRC,95280,2025,
10113,Al-'Arā'ish; Larache,MRC,130545,2025,
11943,Al-Jadīda; El Jadida,MRC,251175,2025,
12857,Tiznit; Tiznīt,MRC,85085,2025,
15243,Tan-Tan; Ṭānṭān,MRC,73209,2014,
15246,'Āsafi; Safi,MRC,352977,2025,
15250,Al-Dāchla; Dakhla,MRC,180740,2025,
15254,Al-'Uyūn; Laayoune,MRC,262791,2024,
15255,Laayoune Hassan I International Airport; Maṭār Al-'Uyūn Al-Dawli; Maṭār Al-'Uyūn Al-Ḥasan Al-Dawli,MRC,,,1
15256,'Agādīr; Agadir,MRC,926390,2025,
15258,Marrakesh; Murrākuš,MRC,1152691,2025,
15263,Maṭār Al-'Uyūn Muḥammad Al-Khāmis Al-Dawli; Mohamed V International Airport,MRC,,,2
15264,Al-Muḥammadiyya; Mohammedia,MRC,208612,2014,
15266,Oujda; Wajda,MRC,609449,2025,
15267,Maknās; Meknes,MRC,747784,2025,
15268,Fez; Fās,MRC,1434235,2025,
15270,Tangier; Ṭanjah,MRC,1300223,2025,
15273,Ar-Ribāṭ; Rabat,MRC,2094221,2025,
15274,Salé; Salā,MRC,890403,2014,
1988,Bluefields,NCG,53017,2015,
2075,Puerto Cabezas,NCG,69500,2015,
10728,Matagalpa,NCG,134380,2025,
12738,León,NCG,155985,2025,
15368,Managua,NCG,1436089,2025,
15369,Aeropuerto Internacional Augusto C. Sandino; Augusto C. Sandino International Airport,NCG,,,1
11984,Kuzey Lefkoşa; Northern Nicosia; Vóreia Lefkosía,NCP,82539,2011,
11856,Bitola,NMA,59416,2025,
907,Kumanovo,NMA,70031,2025,
13837,Skopje,NMA,402733,2025,
4987,Birgunj; Vīraganja,NPL,90237,2025,
15502,Pokhara; Pōkharā,NPL,151399,2025,
4386,Butwal; Buṭavala,NPL,141262,2011,
5310,Janakpur,NPL,162842,2011,
7374,Dhanagaḍhī; Dhangadhi,NPL,149818,2011,
15499,Ghorahi; Ghōrāhī,NPL,158628,2011,
12892,Biratnagar; Birāṭnagar,NPL,987897,2025,
15493,Kathmandu; Kāṭhamāḍauṁ,NPL,3862697,2025,
15495,Tribhuvan International Airport; Tribhuvana Antarrāṣṭriya Vimānasthala,NPL,,,1
14071,Almelo,NRD,74875,2025,
6336,Leeuwarden,NRD,92944,2025,
6286,Zwolle,NRD,120061,2025,
11562,Maastricht,NRD,124921,2025,
14070,Enschede,NRD,129372,2025,
11318,Groningen,NRD,167782,2025,
3262,Breda,NRD,177734,2025,
14067,Almere,NRD,185506,2025,
14068,Nijmegen,NRD,190473,2025,
14072,Eindhoven,NRD,293438,2025,
14077,Utrecht,NRD,519237,2025,
391,Amsterdam,NRD,1223407,2025,
3211,Den Haag; The Hague,NRD,777960,2011,
14074,Rotterdam,NRD,819885,2011,
6500,Venlo,NRD,82035,2011,
14078,Amsterdam Airport Schiphol; Luchthaven Schiphol,NRD,,,2
64,Vadsø,NWY,6163,2013,
6176,Hå,NWY,17635,2013,
6038,Levanger,NWY,19078,2013,
192,Narvik,NWY,22055,2013,
6042,Elverum,NWY,20343,2013,
11077,Alta,NWY,19646,2013,
3090,Sunnfjord,NWY,21273,2013,
9132,Steinkjer,NWY,24226,2013,
3022,Stjørdal,NWY,22379,2013,
15116,Harstad,NWY,24291,2013,
11028,Lillehammer,NWY,26850,2013,
122,Alver,NWY,27170,2013,
144,Ringerike,NWY,29400,2013,
11151,Halden,NWY,29880,2013,
11100,Molde,NWY,30941,2013,
3021,Hamar,NWY,29353,2013,
3192,Karmøy,NWY,41118,2013,
11176,Arendal,NWY,43336,2013,
9204,Drammen,NWY,51726,2025,
3171,Fredrikstad,NWY,52114,2025,
11050,Tromsø,NWY,53615,2025,
9126,Bodø,NWY,49203,2013,
11029,Skien,NWY,53015,2013,
9127,Ålesund,NWY,52873,2013,
14,Sandefjord,NWY,61573,2013,
11184,Lillestrøm,NWY,77705,2013,
9296,Kristiansand,NWY,101721,2013,
15114,Bergen,NWY,138237,2025,
15115,Trondheim,NWY,142104,2025,
53,Stavanger,NWY,205533,2025,
15109,Oslo,NWY,889573,2025,
21,Orkanger,NWY,9161,2024,
22,Hammerfest,NWY,7882,2023,
27,Fagernes,NWY,1983,2023,
91,Finnsnes,NWY,4917,2023,
179,Kongsvinger,NWY,12443,2024,
3059,Geilo,NWY,2500,2025,
3082,Skjervøy,NWY,2437,2023,
3088,Mo i Rana,NWY,18755,2023,
3183,Røros,NWY,5665,2023,
3188,Leikanger,NWY,2294,2023,
6041,Namsos,NWY,8422,2024,
6114,Dombås,NWY,1163,2024,
6118,Oppdal,NWY,4637,2024,
6187,Brønnøysund,NWY,5093,2024,
6214,Rognan,NWY,2600,2023,
9032,Vinstra,NWY,2674,2024,
9116,Kirkenes,NWY,3404,2023,
9196,Evje,NWY,2408,2013,
11034,Båtsfjord,NWY,2105,2023,
11113,Tynset,NWY,2976,2023,
11157,Sortland,NWY,5609,2023,
15111,Oslo Airport; Oslo Lufthavn,NWY,,,1
4993,Sohar; Ṣuḥār,OMA,139036,2025,
8020,Ja'alān Banī Bū 'Alī; Jalan Bani Buali,OMA,30291,2010,
10760,Sur; Ṣūr,OMA,48634,2010,
15804,Khasab; Khaṣab,OMA,12069,2010,
15807,Salalah; Ṣalālah,OMA,247073,2025,
15809,Masqaṭ; Muscat,OMA,734542,2025,
15810,Maṭār Masqaṭ Al-Dawli; Muscat International Airport,OMA,,,1
15811,As-Sīb; Seeb,OMA,604497,2025,
15812,Nizwa; Nizwā,OMA,42087,2010,
584,Wieluń,POL,24033,2011,
444,Schwiebus; Świebodzin,POL,22166,2011,
13988,Zakopane,POL,27857,2011,
11385,Wyszków,POL,27312,2011,
266,Giżycko; Lötzen,POL,30178,2011,
400,Augustów,POL,30802,2011,
9346,Osterode; Ostróda,POL,34060,2011,
6595,Neusalz; Nowa Sól,POL,40369,2011,
9306,Neustettin; Szczecinek,POL,40787,2011,
334,Chojnice; Konitz,POL,40447,2011,
11492,Żyrardów,POL,41574,2011,
6485,Neisse; Nysa,POL,45681,2011,
9400,Skierniewice,POL,48622,2011,
9316,Ostrołęka,POL,53572,2011,
3482,Petrikau; Piotrków Trybunalski,POL,50882,2025,
9452,Chełm,POL,51036,2025,
6499,Mielec,POL,52872,2025,
479,Kandrzin-Cosel; Kędzierzyn-Koźle,POL,64153,2011,
11466,Biała Podlaska,POL,58009,2011,
11507,Stalowa Wola,POL,54025,2025,
3434,Przemyśl,POL,54622,2025,
13974,Leszno; Lissa,POL,57192,2025,
13943,Dirschau; Tczew,POL,57325,2025,
9544,Zamość,POL,58691,2025,
11386,Ełk; Lyck,POL,59044,2011,
17,Gnesen; Gniezno,POL,59444,2025,
6390,Stargard; Stargard an der Ihna,POL,59566,2025,
562,Ostrowiec Świętokrzyski,POL,73681,2011,
552,Glogau; Głogów,POL,69608,2011,
11274,Łomża,POL,65068,2025,
243,Hohensalza; Inowrocław,POL,65095,2025,
11515,Konin,POL,78525,2011,
3254,Suwałki,POL,67937,2025,
388,Piła; Schneidemühl,POL,74775,2011,
3230,Płock,POL,71016,2025,
417,Neusandez; Nowy Sącz,POL,71561,2025,
442,Tarnau; Tarnów,POL,71927,2025,
13947,Leslau; Włocławek,POL,72910,2025,
402,Siedlce,POL,75113,2025,
3545,Legnica; Liegnitz,POL,77540,2025,
11558,Kalisch; Kalisz,POL,82185,2025,
13944,Stolp; Słupsk,POL,82930,2025,
9511,Opole; Oppeln,POL,91438,2025,
9361,Koszalin; Köslin,POL,94411,2025,
11478,Gorzów Wielkopolski; Landsberg,POL,96212,2025,
11414,Waldenburg; Wałbrzych,POL,120715,2011,
6464,Gleiwitz; Gliwice,POL,97807,2025,
6402,Elbing; Elbląg,POL,110758,2025,
13982,Dombrowa; Dąbrowa Górnicza,POL,125905,2011,
9412,Bielitz-Biala; Bielsko-Biała,POL,137192,2025,
6375,Allenstein; Olsztyn,POL,148647,2025,
3438,Grünberg; Zielona Góra,POL,159472,2025,
11467,Częstochowa; Tschenstochau,POL,163595,2025,
6416,Kielce,POL,167460,2025,
6511,Radom,POL,176099,2025,
13948,Thorn; Toruń,POL,176296,2025,
13989,Rzeszów,POL,197420,2025,
13942,Gdingen; Gdynia,POL,216994,2025,
13949,Bromberg; Bydgoszcz,POL,269011,2025,
13951,Białystok,POL,299386,2025,
13960,Lublin,POL,304641,2025,
6282,Stetten; Szczecin,POL,311037,2025,
362,Danzig; Gdańsk,POL,398019,2025,
6558,Posen; Poznań,POL,531736,2025,
9570,Breslau; Wrocław,POL,531845,2025,
9508,Lodsch; Łódź,POL,728892,2011,
9427,Krakau; Kraków,POL,723413,2025,
13205,Katowice; Kattowitz,POL,879406,2025,
3544,Warsaw; Warschau; Warszawa,POL,1999986,2025,
6236,Arnswalde; Choszczno,POL,14831,2022,
13939,Flughafen Danzig; Lech Wałęsa Airport; Lotnisko im. Lecha Wałęsy,POL,,,1
13955,Flughafen Warschau; Lotnisko Chopina Warszawa; Warsaw Chopin Airport,POL,,,2
13986,Flughafen Krakau; John Paul II Airport; Lotnisko Jana Pawła II,POL,,,1
3926,Portalegre,POR,15374,2011,
3892,Bragança,POR,23186,2011,
724,Villa Real,POR,27735,2011,
3861,Caldas da Rainha,POR,27652,2011,
924,Santarem,POR,29777,2011,
3969,Castelo Branco,POR,34278,2011,
6933,Évora,POR,41898,2011,
14496,Portimão,POR,40658,2011,
6880,Faro,POR,47575,2011,
6818,Viseu,POR,57975,2011,
6924,Aveiro,POR,60058,2011,
11673,Braga,POR,93376,2025,
14495,Setúbal,POR,99295,2025,
9787,Coimbra,POR,105842,2011,
9817,Porto,POR,1060250,2025,
11805,Lisboa; Lisbon,POR,1974574,2025,
14493,Aeroporto Humberto Delgado; Humberto Delgado Airport,POR,,,1
517,Qingyang; Qìngyáng,PRC,56809,2025,
531,Longnan; Lǒngnán,PRC,123692,2025,
556,Dingxi; Dìngxī,PRC,110323,2025,
814,Pingquan; Píngquán,PRC,94823,2025,
881,Luanping; Luánpíng,PRC,79856,2010,
