City,Country,Population (2025)
Balcad,Somalia,160177.8167
Daoukro,Côte d'Ivoire,62499.82864
Winneba,Ghana,116442.9113
Ijebu-Ode,Nigeria,487147.0804
Diffa,Niger,119289.9628
Figuil,Cameroon,61161.06602
Waku Kungo,Angola,103118.7293
Budjala,Democratic Republic of the Congo,52011.94373
Um Dukhan,Chad,72946.14715
Kroonstad,South Africa,88320.97658
Dodoma,Tanzania,267332.8444
Maganja,Mozambique,57025.80338
Merawi,Ethiopia,80667.62641
Jowhar,Somalia,221075.5432
Adzopé,Côte d'Ivoire,75864.51196
Salaga,Ghana,71904.62723
Ago-Iwoye,Nigeria,179068.8403
N'guigmi,Niger,70390.60936
Mora,Cameroon,100279.3436
Uíge,Angola,237785.821
Gemena,Democratic Republic of the Congo,411587.8826
Rustenburg,South Africa,164634.9564
Ifakara,Tanzania,98173.75739
Pebane,Mozambique,51815.62204
Bulo Burto,Somalia,68288.11851
Grand-Bassam,Côte d'Ivoire,70176.13543
Accra,Ghana,5890466.043
Epe,Nigeria,136280.2543
Fotokol,Cameroon,60452.94701
Ondjiva,Angola,321292.4321
Basankusu,Democratic Republic of the Congo,128733.8118
Khutsong,South Africa,65826.62997
Arusha,Tanzania,806517.8929
Genet,Ethiopia,54084.52784
Moma,Mozambique,50931.78712
Wajir,Kenya,219967.0344
Jalalaqsi,Somalia,52041.02715
Abengourou,Côte d'Ivoire,137373.5053
Suhum,Ghana,92457.64946
Bunza,Nigeria,88279.21049
Maroua,Cameroon,512800.867
Caála,Angola,78876.79854
Dibaya-Lubwe,Democratic Republic of the Congo,61939.43619
Paardekraal Ext 2,South Africa,102445.8152
Sawla Felege Neway,Ethiopia,53005.66006
Tunduru,Tanzania,50409.96989
Montepuez,Mozambique,112428.3799
Malindi,Kenya,122250.1345
Guriel,Somalia,89393.21144
Aboisso,Côte d'Ivoire,61342.65312
New Tafo Akim,Ghana,92641.03975
Ijebu-Igbo,Nigeria,251772.3235
Meiganga,Cameroon,109946.6702
Santa Clara,Angola,80427.54546
Bili,Democratic Republic of the Congo,60557.53626
Mohlakeng,South Africa,91501.80051
Bako,Ethiopia,84882.18601
Moshi,Tanzania,317890.0627
Nampula,Mozambique,1028776.293
Masalani,Kenya,53355.2878
Adado,Somalia,50043.7214
Agnibilékrou,Côte d'Ivoire,58853.56128
Nsawam,Ghana,73339.76642
Dakingari,Nigeria,71582.30025
Kaélé,Cameroon,110020.2433
Huambo,Angola,582510.2496
Brabanta,Democratic Republic of the Congo,57551.25602
Vanderbijlpark,South Africa,245429.4234
Shambu,Ethiopia,51992.56622
Morogoro,Tanzania,407719.3676
Chiure-Sede,Mozambique,54336.48652
Takaba,Kenya,138348.1291
Bondoukou,Côte d'Ivoire,108445.0275
Koforidua,Ghana,220999.9709
Igbeti,Nigeria,110522.5045
Batouri,Cameroon,80406.39233
Bailundo,Angola,65860.44759
Karawa,Democratic Republic of the Congo,56970.26811
Modderspruit,South Africa,68991.03697
Kola Diba,Ethiopia,55850.16098
Masasi,Tanzania,72491.84693
Namialo,Mozambique,53113.86308
Lulis,Kenya,50357.42068
Erigavo,Somalia,116188.0347
Bawku,Ghana,74672.11088
Birnin Kebbi,Nigeria,298462.4412
Kousseri,Cameroon,233755.0582
Mussende,Angola,54411.89006
Binga,Democratic Republic of the Congo,57488.51839
Sasolburg,South Africa,129513.4662
Gonder,Ethiopia,372444.5387
Picha Ya Ndege,Tanzania,93938.24056
Monapo,Mozambique,64250.18389
Banissa,Kenya,81492.51295
Gushiegu,Ghana,52751.31965
Taba,Nigeria,53077.44484
Pouss,Cameroon,60116.66873
Malanje,Angola,1052123.793
Ilebo,Democratic Republic of the Congo,309940.0591
Johannesburg,South Africa,8592842.571
Bahir Dar,Ethiopia,483227.6216
Bagamoyo,Tanzania,56123.8626
Miézi,Mozambique,51297.60102
Dagahaley Refugee Camp,Kenya,81387.2397
Las Anod,Somalia,113075.3864
Donkorkrom,Ghana,58450.64332
Iwo,Nigeria,263227.2085
Yokadouma,Cameroon,52081.74299
Andulo,Angola,55412.07912
Tshikapa,Democratic Republic of the Congo,1074734.771
Evaton,South Africa,738086.7596
Asendabo,Ethiopia,51918.84838
Dar es-Salaam,Tanzania,8918524.621
Mocímboa da Praia,Mozambique,64754.24618
Dadaab,Kenya,165576.9589
Ceel Dheer,Somalia,63120.14398
Yendi,Ghana,158847.8
Ikire,Nigeria,208746.9899
Yagoua,Cameroon,108041.3279
Cuito,Angola,879631.625
Tshibinda,Democratic Republic of the Congo,60650.36971
Lenasia,South Africa,423514.252
Sheraro,Ethiopia,54692.12356
Tanga,Tanzania,252498.7515
Pemba,Mozambique,290869.0296
Ifo Refugee Camp,Kenya,77522.74094
Galkayo,Somalia,187161.5973
Odumase,Ghana,122380.2835
Bagudo,Nigeria,53211.63627
Touboro,Cameroon,84930.65808
Camacupa,Angola,62600.75422
Kamonia,Democratic Republic of the Congo,70974.62035
Mthatha,South Africa,136893.746
Adet,Ethiopia,68296.32638
Zanzibar City,Tanzania,1026755.37
Nacala,Mozambique,277625.9638
Hagadera Refugee Camp,Kenya,198013.52
Bimbilla,Ghana,82631.33579
Ogbomosho,Nigeria,429184.5318
Menongue,Angola,212794.7824
Businga,Democratic Republic of the Congo,73511.99379
Brits,South Africa,56365.07028
Demebecha,Ethiopia,53762.78985
Mtwara,Tanzania,116730.8941
Dambai,Ghana,63613.49186
Ejigbo,Nigeria,144553.0614
Cafunfo,Angola,172091.2819
Boende,Democratic Republic of the Congo,144791.84
Mboloko,South Africa,99376.38789
ዳባት,Ethiopia,69049.36027
Garoowe,Somalia,98360.08406
Kpando,Ghana,53085.87788
Jega,Nigeria,230737.2099
Luena,Angola,892161.9914
Mutombo-Lamata,Democratic Republic of the Congo,68120.18769
Soshanguve,South Africa,1463579.384
Wereta,Ethiopia,94430.77575
El Wak,Kenya,262677.1425
Bosaso,Somalia,246624.0986
Ho,Ghana,237757.4519
Gbongan,Nigeria,88255.09005
Camanongue,Angola,54708.55056
Gbadolite,Democratic Republic of the Congo,100793.6871
Bethlehem,South Africa,61713.55957
Lafey,Kenya,67851.57451
Qardho,Somalia,105712.8698
Hohoe,Ghana,154336.6986
Ode-Omu,Nigeria,50896.12456
Saurimo,Angola,432901.4691
Diepsloot,South Africa,201505.3676
Gidole,Ethiopia,54386.34449
Mandera,Kenya,130114.1799
Nkwanta,Ghana,51577.594
Ede,Nigeria,122020.1243
Lumeje,Angola,59982.22926
Pretoria,South Africa,1826231.895
Adis Zemen,Ethiopia,55838.8849
Akatsi,Ghana,74788.50348
Ipetumodu,Nigeria,64986.39822
Lucapa,Angola,122575.751
Kakumba,Democratic Republic of the Congo,80996.26061
Centurion,South Africa,358903.2959
Debark,Ethiopia,140658.4549
Tegbi,Ghana,76149.79464
Oshogbo,Nigeria,832611.3211
Dundo,Angola,229164.5071
Dekese,Democratic Republic of the Congo,70131.82315
Brakpan,South Africa,57758.06179
Konso,Ethiopia,84714.18211
Aflao,Ghana,151442.8009
Argungu,Nigeria,158199.6502
Bundas,Angola,86107.89995
Lwebo,Democratic Republic of the Congo,136870.9873
Masetjhaba View,South Africa,509304.9879
Debre Markos,Ethiopia,142237.5255
Koko,Nigeria,116022.6567
Nzagi,Angola,99059.42776
Lisala,Democratic Republic of the Congo,226972.7227
Chief Albert Luthuli Park,South Africa,430379.5429
New Bussa,Nigeria,69458.833
Luau,Angola,206833.075
Phuthaditjhaba,South Africa,162201.3854
Arba Minch,Ethiopia,171917.0218
Ilorin,Nigeria,1359616.605
Mweka,Democratic Republic of the Congo,271052.0413
Cazombo,Angola,208652.2517
Ekangala,South Africa,67040.24282
Gimbichu,Ethiopia,82020.70924
Owode Ede,Nigeria,50465.87147
Kakenge,Democratic Republic of the Congo,83427.96198
KwaMhlanga,South Africa,159454.1773
Mota,Ethiopia,118446.1148
Ife,Nigeria,496956.8406
Dilolo,Democratic Republic of the Congo,207055.1996
eMbalenhle,South Africa,139815.1165
Chencha,Ethiopia,83620.46499
Gwandu,Nigeria,52267.8313
Bena-Leka,Democratic Republic of the Congo,77435.42813
Sakhile,South Africa,68976.8479
Hadero,Ethiopia,85932.0222
Tambawal,Nigeria,52655.23868
Demba,Democratic Republic of the Congo,236759.5965
Vosman,South Africa,178343.3357
Inisa,Nigeria,85254.4766
Luiza,Democratic Republic of the Congo,123179.5713
eMalahleni,South Africa,215384.4552
Gouder,Ethiopia,71154.306
Aiyepe,Nigeria,73927.64116
Kananga,Democratic Republic of the Congo,1538649.435
Mokopane,South Africa,108136.693
Debre Tabor,Ethiopia,110895.9692
Ikirun,Nigeria,283483.0153
Yakoma,Democratic Republic of the Congo,76389.5476
eMzinoni,South Africa,58700.61562
Kachise,Ethiopia,55993.13133
Ijagbo Offa,Nigeria,196322.7777
Mashimba,Democratic Republic of the Congo,56387.26528
Middelburg,South Africa,208686.4894
Morsito,Ethiopia,51444.15296
Ifetedo,Nigeria,53452.62732
Bumba,Democratic Republic of the Congo,199405.2305
Ezakheni,South Africa,55802.3694
Yelwa,Nigeria,85477.20327
Musumba,Democratic Republic of the Congo,162245.7081
Pietermaritzburg,South Africa,485402.6809
Areka,Ethiopia,108873.436
Ire,Nigeria,104584.5233
Sandoa,Democratic Republic of the Congo,175731.7506
Polokwane,South Africa,526589.9348
Welkite,Ethiopia,63679.50014
Ilesa,Nigeria,446592.4141
Tshimbulu,Democratic Republic of the Congo,132407.4379
Madadeni,South Africa,279761.325
Ambo,Ethiopia,177561.7632
Okitipupa,Nigeria,215708.4395
Tshimbalanga,Democratic Republic of the Congo,127015.7836
Ermelo,South Africa,86023.86099
Shire,Ethiopia,122947.3986
Igbokoda,Nigeria,167973.3656
Kisenge,Democratic Republic of the Congo,67195.95428
Mpumalanga,South Africa,99605.69994
Sodo,Ethiopia,145382.9241
Iwoye,Nigeria,58776.35583
Kabeya-Kamuanga,Democratic Republic of the Congo,53831.52326
Mankweng,South Africa,78792.48113
Shinshicho,Ethiopia,69112.46124
Ondo,Nigeria,560263.9575
Kamiji,Democratic Republic of the Congo,51316.25362
Durban,South Africa,3270867.743
Doyogena,Ethiopia,59476.33837
Ile Oluji,Nigeria,214394.8101
Kasaji,Democratic Republic of the Congo,314536.9724
Tongaat,South Africa,57301.88553
Tebela,Ethiopia,65128.05556
Irele,Nigeria,178989.1657
Wikong,Democratic Republic of the Congo,69809.26251
Kempville,South Africa,52420.86736
Hossana,Ethiopia,213507.6636
Iludun,Nigeria,81940.19911
Stanger / KwaDukuza,South Africa,50945.42069
Beke Kelate,Ethiopia,64741.06204
Ore,Nigeria,236528.9434
Mwene-Ditu,Democratic Republic of the Congo,306399.2665
Thohoyandou,South Africa,56734.62672
Gende Woin,Ethiopia,54395.464
Ila Orangun,Nigeria,63272.67124
Kasaï-Oriental,Democratic Republic of the Congo,3596107.274
Kanyamazane,South Africa,274518.3192
Boditi,Ethiopia,105531.6559
Ipetu Ijesha,Nigeria,51570.34436
Djulu,Democratic Republic of the Congo,79754.74519
Jerusalem,South Africa,83707.30656
Waliso,Ethiopia,117539.6426
Effon Alaiye,Nigeria,126523.0264
Lukalaba,Democratic Republic of the Congo,95182.51368
Sikhalasenkosi,South Africa,74385.70556
Durame,Ethiopia,165850.9494
Ajagba,Nigeria,99590.25597
Luputa,Democratic Republic of the Congo,202132.411
Matsulu,South Africa,51151.17778
Wegeda,Ethiopia,75892.82869
Salka,Nigeria,52190.32257
Basoko,Democratic Republic of the Congo,62306.29172
KaMaqhekeza,South Africa,101151.1467
Gojo Town,Ethiopia,77156.17045
Share,Nigeria,59253.76985
Yata,Democratic Republic of the Congo,60883.01058
Shone,Ethiopia,87202.63286
Arogbo,Nigeria,56452.8129
Bondo,Democratic Republic of the Congo,73409.38501
Kele,Ethiopia,82436.38748
Mokwa,Nigeria,127118.7683
Tshilenge,Democratic Republic of the Congo,55636.00506
Bechena,Ethiopia,70768.70005
Ikoro,Nigeria,57409.95716
Aketi,Democratic Republic of the Congo,68462.89384
Mertule Mariam,Ethiopia,62615.5655
Aramoko-Ekiti,Nigeria,170789.5777
Bena Muganda,Democratic Republic of the Congo,69557.78099
Ginsi,Ethiopia,58057.71171
Igbara-Odo,Nigeria,74009.13739
Ngandajika,Democratic Republic of the Congo,289514.2712
Alaba Kulito,Ethiopia,173428.7971
Igbara-Oke,Nigeria,78224.90478
Tulu Bolo,Ethiopia,70383.94934
Gummi,Nigeria,98087.37812
Kanyama,Democratic Republic of the Congo,178063.5016
K'Ali K'Esa Bota,Ethiopia,58279.42155
Ijero-Ekiti,Nigeria,156119.4618
Kabinda,Democratic Republic of the Congo,225740.3497
Nefas Meewcha,Ethiopia,79762.99308
Sifawa,Nigeria,52612.33291
Buta,Democratic Republic of the Congo,192830.2627
Axum,Ethiopia,79634.57264
Ipoti,Nigeria,69277.04402
Kamina,Democratic Republic of the Congo,782856.2682
Yabelo,Ethiopia,74505.79917
Omu Aran,Nigeria,112205.2407
Kisangani,Democratic Republic of the Congo,929056.2112
Otun,Nigeria,154591.5047
Kolwezi,Democratic Republic of the Congo,450630.548
Yirga Cheffe,Ethiopia,128060.6738
Ilawe-Ekiti,Nigeria,133763.9842
Banalia,Democratic Republic of the Congo,51553.66605
Gebre Guracha,Ethiopia,93063.084
Ilara Mokin,Nigeria,70906.45108
Kabongo,Democratic Republic of the Congo,105451.9667
Kibet,Ethiopia,75160.06203
Idanre,Nigeria,117412.9655
Kabondo-Dianda,Democratic Republic of the Congo,225093.2964
Bule Hora,Ethiopia,237132.1803
Sokoto,Nigeria,953790.3788
Kabongo,Democratic Republic of the Congo,234793.5608
Wenago,Ethiopia,63030.38531
Akure,Nigeria,712937.9509
Luena,Democratic Republic of the Congo,218416.51
Butajira,Ethiopia,95742.32944
Ido Ekiti,Nigeria,116695.5985
Bukama,Democratic Republic of the Congo,109718.2894
Gedeb,Ethiopia,85737.67407
Ado Ekiti,Nigeria,615574.1737
Dilla,Ethiopia,180887.1814
Ugborodo,Nigeria,115685.469
Lubao,Democratic Republic of the Congo,118232.8502
Adwa,Ethiopia,114262.4038
Zuru,Nigeria,159044.1041
Gwangwa,Ethiopia,68152.32126
Ikere-Ekiti,Nigeria,387297.9557
Holeta Genet,Ethiopia,84084.36819
Rijau,Nigeria,55333.24672
Tenke,Democratic Republic of the Congo,115616.9806
Chucko,Ethiopia,97757.61375
Amarawa,Nigeria,119380.8047
Kitenge,Democratic Republic of the Congo,186252.5675
Irba,Ethiopia,101112.1575
Egosi,Nigeria,98473.37676
Kindu,Democratic Republic of the Congo,265658.5979
Wurno,Nigeria,90172.26861
Kibombo,Democratic Republic of the Congo,51436.88977
Irgalem,Ethiopia,217937.5852
Lafiagi,Nigeria,84934.20967
Fungurume,Democratic Republic of the Congo,304508.2997
Aleta Wendo,Ethiopia,142203.2541
Kontagora,Nigeria,168687.7362
Kakanda,Democratic Republic of the Congo,134322.1278
Leku,Ethiopia,131766.6441
Ise,Nigeria,144667.9465
Hawassa,Ethiopia,446057.3575
Koko,Nigeria,147329.7315
Kikondja,Democratic Republic of the Congo,118628.3679
Gundo Meskel,Ethiopia,106011.2354
Emure-Ekiti,Nigeria,122499.3014
Kambove,Democratic Republic of the Congo,264734.6424
Addis Ababa,Ethiopia,7280462.518
Aisegba,Nigeria,53761.52739
Samba,Democratic Republic of the Congo,67210.66078
Mekane Selam,Ethiopia,75349.75642
Ikole,Nigeria,168771.4101
Mangi 1,Democratic Republic of the Congo,100232.657
Wijigra,Ethiopia,79944.14332
Egbe,Nigeria,126506.9562
Likasi,Democratic Republic of the Congo,712507.2887
Benin City,Nigeria,1912370.433
Punia,Democratic Republic of the Congo,98931.84345
Fiche,Ethiopia,52532.0028
Owo,Nigeria,299594.9017
Lwambo,Democratic Republic of the Congo,176067.21
Sapele,Nigeria,323739.7063
Shashamane,Ethiopia,443093.5025
Ogharefe,Nigeria,131256.0429
Lubutu,Democratic Republic of the Congo,103130.0424
Basha,Ethiopia,109018.7179
Warri,Nigeria,1617738.511
Kibango,Democratic Republic of the Congo,58063.81935
Shufune,Ethiopia,103089.3538
Omuo-Obadore,Nigeria,217009.1256
Kasongo,Democratic Republic of the Congo,169616.4018
Ikare,Nigeria,331030.8783
Malemba-Nkulu,Democratic Republic of the Congo,418461.5007
Arsi Negelle,Ethiopia,246886.546
Akugba,Nigeria,181093.7096
Kingombe,Democratic Republic of the Congo,106986.8619
Bore,Ethiopia,68422.6356
Pategi,Nigeria,71996.36656
Kapolowe,Democratic Republic of the Congo,125479.5934
Ziway,Ethiopia,218532.8098
Ekeremor,Nigeria,102665.1963
Kabala,Democratic Republic of the Congo,61838.503
Lalibela,Ethiopia,75900.17073
Jesse,Nigeria,50007.74637
Lwishia,Democratic Republic of the Congo,100596.6884
Ifon,Nigeria,73751.10359
Mukanga,Democratic Republic of the Congo,140622.7561
Oka-Akoko,Nigeria,122977.4131
Songwe,Democratic Republic of the Congo,56299.29846
Meki,Ethiopia,134591.9042
Isanlu Mopo,Nigeria,150099.0517
Kabalo,Democratic Republic of the Congo,109978.2048
Kefole,Ethiopia,146720.0746
Okwagbe,Nigeria,50615.31591
Ankoro,Democratic Republic of the Congo,141185.7166
Alem Ketema,Ethiopia,55064.78982
Anka,Nigeria,85544.10449
Mulongo,Democratic Republic of the Congo,348914.1682
Bishoftu,Ethiopia,421173.9329
Poko,Democratic Republic of the Congo,67601.84179
Bena,Nigeria,59956.18845
Mukubu,Democratic Republic of the Congo,180314.3398
Bonsa Bota,Ethiopia,210082.9546
Orerokpe,Nigeria,62874.72105
Kipushi,Democratic Republic of the Congo,233450.2729
Adigrat,Ethiopia,151676.0029
Bomadi,Nigeria,86111.21441
Kongolo,Democratic Republic of the Congo,431047.0362
Mek'elē,Ethiopia,381610.6884
Bida,Nigeria,413315.2382
Mwadingusha,Democratic Republic of the Congo,158016.5624
Kersa,Ethiopia,55109.37281
Aiyetoro Gbede,Nigeria,68030.80145
Kyolo,Democratic Republic of the Congo,121560.0868
Shakiso,Ethiopia,106664.9675
Ughelli,Nigeria,300632.8656
Lubumbashi,Democratic Republic of the Congo,2907723.958
Mafara,Nigeria,107418.905
Wamaza,Democratic Republic of the Congo,57681.63556
Kibre Mengist,Ethiopia,108130.3799
Afuze,Nigeria,59824.59609
Lukuni,Democratic Republic of the Congo,58000.34216
Mojo,Ethiopia,106302.5967
Kabba,Nigeria,136367.3139
Bafwasende,Democratic Republic of the Congo,74379.80926
Quiha,Ethiopia,237818.1428
Ibillo,Nigeria,59542.58998
Mitwaba,Democratic Republic of the Congo,80124.49924
Wukro,Ethiopia,61110.39638
Ekpoma,Nigeria,171732.1029
Asella,Ethiopia,209306.7932
Igarra,Nigeria,136787.5863
Maychew,Ethiopia,54568.88922
Abraka,Nigeria,129282.1488
Manono,Democratic Republic of the Congo,582983.6135
Korem,Ethiopia,64726.63859
Amassoma,Nigeria,161946.1869
Shabunda,Democratic Republic of the Congo,88264.30434
Adama,Ethiopia,607616.7186
Maradun,Nigeria,77505.65351
Kitotolo,Democratic Republic of the Congo,104574.6361
Alamata,Ethiopia,92563.59171
Okene,Nigeria,1036026.784
Mbulula,Democratic Republic of the Congo,65862.70949
Itiya,Ethiopia,75358.62847
Agbor,Nigeria,266287.0506
Kasumbalesa,Democratic Republic of the Congo,337698.7077
Dodolla,Ethiopia,157784.0695
Obiaruku,Nigeria,113207.7589
Saramabila,Democratic Republic of the Congo,90692.00722
Asassa,Ethiopia,117598.7592
Irrua,Nigeria,70557.4013
Isiro,Democratic Republic of the Congo,136844.691
Mekoni,Ethiopia,56226.13619
Oleh,Nigeria,166628.5857
Bekoji,Ethiopia,98859.56738
Patani,Nigeria,57533.64714
Nyunzu,Democratic Republic of the Congo,207035.8656
Dera,Ethiopia,83207.31111
Sagbama,Nigeria,77900.91201
Walikale,Democratic Republic of the Congo,68590.09454
Woldia,Ethiopia,141728.8339
Ozoro,Nigeria,101256.8924
Kilwa,Democratic Republic of the Congo,279517.9717
Kobo,Ethiopia,121602.5345
Magagindoke,Nigeria,59342.294
Sakania,Democratic Republic of the Congo,62808.36862
Huruta,Ethiopia,53150.46192
Auchi,Nigeria,207256.136
Kamituga,Democratic Republic of the Congo,216274.7966
Mersa,Ethiopia,76675.5733
Brass,Nigeria,93231.18722
Musangala,Democratic Republic of the Congo,182101.3636
Welenchete,Ethiopia,76450.50797
Yenagoa,Nigeria,565532.1861
Mutabi,Democratic Republic of the Congo,80693.45396
Dessie,Ethiopia,300409.4608
Agaie,Nigeria,82041.83598
Lukonzolwa,Democratic Republic of the Congo,79050.96936
Debre Birhan,Ethiopia,136781.9378
Umunede,Nigeria,88429.44501
Dungu,Democratic Republic of the Congo,83739.85894
Hayq,Ethiopia,52230.47848
Uromi,Nigeria,220391.6048
Mafuo,Democratic Republic of the Congo,88057.73444
Adaba,Ethiopia,73043.98503
Isa,Nigeria,90079.11384
Misisi,Democratic Republic of the Congo,71690.06143
Kombolcha,Ethiopia,276540.8034
Okugbe,Nigeria,70212.60286
Walungu,Democratic Republic of the Congo,54195.72061
Ubiaja,Nigeria,100137.4073
Pweto,Democratic Republic of the Congo,189940.226
Gobesa,Ethiopia,69815.16432
Nembe,Nigeria,162425.1484
Bukavu,Democratic Republic of the Congo,852067.3679
Robe,Ethiopia,74976.95013
Shinkafi,Nigeria,79307.70997
Masisi,Democratic Republic of the Congo,73971.9888
Kwale,Nigeria,104887.7609
Nyangezi,Democratic Republic of the Congo,51202.19037
Kamisee,Ethiopia,62864.59157
Akinima,Nigeria,110459.1284
Rubaya,Democratic Republic of the Congo,153259.4455
Negele,Ethiopia,114698.2694
Minna,Nigeria,503352.867
Ngungu Centre,Democratic Republic of the Congo,52183.36833
Birnin Gwari,Nigeria,84104.70165
Kamanyola,Democratic Republic of the Congo,66454.71725
Fugar,Nigeria,56884.57749
Busisi,Democratic Republic of the Congo,79931.50485
Shoa Robit,Ethiopia,82499.27566
Kaura-Namoda,Nigeria,181434.3136
Luvungi,Democratic Republic of the Congo,54851.45273
Bati,Ethiopia,80641.52296
Ogwashi-Uku,Nigeria,113019.4561
Mambasa,Democratic Republic of the Congo,85713.89441
Ataye,Ethiopia,57852.68094
Baraka,Democratic Republic of the Congo,148713.427
Abomsa,Ethiopia,61590.58235
Lapai,Nigeria,54531.70468
Sake,Democratic Republic of the Congo,79650.72577
Meslo,Ethiopia,72512.18113
Gusau,Nigeria,469151.8893
Kitchanga,Democratic Republic of the Congo,62631.74989
Goba,Ethiopia,63353.84817
Lokoja,Nigeria,715746.1968
Kalemie,Democratic Republic of the Congo,872444.6422
Robe,Ethiopia,148830.8233
Asaba,Nigeria,409379.7668
Uvira,Democratic Republic of the Congo,380103.0074
Akabuka,Nigeria,62142.34906
Goma,Democratic Republic of the Congo,775780.8497
Ahoada,Nigeria,131843.2702
Kanyabayonga,Democratic Republic of the Congo,110314.3193
Mechara,Ethiopia,57198.23345
Omoku,Nigeria,198457.5685
Kirumba,Democratic Republic of the Congo,162229.3312
Gelemso,Ethiopia,78745.01702
Abua,Nigeria,237311.0357
Kitsombiro,Democratic Republic of the Congo,71601.85475
Shiroro,Nigeria,53774.4509
Biakato,Democratic Republic of the Congo,58235.23758
Bedessa,Ethiopia,60818.71922
Butembo,Democratic Republic of the Congo,425059.0667
Ginir,Ethiopia,58078.46517
Agenebode,Nigeria,82325.44309
Kipese,Democratic Republic of the Congo,84666.39225
Chiro,Ethiopia,119717.5673
Zurmi,Nigeria,52670.23853
Loutu,Democratic Republic of the Congo,54358.52537
Filtu,Ethiopia,141543.0438
Soku,Nigeria,60060.9833
Beni,Democratic Republic of the Congo,1872704.98
Hirna,Ethiopia,54016.92864
Ebocha,Nigeria,71778.62477
Rutshuru,Democratic Republic of the Congo,190498.3048
Idah,Nigeria,169791.8935
Durba,Democratic Republic of the Congo,158744.5524
Karamile,Ethiopia,83424.90797
Onitsha,Nigeria,5788295.914
Nyamilima,Democratic Republic of the Congo,52003.30342
Elele Alimini,Nigeria,50819.94852
Katanga,Democratic Republic of the Congo,175735.1205
Deder,Ethiopia,53283.81976
Abonnema,Nigeria,373043.3137
Moba,Democratic Republic of the Congo,135449.6289
Chelenko,Ethiopia,58281.44158
Owerri,Nigeria,3594823.131
Mongbwalu,Democratic Republic of the Congo,177453.9554
Burka,Ethiopia,86575.21586
Idama,Nigeria,61796.63404
Bunia,Democratic Republic of the Congo,526337.0149
Dire Dawa,Ethiopia,482064.1833
Chafe,Nigeria,74622.09314
Lingi,Democratic Republic of the Congo,56659.80578
Aweday,Ethiopia,67455.02778
Bugama,Nigeria,273241.3386
Ariwara,Democratic Republic of the Congo,64214.30574
Harar,Ethiopia,219703.6849
Awomama,Nigeria,57519.84512
Aru,Democratic Republic of the Congo,66097.06024
Melka Chireti,Ethiopia,95827.84697
Abaji,Nigeria,68275.11165
Mahagi,Democratic Republic of the Congo,98278.02944
Port Harcourt,Nigeria,2623779.514
Omo,Nigeria,100793.269
Babille,Ethiopia,56462.28587
Yangoji,Nigeria,68471.72232
Dolo,Ethiopia,54678.47097
Dekina,Nigeria,55963.12888
Fik',Ethiopia,172410.1521
Igwuruta,Nigeria,101222.7601
Gwagwalada,Nigeria,314641.55
Jijiga,Ethiopia,425845.4701
Awka,Nigeria,269997.9653
Doka Ashafa,Nigeria,131338.2236
Gidan Mai Ungwan,Nigeria,60228.96375
Kebri Beyah,Ethiopia,73986.33746
Oyigbo,Nigeria,361809.9765
Togechane,Ethiopia,212412.6596
Okrika,Nigeria,277635.2364
Hartishek,Ethiopia,76626.60016
Maji,Nigeria,51551.3367
Degehabur,Ethiopia,122231.4742
Ogale,Nigeria,338276.4946
Djibia,Nigeria,70258.1898
Gode,Ethiopia,164869.8882
Madalla,Nigeria,520664.8001
Ayangba,Nigeria,166230.4234
Bonny,Nigeria,318271.36
Kebri Dehar,Ethiopia,180464.8109
Batsari,Nigeria,60034.79876
Onne,Nigeria,276680.2421
Abudwak,Ethiopia,143673.2247
Kuje,Nigeria,59347.57112
Aboh,Nigeria,1282172.248
Chara,Nigeria,234841.5816
Enugu Umunze,Nigeria,124462.0956
Funtua,Nigeria,224435.6657
Bolo,Nigeria,114459.4284
Abuja,Nigeria,1322229.41
Okpogho,Nigeria,71299.9053
Dere,Nigeria,456498.6535
Bodo,Nigeria,163404.7493
Holo,Nigeria,74893.20127
Kaduna,Nigeria,1937932.023
Rubuchi,Nigeria,131175.5819
Aku,Nigeria,111054.8372
Aba,Nigeria,1472091.316
Bwari,Nigeria,56510.66043
Umu Lawlaw,Nigeria,120245.3641
Kura,Nigeria,70691.80501
Kauran Yankwani,Nigeria,55174.25897
Nsukka,Nigeria,806616.9631
Egwuachi,Nigeria,60764.57232
Bori,Nigeria,143035.1486
Ekenobizi,Nigeria,78617.88707
Dema,Nigeria,93973.13185
Ngodo,Nigeria,106123.1873
Ama Apu,Nigeria,103712.4465
Ngo,Nigeria,222182.3346
Dutsin Ma,Nigeria,148609.3212
Ungwan Shehu,Nigeria,54491.51929
Nine Mile Corner,Nigeria,77433.15604
Uturu,Nigeria,68511.80827
Ekwegbe,Nigeria,81057.40688
Enugu-Ezike,Nigeria,75988.12721
Umuahia,Nigeria,916557.4964
Asarama,Nigeria,72796.76368
Enugu,Nigeria,1086433.765
Katsina,Nigeria,610192.6108
Awgu,Nigeria,58823.32848
Abejukolo,Nigeria,52038.06146
Malumfashi,Nigeria,136413.567
Ado,Nigeria,279808.1804
Agbani,Nigeria,55706.13508
Opobo,Nigeria,78911.62629
Ishiagu,Nigeria,118552.2537
Ikot Aba,Nigeria,101631.2611
Ikot Ide,Nigeria,65035.16612
Uduma,Nigeria,93733.9681
Ankpa,Nigeria,178690.1358
Zaria,Nigeria,720877.213
Charanchi,Nigeria,54307.14839
Amakpo,Nigeria,50962.79246
