Name,Status,State,36617,40269,43922
Silverthorne - Keystone,Urban Area,Colorado,,,13867
Silverton,Urban Area,Oregon,,9614,10909
Simi Valley,Urban Area,California,112345,125206,127364
Sinton,Urban Area,Texas,6127,6071,5661
Sioux Center,Urban Area,Iowa,5244,6649,8222
Sioux City,Urban Area,Iowa / Nebraska / South Dakota,106119,106494,113066
Sioux Falls,Urban Area,South Dakota,124269,156777,194283
Sitka,Urban Area,Alaska,7322,7027,7668
Skiatook,Urban Area,Oklahoma,5132,6768,7342
Skowhegan,Urban Area,Maine,4964,4751,4795
Slatington,Urban Area,Pennsylvania,,,8362
Slaton,Urban Area,Texas,6056,5938,5678
Slidell,Urban Area,Louisiana,79926,91151,91587
Slippery Rock,Urban Area,Pennsylvania,5438,6716,7226
Smithfield,Urban Area,North Carolina,,,21921
Smithfield,Urban Area,Virginia,8197,10215,9725
Smithville,Urban Area,Tennessee,3559,4050,4825
Smithville,Urban Area,Missouri,,,9684
Snoqualmie,Urban Area,Washington,,,17070
Snowflake,Urban Area,Arizona,,,5342
Snowmass Village,Urban Area,Colorado,,,2392
Snyder,Urban Area,Texas,10957,11557,11547
Socorro,Urban Area,New Mexico,8399,8991,8122
Soldotna,Urban Area,Alaska,,,4646
Soledad,Urban Area,California,,,18946
Solvang - Santa Ynez,Urban Area,California,,,10295
Somerset,Urban Area,Kentucky,22594,29042,30832
Somerset,Urban Area,Pennsylvania,,,10098
Somerton,Urban Area,Arizona,,,13847
Sonoma,Urban Area,California,31487,32678,31479
Sonora - Twain Harte,Urban Area,California,25033,28255,29013
Sonterra,Urban Area,Texas,,,9024
South Bend,Urban Area,Indiana / Michigan,276498,278165,278921
South Berwick,Urban Area,Maine / New Hampshire,,,5584
South Boston,Urban Area,Virginia,,,7413
Southbridge Town,Urban Area,Massachusetts,,,20789
South Haven,Urban Area,Michigan,6632,5791,6357
South Hill,Urban Area,Virginia,4570,4834,5076
South Lake Tahoe,Urban Area,California / Nevada,35262,29107,31363
South Lyon - Hamburg - Genoa,Urban Area,Michigan,106139,119509,145963
South Paris,Urban Area,Maine,3887,4780,4371
South Pittsburg - Bridgeport,Urban Area,Tennessee / Alabama,,5373,4687
Sparta,Urban Area,Michigan,,4041,5630
Sparta,Urban Area,Tennessee,4089,5449,5691
Sparta,Urban Area,Wisconsin,8866,9907,10185
Spartanburg,Urban Area,South Carolina,145058,180786,196943
Spearfish,Urban Area,South Dakota,10354,11459,13206
Spencer,Urban Area,Iowa,10927,10952,10967
Spencer,Urban Area,Massachusetts,,,8196
Spicer - New London,Urban Area,Minnesota,3052,3188,3358
Spirit Lake,Urban Area,Iowa,11434,10826,12956
Spokane,Urban Area,Washington,347037,387847,447279
Spout Springs,Urban Area,North Carolina,3844,14488,18281
Springfield,Urban Area,Illinois,153516,161316,159265
Springfield,Urban Area,Massachusetts / Connecticut,,,442145
Springfield,Urban Area,Missouri,,,282651
Springfield,Urban Area,Ohio,89684,85256,82369
Springfield,Urban Area,Tennessee,,17357,18430
Springfield,Urban Area,Vermont,4979,4872,5140
Spring Hill (Brooksville),Urban Area,Florida,102193,148220,169050
Spring Hill,Urban Area,Kansas,2707,5452,7344
Springhill,Urban Area,Louisiana,6365,6012,5931
Spring Hill,Urban Area,Tennessee,6389,31208,60309
Stafford Springs,Urban Area,Connecticut,5937,5581,5107
St. Albans,Urban Area,Vermont,9762,9054,11368
Stansbury Park,Urban Area,Utah,2989,9061,12804
Stanwood,Urban Area,Washington,5047,6289,7678
Star,Urban Area,Idaho,,5751,10673
Starke,Urban Area,Florida,5631,5676,6486
Starkville,Urban Area,Mississippi,25973,30307,32812
State College,Urban Area,Pennsylvania,71301,87454,83674
Statesboro,Urban Area,Georgia,26605,36314,44488
Statesville,Urban Area,North Carolina,,,39829
St. Augustine,Urban Area,Florida,53519,69173,91786
Staunton,Urban Area,Illinois,,,4866
Staunton - Waynesboro,Urban Area,Virginia,53212,56611,59065
Stayton,Urban Area,Oregon,9027,10291,11122
St. Clair,Urban Area,Missouri,5261,5971,6303
St. Cloud,Urban Area,Minnesota,91305,110621,117638
Steamboat Springs,Urban Area,Colorado,9970,12888,14455
Ste. Genevieve,Urban Area,Missouri,4205,4329,4988
Stephenville,Urban Area,Texas,15140,16796,20852
Sterling,Urban Area,Colorado,,,12278
Sterling,Urban Area,Illinois,30595,28827,27602
Steubenville - Weirton,Urban Area,Ohio / West Virginia / Pennsylvania,,,64981
Stevens Point,Urban Area,Wisconsin,40983,44223,44185
Stevensville - Chester - Romancoke,Urban Area,Maryland,,,18874
Stewartville,Urban Area,Minnesota,5398,5877,6635
St. Francis,Urban Area,Minnesota,2916,6212,6157
St. George,Urban Area,Utah,62630,98370,134109
St. Helen,Urban Area,Michigan,,,2522
St. Helena,Urban Area,California,6793,6727,6086
St. Helens,Urban Area,Oregon,,,19112
St. Ignace,Urban Area,Michigan,2801,2531,3457
Stillwater,Urban Area,Minnesota / Wisconsin,,,31474
Stillwater,Urban Area,Oklahoma,38288,44515,48237
St. James,Urban Area,North Carolina,,2604,7029
St. James City,Urban Area,Florida,,,2055
St. Johns,Urban Area,Michigan,7712,8425,8370
St. Johnsbury,Urban Area,Vermont,4703,5073,4883
St. Joseph,Urban Area,Missouri / Kansas,77231,81176,77187
St. Louis,Urban Area,Missouri / Illinois,2086746,2150706,2156323
St. Martinville,Urban Area,Louisiana,,,6399
St. Marys,Urban Area,Ohio,9288,9373,9452
St. Marys,Urban Area,Pennsylvania,10613,9585,9402
Stockton,Urban Area,California,313392,370583,414847
Storm Lake,Urban Area,Iowa,10635,11364,11860
Storrs,Urban Area,Connecticut,,,17747
Stoughton,Urban Area,Wisconsin,,,15511
St. Peter,Urban Area,Minnesota,10278,11634,12145
Strasburg,Urban Area,Virginia,4249,7015,7572
Streator,Urban Area,Illinois,18447,17797,16209
Sturgeon Bay,Urban Area,Wisconsin,8795,8617,9429
Sturgis,Urban Area,Michigan,13468,13040,11943
Sturgis,Urban Area,South Dakota,6451,6583,7076
Stuttgart,Urban Area,Arkansas,9770,9233,8132
Suffolk,Urban Area,Virginia,,,42480
Sugarmill Woods,Urban Area,Florida,,8816,12948
Sullivan,Urban Area,Illinois,4541,4567,4414
Sullivan,Urban Area,Indiana,4855,4518,4874
Sullivan,Urban Area,Missouri,,,7227
Sullivan - Sylvan Beach,Urban Area,New York,,3451,3251
Sulphur,Urban Area,Oklahoma,4658,4733,4847
Sulphur Springs,Urban Area,Texas,13064,14196,14683
Sultan,Urban Area,Washington,,,5665
Summerset,Urban Area,South Dakota,,,5325
Summerville,Urban Area,Georgia,11122,11041,10227
Summit Park,Urban Area,Utah,5727,6088,7317
Sumter,Urban Area,South Carolina,64320,73107,68825
Sunbury,Urban Area,Ohio,,,7017
Sunbury,Urban Area,Pennsylvania,27422,29541,28249
Sunderland - South Deerfield,Urban Area,Massachusetts,,5028,5048
Sunnyside,Urban Area,Washington,15884,17327,17140
Susanville,Urban Area,California,,,8995
Sutherlin,Urban Area,Oregon,7788,8653,9656
Swainsboro,Urban Area,Georgia,6793,7484,7251
Swansboro - Cedar Point,Urban Area,North Carolina,,16335,20542
Swatara (Jonestown - Fredericksburg),Urban Area,Pennsylvania,,,6312
Sweet Home,Urban Area,Oregon,8350,9569,10088
Sweetwater,Urban Area,Tennessee,4951,5430,6468
Sweetwater,Urban Area,Texas,11205,10247,10372
Sylacauga,Urban Area,Alabama,18616,17991,16980
Sylva,Urban Area,North Carolina,,,5118
Sylvester,Urban Area,Georgia,6589,6685,6146
Syracuse,Urban Area,Indiana,5660,6908,7393
Syracuse,Urban Area,New York,402267,412317,413660
Taft,Urban Area,California,13302,14985,15022
Tahlequah,Urban Area,Oklahoma,16614,18521,17975
Talladega,Urban Area,Alabama,14640,13493,12609
Tallahassee,Urban Area,Florida,204260,240223,252934
Tallulah,Urban Area,Louisiana,,,6988
Tama,Urban Area,Iowa,5024,4904,5263
Tamaqua,Urban Area,Pennsylvania,16915,15200,15158
Tampa - St. Petersburg,Urban Area,Florida,2097378,2441770,2783045
Taneytown,Urban Area,Maryland,5102,6599,7158
Taos,Urban Area,New Mexico,12121,13686,15665
Tarboro,Urban Area,North Carolina,,,12059
Taylor,Urban Area,Texas,12956,14436,15147
Taylorville,Urban Area,Illinois,,,11525
Tazewell,Urban Area,Virginia,4519,4950,4666
Tea,Urban Area,South Dakota,,3784,5595
Tecumseh,Urban Area,Michigan,,,13684
Tehachapi - Golden Hills,Urban Area,California,12990,16540,17298
Tell City,Urban Area,Indiana / Kentucky,9901,9610,9541
Tellico Village,Urban Area,Tennessee,,,7156
Telluride - Mountain Village,Urban Area,Colorado,,,4587
Temecula - Murrieta - Menifee,Urban Area,California,229810,441546,528991
Temple,Urban Area,Texas,71937,90390,114632
Terre Haute,Urban Area,Indiana,,,79862
Terrell,Urban Area,Texas,11392,14834,16581
Texarkana,Urban Area,Texas / Arkansas,72288,78162,78744
The Dalles,Urban Area,Oregon,16568,17665,17398
The Pinery,Urban Area,Colorado,,,14662
The Villages - Lady Lake,Urban Area,Florida,60190,112991,161736
The Woodlands - Conroe,Urban Area,Texas,136237,239938,402454
Thief River Falls,Urban Area,Minnesota,9176,8883,8892
Thomaston,Urban Area,Georgia,15359,14416,14765
Thomasville,Urban Area,Georgia,21322,24139,25231
Thomson,Urban Area,Georgia,8182,8540,8788
Thousand Oaks,Urban Area,California,210990,214811,213986
Three Rivers,Urban Area,Michigan,9808,10820,10166
Thurmont,Urban Area,Maryland,6405,6854,6789
Tiffin,Urban Area,Ohio,20921,19546,20284
Tifton,Urban Area,Georgia,21461,23757,24580
Tillamook,Urban Area,Oregon,,,6166
Tiltonsville - Brilliant,Urban Area,Ohio,,,4115
Tippecanoe,Urban Area,Indiana,,,3713
Tipton,Urban Area,Indiana,,,5668
Titusville,Urban Area,Florida,52922,54386,62459
Titusville,Urban Area,Pennsylvania,6663,5732,5219
Toccoa,Urban Area,Georgia,10089,10846,11807
Toledo,Urban Area,Ohio / Michigan,510069,507643,497952
Tomah,Urban Area,Wisconsin,8167,9002,9818
Tonganoxie,Urban Area,Kansas,2794,4941,5489
Tooele,Urban Area,Utah,21834,31058,34892
Topeka,Urban Area,Kansas,142411,150003,148956
Toppenish,Urban Area,Washington,,,10057
Torrington,Urban Area,Connecticut,,,35212
Torrington,Urban Area,Wyoming,6842,7155,6436
Towanda,Urban Area,Pennsylvania,4338,4588,4029
Tracy - Mountain House,Urban Area,California,59020,97185,120912
Traverse City - Garfield,Urban Area,Michigan,39726,47109,56890
Treasure Lake,Urban Area,Pennsylvania,3958,2982,4677
Tremonton,Urban Area,Utah,7237,9890,11898
Trenton,Urban Area,Missouri,6135,5596,5426
Trenton (incl. Twin Rivers - Hightstown),Urban Area,New Jersey,338449,360705,370422
Tri-City - Myrtle Creek,Urban Area,Oregon,7798,8492,8656
Trinidad,Urban Area,Colorado,9297,9181,8323
Troy,Urban Area,Alabama,11903,15897,14466
Troy,Urban Area,Missouri,8307,13231,16669
Troy,Urban Area,Ohio,,,43259
Truckee,Urban Area,California,8018,12139,12756
Trumann,Urban Area,Arkansas,8074,7095,7233
Truth or Consequences,Urban Area,New Mexico,8840,7918,7713
Tuba City,Urban Area,Arizona,8810,8858,7942
Tucson,Urban Area,Arizona,746420,843168,875441
Tucumcari,Urban Area,New Mexico,5930,5283,5217
Tulare,Urban Area,California,,,70628
Tullahoma,Urban Area,Tennessee,17130,17250,19297
Tulsa,Urban Area,Oklahoma,598583,655479,722810
Tupelo,Urban Area,Mississippi,37365,40995,40233
Tupper Lake,Urban Area,New York,4593,4204,3683
Turlock,Urban Area,California,,,79203
Tuscaloosa,Urban Area,Alabama,116888,139114,156450
Tuscola,Urban Area,Illinois,4636,4791,4942
Tuskegee,Urban Area,Alabama,12005,9536,9003
Twentynine Palms,Urban Area,California,12496,12895,12881
Twentynine Palms North (Twentynine Palms Base),Urban Area,California,14090,8384,11665
Twin Falls,Urban Area,Idaho,39219,48836,58808
Twin Lakes,Urban Area,Wisconsin / Illinois,,,12603
Tybee Island,Urban Area,Georgia,3441,3202,3316
Tyler,Urban Area,Texas,,,131028
Tyrone,Urban Area,Pennsylvania,7683,7622,10442
Ukiah,Urban Area,California,28871,29709,28987
Ulysses,Urban Area,Kansas,6259,6279,5865
Union,Urban Area,Missouri,6593,8658,12019
Union,Urban Area,South Carolina,10790,10033,9729
Union City,Urban Area,Indiana / Ohio,5652,5443,5079
Union City,Urban Area,Tennessee,10376,10303,10605
Union Grove,Urban Area,Wisconsin,,,5899
Uniontown,Urban Area,Pennsylvania,,,32560
Upper Sandusky,Urban Area,Ohio,6161,6055,6628
Urbana,Urban Area,Maryland,,,12966
Urbana,Urban Area,Ohio,11675,11699,11122
Utica,Urban Area,New York,113409,117328,119059
Uvalde,Urban Area,Texas,,,15926
Vacaville,Urban Area,California,90264,93141,101027
Vail,Urban Area,Arizona,,9164,12835
Vail,Urban Area,Colorado,3370,5823,6080
Valdosta,Urban Area,Georgia,63151,77085,76769
Vallejo,Urban Area,California,158967,165074,175132
Valley City,Urban Area,North Dakota,6790,6689,6547
Valley - Lanett,Urban Area,Alabama / Georgia,21826,20760,20466
Valparaiso - Shorewood Forest,Urban Area,Indiana,,,51867
Vandalia,Urban Area,Illinois,7809,7309,8110
Van Wert,Urban Area,Ohio,10886,10747,11069
Veneta,Urban Area,Oregon,3946,5979,6987
Vermillion,Urban Area,South Dakota,10184,10492,11659
Vernal,Urban Area,Utah,11569,17321,19620
Vernon,Urban Area,Texas,11215,10572,9524
Vero Beach - Sebastian,Urban Area,Florida,120962,149422,174292
Versailles,Urban Area,Kentucky,13617,15907,16855
Vicksburg,Urban Area,Mississippi / Louisiana,31009,29022,25888
Victoria,Urban Area,Texas,61529,63683,65986
Victorville - Hesperia - Apple Valley,Urban Area,California,209444,328454,355816
Vidalia,Urban Area,Georgia,12598,13442,13709
Village of Four Seasons,Urban Area,Missouri,,4451,7489
Village of Oak Creek (Big Park),Urban Area,Arizona,4647,5309,6128
Villa Rica,Urban Area,Georgia,,,23202
Ville Platte,Urban Area,Louisiana,,,8097
Vincennes,Urban Area,Indiana,21126,21302,19800
Vineland,Urban Area,New Jersey,88724,95259,87226
Vineyard Haven - Edgartown - Oak Bluffs,Urban Area,Massachusetts,5626,10082,14064
Vinita,Urban Area,Oklahoma,6316,6002,5068
Vinton,Urban Area,Iowa,4926,5044,4780
Virginia,Urban Area,Minnesota,14235,12883,12724
Virginia Beach - Norfolk,Urban Area,Virginia,,,1451578
Viroqua,Urban Area,Wisconsin,3972,4097,3987
Visalia,Urban Area,California,,,160578
Vistancia (Peoria),Urban Area,Arizona,,6615,19593
Wabash,Urban Area,Indiana,11883,10418,10254
Waco,Urban Area,Texas,153198,172378,192844
Waconia,Urban Area,Minnesota,6684,10748,13048
Wadena,Urban Area,Minnesota,4211,3927,4110
Wadesboro,Urban Area,North Carolina,6741,5791,4903
Wagoner,Urban Area,Oklahoma,7180,8043,7470
Wahoo,Urban Area,Nebraska,3936,4450,4782
Wahpeton,Urban Area,North Dakota / Minnesota,12184,11113,11290
Waikoloa Village,Urban Area,Hawaii,2875,4089,6824
Walden (incl. Maybrook),Urban Area,New York,,14524,15784
Waldorf (St. Charles),Urban Area,Maryland,82526,109919,118601
Waldport,Urban Area,Oregon,3505,3434,5394
Wales,Urban Area,Wisconsin,,,5364
Walhalla,Urban Area,South Carolina,,,5392
Walla Walla,Urban Area,Washington / Oregon,,,50013
Walnut Ridge,Urban Area,Arkansas,6509,6346,6540
Walterboro,Urban Area,South Carolina,10064,9502,9229
Wamego,Urban Area,Kansas,4220,4418,4899
Wapakoneta,Urban Area,Ohio,10453,10684,10849
Wapato,Urban Area,Washington,7294,7607,7071
Ware,Urban Area,Massachusetts,,,5662
Warner Robins,Urban Area,Georgia,,,141132
Warren,Urban Area,Arkansas,6055,5801,5278
Warren,Urban Area,Pennsylvania,16521,15420,14294
Warrensburg,Urban Area,Missouri,18025,20677,19934
Warrenton,Urban Area,Missouri,5277,9079,9398
Warrenton - New Baltimore,Urban Area,Virginia,,,24437
Warsaw,Urban Area,Indiana,25368,30166,29904
Warwick,Urban Area,New York,,,7084
Wasco,Urban Area,California,,,22235
Waseca,Urban Area,Minnesota,9803,9537,9211
Washington,Urban Area,Indiana,12100,12462,12920
Washington,Urban Area,Iowa,6807,6628,6846
Washington,Urban Area,Missouri,13019,14316,14616
Washington,Urban Area,New Jersey,,,10138
Washington,Urban Area,North Carolina,14418,16429,16509
Washington - Arlington,Urban Area,District of Columbia / Virginia / Maryland,3958648,4586770,5174759
Washington Court House,Urban Area,Ohio,14671,15168,15029
Wasilla - Knik-Fairview - North Lakes,Urban Area,Alaska,21041,44236,53444
Waterbury,Urban Area,Connecticut,189026,194535,199317
Waterford,Urban Area,California,7016,9104,9746
Waterloo,Urban Area,Illinois,7419,9604,9933
Waterloo,Urban Area,Iowa,108298,113418,114139
Watertown,Urban Area,New York,,,51832
Watertown,Urban Area,South Dakota,19434,21111,20643
Watertown,Urban Area,Wisconsin,21579,23347,22712
Waterville,Urban Area,Maine,24424,25689,25529
Watford City,Urban Area,North Dakota,,,6687
Watseka,Urban Area,Illinois,5590,5055,4671
Watsonville,Urban Area,California,66500,73534,68668
Wauchula,Urban Area,Florida,,,9790
Waupaca,Urban Area,Wisconsin,8102,7755,8293
Waupun,Urban Area,Wisconsin,11047,11373,11673
Wausau,Urban Area,Wisconsin,68221,74632,77429
Wauseon,Urban Area,Ohio,7034,7193,7623
Waverly,Urban Area,Iowa,7657,8621,9159
Waverly,Urban Area,Ohio,,,4969
Waycross,Urban Area,Georgia,25692,25723,24985
Wayland,Urban Area,Michigan,4496,4518,4957
Wayne,Urban Area,Nebraska,5513,5557,5980
Waynesboro,Urban Area,Georgia,5552,5830,6103
Waynesboro,Urban Area,Pennsylvania / Maryland,,,22267
Waynesburg,Urban Area,Pennsylvania,8488,8665,8754
Waynesville,Urban Area,North Carolina,,,24285
Weatherford,Urban Area,Oklahoma,9526,10713,12076
Weatherford,Urban Area,Texas,23778,34824,48112
Webster City,Urban Area,Iowa,7849,7761,7606
Weiser,Urban Area,Idaho / Oregon,5612,5659,5599
Wellington,Urban Area,Colorado,2605,6224,11071
Wellington,Urban Area,Kansas,8453,7783,7398
Wellington,Urban Area,Ohio,4134,4845,4783
Wellston,Urban Area,Ohio,,,5655
Wellsville,Urban Area,New York,,,5339
Wenatchee (incl. Cashmere),Urban Area,Washington,60527,71952,78142
Wendell,Urban Area,North Carolina,,,8915
West Bend,Urban Area,Wisconsin,,,34552
West Columbia,Urban Area,Texas,,4976,5888
Westerly,Urban Area,Rhode Island / Connecticut,,,30955
West Frankfort,Urban Area,Illinois,,,7935
West Jefferson - Lake Darby,Urban Area,Ohio,4346,4572,8828
West Milford (Hewitt - Greenwood Lake),Urban Area,New Jersey / New York,,,17659
West Milton,Urban Area,Ohio,,,4646
Westminster,Urban Area,Maryland,,,40040
Weston,Urban Area,West Virginia,,,4430
West Plains,Urban Area,Missouri,10065,11242,11852
West Point,Urban Area,Mississippi,9594,9173,8134
West Point - Highland Falls,Urban Area,New York,,12141,12156
West Salem,Urban Area,Wisconsin,,,5557
Westville,Urban Area,Indiana,,,5189
West Wendover,Urban Area,Nevada / Utah,5447,5365,5238
Wetumpka,Urban Area,Alabama,5146,6659,6488
Wharton,Urban Area,Texas,9137,8964,8526
Wheeling,Urban Area,West Virginia / Ohio,,,57695
Whitefish,Urban Area,Montana,5485,6300,7898
Whitehall,Urban Area,Michigan,,,8678
White House,Urban Area,Tennessee,,,15587
Whitehouse,Urban Area,Texas,,,9139
Whiteman AFB - Knob Noster,Urban Area,Missouri,6504,5387,5577
White Rock,Urban Area,New Mexico,5487,5039,5169
Whiteville,Urban Area,North Carolina,,,5216
Whitewater,Urban Area,Wisconsin,13218,14227,14544
Wichita,Urban Area,Kansas,422301,472870,500231
Wichita Falls,Urban Area,Texas,99396,99437,97039
Wickenburg,Urban Area,Arizona,4897,3624,4801
Wildwood,Urban Area,Florida,,,13899
Wilkesboro - North Wilkesboro,Urban Area,North Carolina,16795,18264,19890
Willard,Urban Area,Missouri,,5531,6854
Willard,Urban Area,Ohio,10016,6309,6666
Williams,Urban Area,California,3537,5181,5558
Williamsburg,Urban Area,Kentucky,5715,5969,6365
Williamsburg,Urban Area,Virginia,,75689,89585
Williamsport,Urban Area,Pennsylvania,58693,56142,55344
Williamston,Urban Area,Michigan,,,4850
Williamston,Urban Area,North Carolina,5675,5361,5522
Williamston,Urban Area,South Carolina,,,10350
Willimantic,Urban Area,Connecticut,,,24332
Williston,Urban Area,North Dakota,13054,15127,29510
Willits,Urban Area,California,8053,8053,7552
Willmar,Urban Area,Minnesota,19161,20244,21586
Willows,Urban Area,California,7410,7346,7578
Wilmington,Urban Area,Illinois,,,6388
Wilmington,Urban Area,North Carolina,161149,219957,255329
Wilmington,Urban Area,Ohio,11519,12374,12546
Wilmore,Urban Area,Kentucky,5665,5508,5727
Wilson,Urban Area,North Carolina,44003,49190,48326
Winchendon,Urban Area,Massachusetts,,,4866
Winchester,Urban Area,Indiana,4959,4978,4797
Winchester,Urban Area,Kentucky,22265,25831,26253
Winchester,Urban Area,Tennessee,10915,11681,12702
Winchester,Urban Area,Virginia,53559,69449,83377
Winder,Urban Area,Georgia,13269,37831,50189
Wind Lake,Urban Area,Wisconsin,,,4856
Winfield,Urban Area,Kansas,11804,12029,11617
Winnemucca,Urban Area,Nevada,9362,10268,10546
Winnfield,Urban Area,Louisiana,6019,5376,4671
Winnsboro,Urban Area,Louisiana,6414,5361,5142
Winnsboro,Urban Area,South Carolina,5825,5141,4710
Winona,Urban Area,Minnesota,29440,30712,29633
Winslow,Urban Area,Arizona,,,7667
Winsted,Urban Area,Connecticut,,,7804
Winston-Salem,Urban Area,North Carolina,325446,391024,420924
Winter Haven,Urban Area,Florida,153924,201289,253251
Winters,Urban Area,California,6496,7082,7073
Winterset,Urban Area,Iowa,4851,5043,5077
Wisconsin Rapids,Urban Area,Wisconsin,30448,29169,29550
Wise - Norton,Urban Area,Virginia,,,8913
Woodburn,Urban Area,Oregon,,,27577
Woodlake,Urban Area,California,6895,7465,7514
Woodland,Urban Area,California,49168,55513,61133
Woodland,Urban Area,Washington,4107,5863,7217
Woodland Park,Urban Area,Colorado,10379,10528,11548
Woodmont,Urban Area,Georgia,,,6673
Woodstock,Urban Area,Illinois,20219,25308,25298
Woodstock,Urban Area,Virginia,,,5852
Woodward,Urban Area,Oklahoma,11088,11344,11458
Wooster,Urban Area,Ohio,30192,30430,32449
Worcester,Urban Area,Massachusetts / Connecticut,,,482085
Worland,Urban Area,Wyoming,5593,5465,4889
World Golf Village,Urban Area,Florida,,6622,19679
Worthington,Urban Area,Minnesota,11095,12616,13800
Worth - Lexington,Urban Area,Michigan,,,3310
Wrightwood,Urban Area,California,3705,4096,3927
Wynne,Urban Area,Arkansas,8140,7722,7564
Wytheville,Urban Area,Virginia,6836,7212,7154
Xenia,Urban Area,Ohio,,,26614
Yakima,Urban Area,Washington,112816,129534,133145
Yankton,Urban Area,South Dakota,13184,14637,16022
Yazoo City,Urban Area,Mississippi,14856,15546,15060
Yelm,Urban Area,Washington,6034,12387,14924
Yoakum,Urban Area,Texas,5663,5624,5598
York,Urban Area,Nebraska,7805,7633,7968
York,Urban Area,Pennsylvania,192903,232045,238549
York,Urban Area,South Carolina,6967,7931,8631
Youngstown,Urban Area,Ohio,,,320901
Yreka,Urban Area,California,7327,7598,7617
Yuba City,Urban Area,California,97645,116719,125706
Yucca Valley,Urban Area,California,,,18293
Yuma,Urban Area,Arizona / California,119906,135267,135717
Zachary,Urban Area,Louisiana,,,16600
Zanesville,Urban Area,Ohio,41841,42132,42301
Zapata - Medina,Urban Area,Texas,8580,10719,10942
Zebulon,Urban Area,North Carolina,,,8158
Zephyrhills,Urban Area,Florida,,,55133
Zimmerman,Urban Area,Minnesota,,,6360
