City,Country,Population (2025)
Tando Muhammad Khan,Pakistan,132322.1399
Mansa,India,79016.86286
Gafargaon,Bangladesh,123784.8156
Pattan,Pakistan,97978.89505
Dholka,India,115565.6488
Bagerhat,Bangladesh,120337.2417
Firuzabad,Iran,62504.16476
Layyah,Pakistan,146019.947
Ludhiana,India,2323217.464
Rajoir,Bangladesh,120043.0009
Tasouj,Iran,197778.2361
Daharki,Pakistan,118935.1703
Barnala,India,163593.012
Mathbarer Char,Bangladesh,173418.5515
Kavar,Iran,846499.6758
Tando Allahyar,Pakistan,193412.9794
Vijapur,India,50774.21023
Rajendrapur,Bangladesh,55163.43639
Attock,Pakistan,229788.4059
Gandhinagar,India,207147.2778
Kotalipara,Bangladesh,54634.11773
Talaja,India,52783.95097
Kishoreganj,Bangladesh,1511954.047
Hazro,Pakistan,281180.8159
Mansa,India,75470.17117
Nandail,Bangladesh,186040.87
Sanghar,Pakistan,80719.33055
Ladnu,India,67182.75319
Shibchar,Bangladesh,53728.418
Ratangarh,India,90937.14117
Sreenagar,Bangladesh,116351.4208
Topi,Pakistan,153671.3171
Sujangarh,India,118894.3683
Kapashia,Bangladesh,128424.1232
Dera Ghazi Khan,Pakistan,507821.4611
Merta City,India,56036.04952
Madaripur,Bangladesh,190801.8946
Matli,Pakistan,86121.96235
Idar,India,64516.25293
Zajira,Bangladesh,61522.5126
Allai,Pakistan,56301.29861
Himatnagar,India,185780.8841
Agailjhara,Bangladesh,217263.5266
Ardakan,Iran,55676.30223
Gadoon,Pakistan,56120.93576
Nawanshahr,India,71104.96145
Pirojpur,Bangladesh,94928.23921
Battagram,Pakistan,144387.1131
Bhadra,India,58045.32628
Swarupkathi,Bangladesh,119641.5259
Meybod,Iran,54291.97607
Ghazi,Pakistan,54448.45522
Malerkotla,India,143933.4052
Mohanganj,Bangladesh,87917.02832
Rajanpur,Pakistan,91357.68028
Doraha,India,50539.91213
Puler Ghat,Bangladesh,95344.60047
Pindi Gheb,Pakistan,65934.05144
Khambhat,India,166132.8772
Tarail,Bangladesh,61076.57213
Jampur,Pakistan,131788.1316
Dhuri,India,82174.75719
Shariatpur,Bangladesh,301047.3821
Kot Addu,Pakistan,151630.3393
Fatehabad,India,95828.06857
Banaripara,Bangladesh,70338.47822
Sarvestan,Iran,1018457.832
Oghi,Pakistan,151485.8268
Sangrur,India,135135.7086
Katiadi,Bangladesh,154095.2941
Kharameh,Iran,968040.1342
Chowk Azam,Pakistan,79561.21718
Didwana,India,77569.90393
Mathbaria,Bangladesh,61675.68204
Mirpur Khas,Pakistan,348228.7899
Ratia,India,51134.3891
Bhandaria,Bangladesh,55706.75971
Taxila,Pakistan,692754.301
Churu,India,120970.1761
Nikli,Bangladesh,136348.3408
Yazd,Iran,487689.5279
Sadiqabad,Pakistan,432622.2424
Sunam,India,90660.55717
Jamalganj,Bangladesh,87092.54805
Fasa,Iran,72888.73461
Qasba Gujrat,Pakistan,52683.91942
Nadiad,India,367174.8561
Bhedarganj,Bangladesh,93325.07687
Jahrom County,Iran,129970.3959
Fateh Jang,Pakistan,77316.01807
Petlad,India,94789.26849
Afamolla,Bangladesh,192492.3764
Bojnurd,Iran,241023.0459
Badin,Pakistan,136818.4718
Fatehpur Shekhawati,India,113948.2096
Jhalokathi,Bangladesh,113315.815
Rahim Yar Khan,Pakistan,653186.7616
Khanna,India,126045.2021
Bajitpur,Bangladesh,524086.6893
Haripur,Pakistan,432405.0292
Anand,India,639521.8157
Brahmanbaria,Bangladesh,1945179.109
Talagang,Pakistan,151282.6542
Kapadvanj,India,104157.6193
Sanjaypur,Bangladesh,58827.16608
Esfarayen,Iran,66690.03504
Baffa,Pakistan,138512.8604
Udaipur,India,774958.5242
Chengarchar,Bangladesh,184749.8944
Neqab,Iran,178288.0359
Mansehra,Pakistan,474268.3721
Borsad,India,162113.7889
Shirvan,Iran,91530.99676
Digri,Pakistan,50237.70438
Jambusar,India,51495.8341
Barishal,Bangladesh,432531.7585
Anar,Iran,109187.2336
Jatoi,Pakistan,58148.24609
Mandi Gobindgarh,India,150631.1474
Barguna,Bangladesh,102243.4719
Darab,Iran,85089.84241
Havelian Cantonment,Pakistan,195088.3434
Nabha,India,131468.6925
Sunamganj,Bangladesh,248062.3813
Sabzevar,Iran,118232.8482
Islamabad,Pakistan,4913527.805
Nathdwara,India,60798.90567
Char Madhua,Bangladesh,58157.38963
Balakot,Pakistan,88853.02785
Rajsamand,India,122023.7894
Austagram,Bangladesh,98811.62458
Quchan,Iran,102986.8224
Garhi Habibullah,Pakistan,143290.365
Modasa,India,114957.2556
Chandpur,Bangladesh,422658.4833
Rafsanjan,Iran,129380.1574
Abbottabad,Pakistan,801284.3212
Makrana,India,161476.3459
Matlab,Bangladesh,59509.63911
Sirjan,Iran,164400.5951
Muzaffargarh,Pakistan,335837.8707
Beawar,India,215771.9223
Dirai,Bangladesh,84640.10592
Firuzeh,Iran,101571.9546
Joharabad,Pakistan,375821.915
Rajgarh,India,82105.79104
Patuakhali,Bangladesh,145802.12
Neyshabur,Iran,236479.9229
Alipur,Pakistan,111653.4003
Laxmangarh,India,56035.14704
Satmura,Bangladesh,199513.01
Zarand,Iran,52186.09981
Khanpur,Pakistan,264308.581
Tohana,India,85240.80358
Narayanpur,Bangladesh,111324.1711
Kashmar,Iran,85398.85918
Gilgit,Pakistan,78191.35255
Umreth,India,53739.4785
Shibpur,Bangladesh,156225.4056
Mashhad,Iran,5377005.35
Muzaffarabad,Pakistan,237174.5498
Rupnagar,India,77923.28498
Baniachong,Bangladesh,173413.8655
Kerman,Iran,514220.1726
Multan,Pakistan,2970059.131
Surat,India,7100723.104
Nasirnagar,Bangladesh,79513.58537
Arzuiyeh,Iran,79921.23623
Shujaabad,Pakistan,171999.8932
Gokarna,Bangladesh,65948.5385
Torbat-e Heydarieh,Iran,143794.5784
Bani Gala,Pakistan,154614.1539
Patran,India,52942.18942
Shahbazpur,Bangladesh,88647.55037
Rabor,Iran,104697.4577
Uch Sharif,Pakistan,75501.20768
Hisar,India,518588.2021
Lakhai,Bangladesh,119885.62
Bandar Abbas,Iran,374709.0936
Chakwal,Pakistan,236263.2056
Majri,India,94563.83549
Comilla,Bangladesh,74332.32586
Minab,Iran,59500.08153
Sahiwal,Pakistan,51630.13668
Kuchaman,India,87792.68584
Mehari,Bangladesh,55197.57379
Roudan,Iran,52856.76143
Liaquatpur,Pakistan,85916.40666
Sundarnagar,India,51020.20644
Bhola,Bangladesh,397537.8253
Birjand,Iran,157216.4127
Jalalpur Pirwala,Pakistan,77391.13414
Ajmer,India,619479.2802
Chhatak,Bangladesh,140520.3912
جیرفت,Iran,275349.7468
Kunri,Pakistan,56124.45022
Vadodara,India,2269389.884
Shaistaganj,Bangladesh,293717.2916
Birote,Pakistan,58535.63912
Padra,India,61420.47128
Companyganj,Bangladesh,141137.0921
Seerik,Iran,80106.09064
Umerkot,Pakistan,174794.4608
Patiala,India,694312.3265
Habiganj,Bangladesh,220508.0518
Kahnuj,Iran,59844.39369
Kahuta,Pakistan,107514.8935
Balasinor,India,58493.99782
Bijoynagar,Bangladesh,79612.38288
Torbat-e Jam,Iran,95546.32691
Ahmedpur East,Pakistan,201521.9886
Nalagarh,India,52044.9988
Shahrasti,Bangladesh,181224.8787
Bam,Iran,98011.94085
Sargodha,Pakistan,1127650.941
Sikar,India,294150.3617
Madhabpur,Bangladesh,82809.2579
Rudbar,Iran,79281.00286
Sillanwali,Pakistan,89321.67747
Bharuch,India,398028.7289
Akhaura,Bangladesh,162070.6951
Narmashir,Iran,318495.4534
Kabirwala,Pakistan,87154.60731
Jhunjhunu,India,185763.6884
Kasba,Bangladesh,76945.38686
Fahraj,Iran,208078.9174
Shorkot,Pakistan,55740.67344
Nawalgarh,India,84520.46515
Bahubal,Bangladesh,197619.4331
MohammadAbad-e Rigan,Iran,219224.3035
Gujar Khan,Pakistan,150401.5985
Dungarpur,India,57234.14896
Munshir Hat,Bangladesh,222868.0028
Golmorti,Iran,172240.7791
Bhera,Pakistan,66852.38584
Chandigarh,India,2417872.088
বিশ্বনাথ - Biswanath,Bangladesh,77307.11977
Zahedan,Iran,541632.7259
Jhang,Pakistan,485195.1177
Ankleshwar,India,284472.2798
Haria Hossainpur,Bangladesh,78443.14262
Zabol,Iran,113871.6659
Khewra,Pakistan,79895.56808
Cheeka,India,57943.07108
Sylhet,Bangladesh,1206965.478
Khanewal,Pakistan,275346.7371
Kosamba,India,63381.39778
Chunarughat,Bangladesh,78922.2998
Iranshahr,Iran,94701.77177
Jahanian,Pakistan,70196.77012
Narwana,India,93176.77633
Routhkhai,Bangladesh,71180.82085
Khash,Iran,85545.94783
Bhalwal,Pakistan,178540.3879
Kamrej,India,134669.4222
Lalmohan,Bangladesh,64180.78675
Chabahar,Iran,157731.026
Dunyapur,Pakistan,51354.52028
Pilani,India,86663.52278
Char Alexander,Bangladesh,107725.1786
Suran,Iran,91932.90807
Lodhran,Pakistan,147820.4476
RICCO Industrial Area,India,261718.1761
Tazumoddin,Bangladesh,121933.1812
Rawalakot,Pakistan,74948.26983
Rajpura,India,170474.6519
Charfasson,Bangladesh,66806.54639
Bahawalpur,Pakistan,738885.3445
Hansi,India,121648.865
Moulvibazar,Bangladesh,279666.0305
Lalian,Pakistan,74124.7312
Lunavada,India,70367.91452
Golapganj,Bangladesh,344135.2209
Malakwal,Pakistan,78133.51669
Navsari,India,392174.2346
Sreemangal,Bangladesh,239253.8146
Toba Tek Singh,Pakistan,206202.3347
Kalol,India,67051.07499
Fenchuganj,Bangladesh,168552.581
Kahror Pacca,Pakistan,111140.4448
Halol,India,143067.8936
Darbasta,Bangladesh,68006.2551
Rabwah,Pakistan,184819.0569
Chirawa,India,85250.70371
Charkhai,Bangladesh,83090.83962
Pir Mahal,Pakistan,102583.2318
Kaithal,India,253733.7787
Beanibazar,Bangladesh,163066.8068
Dina,Pakistan,171753.491
Valsad,India,282644.7726
Gojra,Pakistan,332920.3828
Daman,India,76386.62673
Kulaura,Bangladesh,197980.8068
Mian Channu,Pakistan,179902.0468
Umbergaon Road,India,61441.609
Feni,Bangladesh,396625.7074
Kotli,Pakistan,150582.4089
Dahanu,India,86774.37301
Shahbazpur,Bangladesh,55928.33065
Chiniot,Pakistan,314460.9266
Kalka,India,136632.5324
Hatiya,Bangladesh,94690.65382
Mirpur,Pakistan,94666.05562
Godhra,India,339726.6739
Barlekha,Bangladesh,108018.4783
Mandi Bahauddin,Pakistan,303835.576
Bilimora,India,100109.5797
Baraiyarhat,Bangladesh,207890.7982
Mailsi,Pakistan,135676.1832
Dabhoi,India,62698.73153
Chagalnaiya,Bangladesh,60478.97541
Jhelum,Pakistan,433354.1031
Bardoli,India,94223.70346
Mirsharai,Bangladesh,77221.68957
Faisalabad,Pakistan,5676792.888
Vapi,India,683366.1874
Sandwip,Bangladesh,306497.8514
Kamalia,Pakistan,177323.3503
Boisar,India,259992.8418
Chattogram,Bangladesh,5175717.307
Vehari,Pakistan,241126.8282
Ambala,India,612643.1876
Matiranga,Bangladesh,58312.05677
Sarai Alamgir,Pakistan,143040.9605
Pehowa,India,72342.75013
Nazirhat,Bangladesh,319323.503
Pindi Bhattian,Pakistan,77026.38871
Bhilwara,India,421062.1906
Khagrachhari,Bangladesh,71235.51123
Phalia,Pakistan,101795.4538
Shimla,India,209366.0832
Raozan,Bangladesh,125761.6204
Mamunkanjan,Pakistan,57409.57852
Jind,India,255464.6788
Rangunia,Bangladesh,237115.2507
Chichawatni,Pakistan,194881.6674
Palghar,India,135693.1933
Chandanaish,Bangladesh,365775.1079
Samundri,Pakistan,227963.5488
Sagwara,India,68280.2109
Saral,Bangladesh,122323.4458
Dinga,Pakistan,96851.69358
Solan,India,71504.87989
Rangamati,Bangladesh,98867.12844
Chak Jhumra,Pakistan,68855.84687
Kharadpada,India,61241.2036
Banshkhali,Bangladesh,116902.6793
Kharian,Pakistan,243761.3821
Pundri,India,54130.91027
Kutubdia,Bangladesh,885710.9374
Sangla Hill,Pakistan,135158.5933
Bhiwani,India,278241.9195
Satkania,Bangladesh,528737.5892
Shahkot,Pakistan,504053.3473
Silvassa,India,389208.9288
Moheshkhali,Bangladesh,112901.945
Lalamusa,Pakistan,217264.3619
Rajpipla,India,66792.9548
Malumghat Bazar,Bangladesh,62248.31294
Burewala,Pakistan,313815.1146
Vasai-Virar,India,1551310.96
Ramu,Bangladesh,456508.7492
Tandlianwala,Pakistan,107248.3373
Chittorgarh,India,180414.6672
Eidgaon,Bangladesh,111296.7916
Hasilpur,Pakistan,212054.0574
Neem Ka Thana,India,104830.4722
Hakimpara,Bangladesh,177943.2508
Hafizabad,Pakistan,416718.1802
Kurukshetra,India,334539.6854
Teknaf,Bangladesh,79948.95905
Kotla Arab Ali Khan,Pakistan,54482.41891
Mumbai,India,20453270.03
Ali Pur Chatha,Pakistan,96954.49446
Vyara,India,94845.67162
Gaggoo,Pakistan,56094.30617
Charkhi Dadri,India,99418.86609
Kunjah,Pakistan,52755.41033
Kekri,India,60288.08677
Safdarabad,Pakistan,50372.32201
Barara,India,61476.59238
Sahiwal,Pakistan,693877.0397
Safidon,India,56103.5321
Gujrat,Pakistan,801913.7828
Mahendragarh,India,55558.40373
Jaranwala,Pakistan,317975.4075
Nimbahera,India,68350.1107
Skardu,Pakistan,92501.8574
Chomu,India,97656.17921
Wazirabad,Pakistan,317490.2004
Narnaul,India,116292.9902
Arifwala,Pakistan,194057.0124
Malpura,India,57634.62064
Jalalpur Jattan,Pakistan,132286.6841
Jaipur,India,4229049.673
Mananwala,Pakistan,71236.96089
Uran,India,82223.95864
Chishtian Sharif,Pakistan,169552.1718
Alibag,India,112122.8816
Farooqabad,Pakistan,136174.702
Rohtak,India,512459.8911
Okara Cantonment,Pakistan,81852.28259
Gohana,India,135298.6376
Qila Didar Singh,Pakistan,75009.15023
Karnal,India,467881.2779
Nankana Sahib,Pakistan,163011.2584
Banswara,India,170989.7886
Gujranwala,Pakistan,3108698.023
Kalyan-Dombivli,India,3214860.965
Ghakhar Mandi,Pakistan,122996.3029
Sithana,India,82724.91703
Nowshera Virkan,Pakistan,75054.93051
Shahpur,India,54918.96818
Feroze Wattwan,Pakistan,115215.1849
Dahod,India,302248.0279
Bucheki,Pakistan,57242.15731
Panvel,India,665079.5354
Okara,Pakistan,679270.452
Yamunanagar,India,660062.2933
Warburton,Pakistan,73688.92235
Neemuch,India,128925.3456
Sambrial,Pakistan,209996.3747
Panipat,India,696044.9367
Lahore,Pakistan,14305060.03
Amber,India,57066.07785
More Khunda,Pakistan,67600.309
Dolvi,India,95339.8788
Tatlay Aali,Pakistan,54840.90209
Kotputli,India,114361.4493
Renala Khurd,Pakistan,166096.0701
Deoli,India,52325.26287
Pakpattan,Pakistan,338403.3891
Navapur,India,60015.52385
Sialkot,Pakistan,1830743.69
Behror,India,66076.67634
Daska,Pakistan,408492.7549
Pen,India,61254.15553
Fort Abbas,Pakistan,151293.1611
Kanauta,India,198008.3709
Jamke Cheema,Pakistan,69057.48208
Pratapgarh,India,75413.30208
Kamoke,Pakistan,397021.7425
Ahwa,India,52360.66129
Bahawalnagar,Pakistan,205682.6147
Shahapur,India,124571.2395
Faqirwali,Pakistan,64148.98992
Jhajjar,India,56659.11498
Haroonabad,Pakistan,150025.7235
Neemrana,India,70572.64122
منڈی فیض آباد,Pakistan,74734.19574
Gangoh,India,56422.15821
Phool Nagar,Pakistan,141234.6137
Samalkha,India,84791.95078
Depalpur,Pakistan,190980.5383
Roha,India,62840.72908
Pattoki,Pakistan,230537.0909
Paonta Sahib,India,52009.82157
Khanke Mod,Pakistan,90871.71205
Neral,India,51037.50031
Muridke,Pakistan,328331.6096
Gannaur,India,59741.288
Nathe Khalsa,Pakistan,108621.3374
Murbad,India,83776.11401
Sharaqpur,Pakistan,54374.23025
Rewari,India,199634.243
Manga,Pakistan,67730.34652
Karjat,India,54336.30577
Haveli Lakha,Pakistan,149384.4212
Sonipat,India,384320.2679
Hujra Shah Muqeem,Pakistan,70538.2985
Bawal,India,58507.61162
Minchinabad,Pakistan,66054.49933
New Delhi,India,31422507.92
Chunian,Pakistan,119180.4067
Tonk,India,216164.9549
Raiwind,Pakistan,379367.6414
Kairana,India,128438.2681
Pasrur,Pakistan,181461.0104
Khopoli,India,76033.52944
Kot Radha Kishan,Pakistan,81055.32443
Saharanpur,India,1252966.89
Chawinda,Pakistan,56082.0005
Niwai,India,72417.90602
Basirpur,Pakistan,65331.9828
Mandsaur,India,167402.7462
Allahabad,Pakistan,115761.3581
Nashik,India,1970969.903
Zafarwal,Pakistan,86609.2598
Shamli,India,204540.3778
Narowal,Pakistan,320887.6081
Bahalgarh,India,86139.05217
Mustafabad,Pakistan,69459.65644
Lonavala,India,104777.7537
Kasur,Pakistan,552723.0383
Kandhla,India,73301.05614
Pangalah,Pakistan,54520.87016
Rasoi,India,698923.968
Shakar Garh,Pakistan,230588.2878
Bhiwadi,India,373371.0844
Bundi,India,140892.0278
Sela Kui,India,53400.59075
Khairthal,India,88105.51587
Khushkhera,India,51693.88006
Nandurbar,India,207514.829
Baraut,India,209207.7001
Baghpat,India,141126.2
Alwar,India,541266.2219
Dausa,India,222260.1942
Chutmalpur,India,55908.05947
Dehradun,India,1191308.313
Baghpat Road,India,68874.64874
Pimpalgaon Basvant,India,51279.16115
Rawatbhata,India,58409.69145
Jaora,India,67093.47047
Bhagwānpur,India,96065.50805
Ratlam,India,347986.4042
Deoband,India,167825.9309
Budhana,India,86013.96183
Goondpur,India,57714.01698
Bhondsi,India,50008.30371
Shahada,India,195718.9444
Talegaon Dabhade,India,103587.641
Sinnar,India,102480.2739
Rajgarh,India,74671.8444
Lalsot,India,75590.92849
Sohna,India,78123.72129
Nuh,India,60468.23274
Bandikui,India,164881.8625
Kota,India,1220154.188
Roorkee,India,480051.8107
Ratnagiri,India,222401.9099
Muzaffarnagar,India,828957.5906
Pune,India,6674000.048
Sikandra,India,81188.13334
Chakan,India,209283.6505
Sardhana,India,81521.01188
Dondaicha,India,86683.15732
Chiplun,India,107808.2694
Haridwar,India,684947.3873
Khatauli,India,149029.334
Meerut,India,2169152.405
Sawai Madhopur,India,232746.2788
Barwani,India,99572.08237
Laksar,India,56203.75733
Daurala,India,58337.08036
Nagda,India,144203.3004
Sangamner,India,106275.2464
Greater Noida,India,324832.0042
Palwal,India,251603.1365
Rishikesh,India,309382.0766
Malegaon,India,552385.4682
Bhawani Mandi,India,64977.22139
Manmad,India,71011.13443
Ramganj Mandi,India,130228.9697
Manawar,India,75553.82078
Miranpur,India,59195.00874
Mahwa,India,51724.84702
Gangapur City,India,234247.8145
Kherli,India,60530.58663
Hapur,India,486371.6091
Shirpur,India,149415.9797
Mawana,India,85067.70357
Hodal,India,101385.2402
Dhar,India,110193.8543
Dhule,India,605325.0796
Shikrapur,India,52816.74901
Kaman,India,64294.23962
Sikandarabad,India,239081.9938
Kopargaon,India,72597.99996
Mehidpur,India,51490.22226
Sainagar,India,68819.85072
Bijnor,India,250236.3839
Kiratpur,India,89397.84997
Sendhwa,India,148616.7015
Gulavthi,India,84965.59479
Kosi Kalan,India,115352.85
Jhalawar,India,115273.8337
Satara,India,345256.2182
Deeg,India,85605.75186
Hindaun,India,244144.6278
Najibabad,India,260039.4157
Kotdwar,India,149539.977
Bulandshahr,India,510256.122
Karauli,India,204924.1809
Sheopur,India,114379.5167
Sagorkuti,India,150554.3424
Amalner,India,163165.8921
Govardhan,India,198853.4575
Ujjain,India,573699.2138
Shrirampur,India,107346.9571
Srinagar,India,83806.20588
Baran,India,139426.9336
Garhmuktesar,India,80028.32352
Khurja,India,331037.0377
Chandpur,India,141601.6405
Agar,India,68534.09403
Nagina,India,68776.67654
Bayana,India,106315.6888
Nahtaur,India,93752.07578
Siyana,India,60980.5555
Pithampur,India,125021.5867
Dhanaura,India,70527.26599
Chalisgaon,India,184159.2716
Bharatpur,India,394354.9633
Khair,India,79552.26217
Vrindavan,India,225522.7077
Gajraula,India,141106.5842
Mathura,India,554183.6576
Karad,India,223669.6313
Arpora,India,62206.93901
Indore,India,3598874.472
Chopda,India,154895.9703
Noorpur,India,69917.90536
Kedgaon,India,455978.7761
Shikarpur,India,62701.09623
Dhampur,India,208950.7589
Panaji,India,182796.9524
Jahangirabad,India,80300.72631
Vasco da Gama,India,119385.416
Phaltan,India,81718.49248
Hasanpur,India,74986.94618
Sherkot,India,121684.4491
Daund,India,61258.07968
Khargone,India,102174.1137
Bhadgaon,India,57500.5616
Islampur,India,178181.2618
Kannad,India,76845.38187
Seohara,India,130829.5298
Dewas,India,357534.1447
Kolhapur,India,807275.9814
Amroha,India,292364.8858
Aklera,India,68222.22391
Baramati,India,156830.4094
Fatehpur Sikri,India,62266.58448
Aligarh,India,1694356.57
Iglas,India,50573.43861
Margao,India,146227.2418
Anupshahr,India,59500.70664
Pachora,India,130498.965
Shiroli,India,87131.15964
Shajapur,India,78661.80966
Kanth,India,94329.73327
Dibai,India,101630.2907
Ponda,India,68338.67565
Sabalgarh,India,103537.4539
Jalgaon,India,747454.4459
Kiraoli,India,53057.30822
Hathras,India,394120.4729
Bari,India,114279.9905
Jaspur,India,80316.51169
Sasni,India,54216.54868
Agra,India,2790455.796
Waladgaon,India,198092.5035
Atrauli,India,89254.88176
Moradabad,India,1446662.201
Kheragarh,India,56805.7942
Sarangpur,India,54518.35154
Chhatrapati Sambhajinagar,India,1542902.341
Sambhal,India,420976.2843
Sadabad,India,79678.86239
Barwaha,India,52896.4457
Ichalkaranji,India,458644.9552
Nippani,India,68665.59049
Gadahinglaj,India,53141.65367
Thakurdwara,India,316378.8295
Yawal,India,52435.83936
Kailaras,India,56428.93538
Sanawad,India,62090.1506
Sangli,India,727119.4742
Shevgaon,India,54584.14893
Jaysingpur,India,117816.877
Karwar,India,119838.7145
Dhaulpur,India,260031.5869
Bhusawal,India,300786.5961
Bahjoi,India,78102.28362
Dhakia Jumma,India,78783.74192
Faizpur,India,51713.68967
Tanda,India,84755.15467
Sahaspur,India,139700.1435
Jamner,India,92824.65247
Kher Khata,India,58692.58615
Sikandra Rao,India,97517.19362
Joura,India,99684.42496
Paithan,India,54353.16533
Sillod,India,87603.30001
Belagavi,India,789453.9769
Jalesar,India,77939.3041
Chandausi,India,326599.6357
Shamsabad,India,61737.04115
Tundla,India,264782.3758
Biaora,India,96507.45741
Shujalpur,India,80419.46776
Suar,India,54407.55891
Islamnagar,India,62002.26045
Akluj,India,81622.37951
Saifni,India,53802.22826
Chachaura-Binaganj,India,56698.40697
Bajpur,India,59684.58339
Morena,India,369896.7709
Raver,India,81842.09173
Rampur,India,533448.1479
Guna,India,257693.2046
Kasganj,India,191587.354
Sahaswan,India,97955.44305
Firozabad,India,859858.6446
Fatehabad,India,59794.91736
Ashta,India,75744.04484
Gadarpur,India,52250.7326
Shivpuri,India,246608.4471
Khandwa,India,369061.2341
Sahabad,India,54300.62161
Burhanpur,India,330992.3966
Kumta,India,63445.5811
Bisauli,India,74954.08736
Soron,India,57371.77518
Ambah,India,107169.3956
Bamaur,India,55386.03629
Gokak,India,97511.14031
Etah,India,314492.9126
Bilaspur,India,71337.46551
Honnavar,India,51240.12179
Milak,India,68955.62684
Jalna,India,383638.3076
Gwalior,India,1529322.651
Ambad,India,60684.22352
Almora,India,75102.25021
Haldwani,India,445612.41
Rudrapur,India,314250.3492
Malkapur,India,121428.9292
Porsa,India,109007.8819
Athani,India,51729.53017
Pandharpur,India,120312.449
Bailhongal,India,86246.6877
Shikohabad,India,237255.8571
Georai,India,57669.18902
Ujhani,India,113442.2481
Malanpur,India,58722.01658
Buldhana,India,195495.8864
Lalkuan,India,93001.37402
Aonla,India,121374.6452
Bhatkal,India,108615.5443
Sehore,India,161580.3612
Beed,India,291383.2797
Ganj Dundwara,India,86924.29108
Rabakavi Banahatti,India,68973.56918
Bah,India,64836.52034
Badaun,India,369269.7909
Sirsaganj,India,73445.30574
Baheri,India,110838.9875
Gohad,India,56717.74925
Bareilly,India,1609406.002
Chikhli,India,117670.0663
Ashoknagar,India,73222.39044
Dharwad,India,948072.4896
Barshi,India,132865.0211
Sirsi,India,94184.62786
Jalgaon Jamod,India,63075.50075
Nandura,India,87169.4995
Jamakhandi,India,72405.36792
Berasia,India,54170.46049
Saundatti,India,57898.04285
Dabra,India,161342.6765
Kakrala,India,52751.55257
Bhopal,India,2599311.123
Mudhol,India,58780.44868
Kundapura,India,114637.2395
Sitarganj,India,60217.83741
Mahgawan,India,62940.12393
Sironj,India,85206.54091
Khamgaon,India,210378.0977
Hubli,India,115698.3462
Udupi,India,303721.8539
Mainpuri,India,322006.7993
Harda,India,79044.22875
Partur,India,54011.28616
Nawabganj,India,98035.61472
Karhal,India,55461.29219
Ramdurg,India,51385.86503
Aliganj,India,57323.53497
Jaswantnagar,India,68924.58877
Bhind,India,396783.5741
Faridpur,India,132531.4735
Majalgaon,India,112242.4804
Pithoragarh,India,112794.3215
Datia,India,218285.841
Shegaon,India,95887.53923
Sagara,India,69799.32424
Mangaluru,India,967000.1682
Pilibhit,India,332779.3007
Mandideep,India,148574.2794
Khatīma,India,96702.77062
Kaimganj,India,148193.6358
Chanderi,India,55903.43923
Etawah,India,458608.6735
Mehkar,India,94880.63373
Vijayapura,India,418496.9333
Dharashiv,India,231152.7243
Solapur,India,1109881.787
Balapur,India,62736.19327
Mungaoli,India,73637.47462
Selu,India,75974.74359
Jhansi,India,678723.3721
Basoda,India,139051.762
Vidisha,India,247130.06
Manjeshwar,India,59458.81826
Bisalpur,India,136141.8703
Pathri,India,52117.10119
Raisen,India,69332.22273
Gaddanakeri Tanda,India,145334.9171
Manwat,India,55127.20609
Akot,India,124952.4426
Lakhna,India,50905.08003
Lahar,India,57563.919
Bagalkote,India,53622.3161
Tilhar,India,120495.2588
Ambajogai,India,189369.5221
Lakshmeshvara,India,53052.70475
Haveri,India,100139.861
Bantwal Cross Road,India,73100.27375
Jalalabad,India,89551.849
Bharthana,India,81358.21694
Akola,India,671544.3052
Lalitpur,India,246324.0422
Bina Etawa,India,68495.73179
Kasaragod,India,191007.2712
Farrukhabad,India,576426.1302
Risod,India,73531.97528
Jintur,India,82645.47653
Shikaripura,India,64049.62043
Narmadapuram,India,135811.2002
Gadag-Betageri,India,243721.1803
Chhibramau,India,147419.8461
Parli,India,172261.7529
Puranpur,India,147315.4857
Shahjahanpur,India,652809.8921
Kanhangad,India,100444.2399
Akkalkot,India,70200.42924
Itarsi,India,126826.3907
Puttur,India,91234.17006
Anjangaon,India,73455.76426
Khurai,India,64975.61906
Parbhani,India,432999.1361
Latur,India,493858.6818
Konch,India,74187.76023
Bidhuna,India,63269.24007
Ausa,India,51133.27146
Ranebennur,India,120929.4719
Payyanur,India,194800.1383
Daryapur,India,67309.65031
Gangakhed,India,80821.81515
Shahabad,India,139987.4156
Mamrezpur Al,India,65459.24413
Shivamogga,India,404348.597
Sindagi,India,71342.88513
Gursahaiganj,India,88562.37419
Washim,India,155854.2104
Achalpur,India,181520.4051
Dibiyapur,India,102191.1771
Jalaun,India,82465.8501
Murtijapur,India,86548.79645
Muddebihala,India,53560.76459
Auraiya,India,214712.2923
Begamganj,India,72225.62647
Tikamgarh,India,142467.9319
Gursarai,India,60073.69112
Ilkal,India,113544.9156
Mohmadi,India,78391.70711
Harihara,India,135257.2255
Tirwaganj,India,82145.56791
Hingoli,India,170386.8748
Bhadravathi,India,160132.153
Mangrul Pir,India,68243.02968
Umarga,India,57150.00568
Taliparamba,India,163413.4422
Kannur,India,503269.2982
Alanda,India,52533.80902
Anthoor,India,68723.94616
Betul,India,177043.9655
Purna,India,50247.98055
Orai,India,297191.9548
Mauranipur,India,108438.3586
Kannauj,India,216663.3366
Nilanga,India,68675.3675
Palia Kalan,India,70284.9153
