City,Country,Population (2025)
Sarawa,Egypt,68180.40192
Haylan,Syria,75782.10244
Erbil,Iraq,1514144.042
Jizan,Saudi Arabia,65731.44184
El Kelaa des Sraghna,Morocco,107185.6286
Chlef,Algeria,216909.5168
Zarzis,Tunisia,56320.03881
Tire,Turkey,52238.8062
Buram,Sudan,534045.9442
Borj Al Burullous,Egypt,189964.7194
`Adra,Syria,58589.4662
Ramadi,Iraq,463729.6439
Sabya,Saudi Arabia,64772.39827
Al Husaydhiah,Yemen,79395.13446
Benslimane,Morocco,53906.7602
Tiaret,Algeria,246773.5124
Karacabey,Turkey,56102.97871
Al-Fashir,Sudan,665729.8535
Kafr Al Sheikh,Egypt,379936.8319
As Safirah,Syria,80140.11171
Tikrit,Iraq,99758.15382
Abu `Arish,Saudi Arabia,94657.85024
Zabid,Yemen,87984.14965
Ouarzazate,Morocco,95279.89812
Sougueur,Algeria,91766.36499
Istanbul,Turkey,14210222.07
Mellit,Sudan,210801.2383
Birma,Egypt,96072.88954
Salamiyah,Syria,69464.07158
Soran,Iraq,143093.895
Samitah,Saudi Arabia,65023.24317
Sa`dah,Yemen,159979.4604
Khouribga,Morocco,227340.5404
Tissemsilt,Algeria,83751.55517
Aydin,Turkey,265142.45
Sheiria,Sudan,122207.3796
Terenuthis,Egypt,72300.49007
Al-Bab,Syria,81209.96934
Al Khalidiyah,Iraq,60588.28565
Ad Dawadimi,Saudi Arabia,70339.90445
Rabat,Morocco,2094220.784
Ain Defla,Algeria,80479.85824
Mustafakemalpaşa,Turkey,70942.55024
Masrif Shinu,Egypt,55178.78622
As Suwayda,Syria,128546.2524
Samarra,Iraq,209909.7763
Az Zulfi,Saudi Arabia,58795.55387
Sidi Yahya Zaer,Morocco,60284.4874
Aflou,Algeria,196807.0412
Arnavutköy,Turkey,88618.78171
Muhajiriyah,Sudan,50034.33825
Al-Shawashna,Egypt,86385.15813
Manbij,Syria,177388.6932
Kirkuk,Iraq,1238661.948
Hafar Al-Batin,Saudi Arabia,346992.6354
Aïn El Aouda,Morocco,62209.83552
Khemis Miliana,Algeria,105035.5222
Ödemiş,Turkey,89269.50028
Khazan Gedid,Sudan,106274.8394
Qotur,Egypt,50673.43729
Kobani,Syria,71945.86049
koya,Iraq,82415.13434
Al Jarrahi,Yemen,122891.3937
Najran,Saudi Arabia,261656.2318
Souk Sebt Oulad Nemma,Morocco,64664.03727
Miliana,Algeria,54544.74316
Milas,Turkey,57927.47957
Khureit (Al Kuma),Sudan,88130.93345
Tala,Egypt,121830.2966
Al-Tabqah,Syria,97163.53171
Fallujah,Iraq,379871.1373
Hajja,Yemen,90119.04584
Wadi Ad Dawasir,Saudi Arabia,96876.29232
Fkih Ben Salah,Morocco,117883.2687
Ksar Chellala,Algeria,66364.73786
Salihli,Turkey,122695.1955
Ad Da'ein,Sudan,606604.1673
Al Shuhada,Egypt,110388.3178
Raqqa,Syria,193731.4357
بلد,Iraq,75393.9199
Riyadh,Saudi Arabia,7970319.431
Sidi Taibi,Morocco,53889.58608
El Affroun,Algeria,54880.4757
Mudanya,Turkey,72723.55714
Abu Matarig,Sudan,87249.04163
Sanhur,Egypt,415010.5632
Deir Ez Zor,Syria,253386.8801
Al Mushahidah,Iraq,772528.9075
Zahrat Laban,Saudi Arabia,295863.7947
Azilal,Morocco,57081.8058
Koléa,Algeria,261237.5257
Bursa,Turkey,2366447.919
Kafr al Tarayna,Egypt,134306.7266
Al-Hasakah,Syria,186100.1712
Shorsh,Iraq,233819.6302
Al Ared,Saudi Arabia,75800.61191
Kenitra,Morocco,588772.1007
Medea,Algeria,156467.1964
Nazilli,Turkey,128676.3599
Umm Kaddada,Sudan,70437.53419
Tanta,Egypt,941974.4634
Ash Shaddaday,Syria,50530.30149
Tuz Khormato,Iraq,158585.4217
As Sayh,Saudi Arabia,181626.0379
Oued Zem,Morocco,103223.2911
Ksar El Boukhari,Algeria,77421.01077
Alaşehir,Turkey,68180.4193
Al-Gharaq,Egypt,126907.1249
Al Mayadin,Syria,83826.68204
Sab al Bor,Iraq,60937.27082
Shi`b al Ghayl,Yemen,89200.33988
Al Khafji,Saudi Arabia,79490.01343
Beni Mellal,Morocco,230259.3872
Blida,Algeria,703325.7054
Gemlik,Turkey,60858.60048
Adiela,Sudan,170464.8012
Sers Al Layyan,Egypt,280635.4512
Qamishli,Syria,272984.9984
Baghdad,Iraq,6891721.864
Sharurah,Saudi Arabia,108686.6138
Bejaad,Morocco,54362.33153
Zeralda,Algeria,151883.7825
Marmaris,Turkey,73777.91244
Ailliet,Sudan,63296.95384
Tabluha,Egypt,58272.56284
Abu Kamal,Syria,89435.93261
Qaladiza,Iraq,53038.89519
Mawza`,Yemen,133586.4651
الفاروق,Saudi Arabia,97434.90866
Tiflet,Morocco,116587.6805
Algiers,Algeria,3316231.955
Muğla,Turkey,73642.9352
Ghubaysh,Sudan,93166.51499
Tubhar,Egypt,75151.46426
Al Mu`abbadah,Syria,61386.74784
At Taji,Iraq,56908.59885
Al Jubayl,Saudi Arabia,93633.4217
Kasba Tadla,Morocco,69845.71353
Laghouat,Algeria,235439.1775
Yalova,Turkey,181686.0337
Muglad,Sudan,101556.9397
Shibin Al-Kom,Egypt,468890.2205
Karbala,Iraq,1078646.121
Al Ahsa,Saudi Arabia,796535.7952
Sidi Yahya du Gharb,Morocco,59620.44864
Berrouaghia,Algeria,59533.90484
İnegöl,Turkey,214533.4044
Babanusah,Sudan,54415.34666
6th of October,Egypt,213027.3542
Jafar Muhammad Ali,Iraq,545024.049
Khamir,Yemen,86707.54276
Safwa,Saudi Arabia,56997.63314
Larache,Morocco,130545.2967
Ain Oussara,Algeria,147458.5286
Kocaeli,Turkey,746536.2234
En Nahud,Sudan,202793.4546
Shunufa,Egypt,75209.97605
Qaryat at Taliah,Iraq,149127.319
`Amran,Yemen,176304.9179
Dammam,Saudi Arabia,2634828.55
Khemisset,Morocco,162073.3274
Hassi El Garra,Algeria,69612.40725
Gölcük,Turkey,213119.6203
Fidimin,Egypt,91232.82292
Al Mazrub,Sudan,61034.73118
Al Khalis,Iraq,116620.4019
Ra's Tannurah,Saudi Arabia,65380.31312
Souk El Arbaa,Morocco,98083.13826
Hassi Bahbah,Algeria,130853.8332
Denizli,Turkey,501993.6759
Samadon,Egypt,65045.74395
Abu Zabad,Sudan,86746.40107
Allayi,Iraq,79276.81872
Dammam 2nd Industrial City,Saudi Arabia,95601.51808
Zagora,Morocco,53267.56435
Sidi Moussa,Algeria,53555.22457
Tavşanlı,Turkey,61527.79237
Minyat al Hayt,Egypt,60551.42863
Dilling,Sudan,85292.73619
Mahmoudiyah,Iraq,83713.33218
`Adan Barakah,Yemen,123937.2966
Al `Aziziyah,Saudi Arabia,76357.55642
Mechra Bel Ksiri,Morocco,50025.51133
Larbaa,Algeria,219231.9263
Uşak,Turkey,197266.5021
ميت الوسطى,Egypt,208187.021
Kaduqli,Sudan,57719.58031
Baqubah,Iraq,107446.1846
Sidi Slimane,Morocco,138670.134
Meftah,Algeria,122633.3766
Bilecik,Turkey,81773.64631
Ashmoun,Egypt,115844.767
Dongola,Sudan,74506.86188
Bani Saad,Iraq,68175.26346
Ksar el-Kebir,Morocco,156451.8337
Boumerdes,Algeria,560227.3572
Fethiye,Turkey,107453.5718
Mit Afia,Egypt,84481.99945
Al-Ubayyid,Sudan,679642.4581
Al Hillah,Iraq,1030977.718
Tangier,Morocco,1300223.171
Djelfa,Algeria,612876.8632
Karapınar,Turkey,86627.75502
Al Hiatem,Egypt,58525.65261
Jabra Al Sheikh,Sudan,70540.16568
Sulaymaniyah,Iraq,870013.3829
Sidi Kacem,Morocco,99039.57328
Khemis El Khechna,Algeria,99043.15534
Bozüyük,Turkey,57510.54359
Atsa,Egypt,87723.64579
Al Rahad,Sudan,113541.8596
Abu Gharaq,Iraq,183143.9245
Khenifra,Morocco,131048.5356
Messaad,Algeria,149726.5702
Kütahya,Turkey,179126.0474
Sinnuris,Egypt,202693.9302
Umm Ruwaba,Sudan,179293.4162
Al Kifl,Iraq,133246.4269
Sana'a,Yemen,3759519.651
Meknes,Morocco,747784.2845
Lakhdaria,Algeria,58874.83606
Sakarya,Turkey,359259.5419
Faiyum,Egypt,741406.0133
Abu Jibeha,Sudan,86419.03697
Al-Najaf,Iraq,1361936.23
M'Rirt,Morocco,54111.56152
Bordj Menaiel,Algeria,76580.7855
Karadere,Turkey,124762.8584
Tutun,Egypt,52257.23142
Al ‘Abbāsiyya,Sudan,51642.77923
Kalar,Iraq,158152.6369
Ouazzane,Morocco,78072.694
Ghardaia,Algeria,149915.8841
Akyazı,Turkey,50935.98142
Shimm al Basal al Bahari,Egypt,82003.10743
Tandalti,Sudan,58694.31811
As Suwayrah,Iraq,68898.11764
Ta'izz,Yemen,1284738.687
Tétouan,Morocco,482338.8559
Sidi Aissa,Algeria,95606.66421
Eskisehir,Turkey,608473.8761
Bani Wallams,Egypt,88214.42612
Khartoum,Sudan,7114789.468
Al-Hirah,Iraq,115033.3078
Fnideq,Morocco,85690.24547
Bouira,Algeria,95307.27138
Hendek,Turkey,70579.67262
Tall al Bahnasa,Egypt,57177.43759
Ghaliya,Sudan,94645.86912
Al Midhatiya,Iraq,127843.1438
Al Masaliyah,Yemen,174825.4521
M'Diq,Morocco,51051.3639
Tizi Ouzou,Algeria,121426.4968
Kanlıpınar,Turkey,179159.7527
El Mahalla El Kubra,Egypt,1102440.687
Al Qutaynah,Sudan,53433.34111
Al Mishkhab,Iraq,59188.99352
Al Misrakh,Yemen,135786.2541
Azrou,Morocco,65160.12031
Bou Saada,Algeria,167692.8914
Afyonkarahisar,Turkey,142323.9338
Al-Santa,Egypt,278311.1963
Ed Dueim,Sudan,145113.1051
Ash Shamiya,Iraq,111304.8428
Martil,Morocco,67337.82136
Ain El Melh,Algeria,51307.71985
Burdur,Turkey,71347.32766
Banha,Egypt,1876791.716
Jebel Aulia,Sudan,140237.6472
Al Qasim,Iraq,102570.382
Ar Rubu`,Yemen,73673.1781
Chefchaouen,Morocco,68127.18504
M'Sila,Algeria,201840.8795
Düzce,Turkey,185684.413
Kafr Sarawa,Egypt,156393.9133
Axial City,Sudan,63483.28491
Ghammas,Iraq,50975.0568
Ain Taoujdate,Morocco,56141.62893
Guerrara,Algeria,77987.8275
Karadeniz Ereğli,Turkey,156683.3511
Biyahmu,Egypt,64744.44862
Hillat Ash Shekh Mustafa al Fadni,Sudan,75067.91731
Al ‘Azīzīyah,Iraq,77514.78319
Ibb,Yemen,843581.1332
Fez,Morocco,1434234.525
Bordj Bou Arreridjj,Algeria,209844.9093
Isparta,Turkey,226042.2222
Shushah,Egypt,61468.94886
Giad Industrial Complex,Sudan,58534.47493
Ad Diwaniyah,Iraq,884221.4592
Ar Rijad,Yemen,160023.0378
Sefrou,Morocco,105228.6646
Bejaia,Algeria,222682.649
Zonguldak,Turkey,200396.2174
Kafr Awn,Egypt,74282.94822
Kosti,Sudan,437240.6531
Halabja,Iraq,66581.71308
Midelt,Morocco,61747.82673
Ras El Oued,Algeria,57990.09112
Bolu,Turkey,132375.6209
Abu Bisht,Egypt,85142.70579
Rabak,Sudan,254683.2997
Al Hamzah,Iraq,115639.032
Manazil Baradan,Yemen,140590.1197
Errachidia,Morocco,107062.6786
Sidi Khaled,Algeria,58923.69038
Antalya,Turkey,1372672.143
Biala,Egypt,75089.87762
Al Managil,Sudan,196427.1275
An Numaniyah,Iraq,79764.11797
As Sayyid,Yemen,247089.7813
Taza,Morocco,174777.4262
Ouled Djellal,Algeria,90775.85163
Çaycuma,Turkey,51295.48223
Sunbat,Egypt,55058.11359
Sifeiya,Sudan,77899.29632
Afak,Iraq,96619.3959
Ma`bar,Yemen,100708.9744
Al Hoceima,Morocco,58603.96124
Ain Oulmane,Algeria,69478.79565
Bartın,Turkey,80738.71778
Cairo,Egypt,25230324.96
Shendi,Sudan,230041.5294
Al-Rumaitha,Iraq,159870.8766
An Nabahinah,Yemen,78408.32526
Guercif,Morocco,119208.2068
Setif,Algeria,366337.8715
Akşehir,Turkey,56239.1801
Kafr Kila Al Bab,Egypt,51888.76728
Al Hasahisa,Sudan,140715.3584
As Samawah,Iraq,400930.2419
Hawrah,Yemen,254515.1393
Al Aaroui,Morocco,52610.09188
Barika,Algeria,124950.2808
Manavgat,Turkey,150381.4302
Samalut,Egypt,277834.1659
Wad Madanī,Sudan,405412.587
Al-Kut,Iraq,487072.4019
Dhamar,Yemen,337585.4277
Nador,Morocco,262093.6891
Tolga,Algeria,73559.31233
Karabük,Turkey,197054.5848
Mahalah Zeyad,Egypt,52249.959
Atbara,Sudan,204758.7905
Al Khidhr,Iraq,73379.3171
Dhi Samir,Yemen,81187.40018
Taourirt,Morocco,118564.4462
Ouargla,Algeria,250308.129
Polatlı,Turkey,81439.49552
Zirbi,Egypt,67834.87985
ad-Damer,Sudan,144331.1505
Al Hai,Iraq,135648.8891
Yarim,Yemen,252060.7524
Berkane,Morocco,168839.0426
El Eulma,Algeria,196880.8676
Mustafa Kemal,Turkey,155274.7377
New Al Abbasiya,Egypt,52587.32027
Sennar,Sudan,146346.5041
Al Fajr,Iraq,51218.05205
Oujda,Morocco,609448.7531
Jijel,Algeria,167364.7485
Sincan,Turkey,1169436.629
Damshir,Egypt,83828.27638
Singa,Sudan,96397.25219
Qalat Sukkar,Iraq,97838.94846
Biskra,Algeria,310660.7172
Fatih Sultan,Turkey,89518.97805
Tamiya,Egypt,68651.92783
Al Quwaysi,Sudan,75573.17701
Al-Rifa'i,Iraq,90720.07337
Habil al Jazi`,Yemen,53208.23424
Bazoul,Algeria,60691.61923
Yaşamkent,Turkey,66459.80777
شبراويش,Egypt,73674.83896
Al-Shatrah,Iraq,309060.808
As Saddah,Yemen,61165.52777
Taher,Algeria,54121.27113
Ankara,Turkey,3695989.495
Mansuriya,Egypt,60628.11212
Ad-Damazin,Sudan,227328.8416
Al Gharraf,Iraq,75365.73678
Aïn Touta,Algeria,65709.65675
Emişbeleni,Turkey,73509.97706
Al Manshiyah al Qibliyah,Egypt,95245.23112
Er Roseires,Sudan,97250.33869
Nasiriyah,Iraq,832641.6862
Hammam Damt,Yemen,58241.27856
Tadjenanet,Algeria,51581.06411
Gölbaşı,Turkey,67628.65771
Dirin,Egypt,123319.1965
Ash Shallal,Sudan,62668.25994
Suq al Shyukh,Iraq,202391.638
Qa`tabah,Yemen,52975.45654
Tamanrasset,Algeria,125555.149
Saray Osmangazi,Turkey,157856.0482
Sumusta,Egypt,66496.97073
El Hawata,Sudan,63601.72314
Amarah,Iraq,658532.8487
Rada`,Yemen,136798.7102
El M'Ghair,Algeria,62432.87323
Alanya,Turkey,131344.0564
Matai,Egypt,115234.4781
Al Majar al Kabir,Iraq,140004.0393
Ad Dala,Yemen,96926.26623
Djamaa,Algeria,58472.52893
Konya,Turkey,1017329.388
Kafr al Bashbishah,Egypt,68698.79626
الجبايش,Iraq,70097.05369
Sabir,Yemen,52610.3889
Tamacine,Algeria,60380.157
Kastamonu,Turkey,86876.67494
Mit Badr Halawa,Egypt,75839.94988
Al-Qadarif,Sudan,316424.0392
Qalat Saleh,Iraq,84870.1235
Bi'r Rubak,Yemen,686016.2825
Chelghoum Laid,Algeria,72073.69525
Çankırı,Turkey,84238.88127
Maghagha,Egypt,217642.1887
New Halfa,Sudan,151306.021
Al-Midaina,Iraq,82463.23633
`Adan,Yemen,497378.8204
Batna,Algeria,377991.6114
El Mansura,Egypt,1707876.848
Keskin,Turkey,131245.2358
Al Qurna,Iraq,191896.4677
Madinat Lab'ūs,Yemen,97889.63088
Touggourt,Algeria,179594.8378
Mit Ghamr,Egypt,744960.7122
Karaman,Turkey,125343.8946
Khashm El Girba,Sudan,97738.84518
Basra,Iraq,2131556.447
Ja`ar,Yemen,87953.86093
El Milia,Algeria,62083.21693
Beni Mazar,Egypt,200931.8719
Kırşehir,Turkey,129610.1865
Az Zubayr,Iraq,236427.9195
Al Beidha,Yemen,59275.1145
Mila,Algeria,82540.72631
Al-Minya,Egypt,59819.23548
Aksaray,Turkey,144903.7051
Aroma,Sudan,76686.6629
Umm Qasr,Iraq,68913.40081
Bayhan,Yemen,51714.55801
Collo,Algeria,58289.3006
Banī Ḩallah,Egypt,53984.29756
Çorum,Turkey,247551.7822
Hamaschkorieb,Sudan,56237.92163
Lawdar,Yemen,87101.17012
Constantine,Algeria,507697.2204
Aba El Waqf,Egypt,77507.46927
Eregli,Turkey,74753.35891
Rashaida Al Hafayer,Sudan,69096.61627
`Ataq,Yemen,50785.18815
Ali Mendjeli,Algeria,158616.4017
Al Minya,Egypt,549611.7444
Vezirköprü,Turkey,54618.32005
Al Qatan,Yemen,76650.50097
Ain Mlila,Algeria,102895.2182
Lahun,Egypt,64836.02858
Nevşehir,Turkey,89205.4865
Say'un,Yemen,129910.3765
Didouche Mourad,Algeria,55856.41106
Ihnasya al Madinah,Egypt,95604.60642
Niğde,Turkey,98173.39299
Tarim,Yemen,135712.4108
El Khroub,Algeria,116427.2429
Bilqas,Egypt,93966.25302
Bafra,Turkey,109750.1557
Fuwwah,Yemen,123078.905
Skikda,Algeria,252925.5672
Fashn,Egypt,116409.71
Mersin,Turkey,654657.4295
Kassala,Sudan,404472.3331
Mukalla,Yemen,97828.58045
Ain Fakroun,Algeria,60835.87321
شبلنجة,Egypt,313717.6924
Amasya,Turkey,97374.5637
Jubayt,Sudan,124771.9647
Ghayl Ba Wazir,Yemen,56189.08339
Guemar,Algeria,52523.67577
Hour,Egypt,95042.16857
Kazanlı Mah.,Turkey,145891.2108
Sinkāt,Sudan,193093.2604
Shihr,Yemen,115733.6402
El Oued,Algeria,281360.0185
Dalga‘a,Egypt,116516.7839
Samsun,Turkey,643551.8453
Wadsharefy,Sudan,138020.0003
Oum El Bouaghi,Algeria,99906.20934
Al Inab al Saghirah,Egypt,78805.07141
Tarsus,Turkey,218396.7189
Khenchela,Algeria,160443.6963
Atmeeda,Egypt,51029.79768
Kayseri,Turkey,893375.5148
Port Sudan,Sudan,536781.6733
Guelma,Algeria,165531.7655
Biba,Egypt,104726.0349
Tekkeköy,Turkey,82610.91813
Sawakin,Sudan,167296.8612
Ain Beida,Algeria,169447.9327
Makein,Egypt,74354.91059
Yenice,Turkey,98221.6863
Sedrata,Algeria,59500.94894
Naj al Shaykh Hasan Abu Sabir,Egypt,105040.8152
Adana,Turkey,523157.8865
Annaba,Algeria,471638.7452
Jamasa,Egypt,144132.6322
Çarşamba,Turkey,91360.1811
Cheria,Algeria,85626.34035
بطره,Egypt,54032.39783
Erbaa,Turkey,54364.49351
M'Daourouch,Algeria,55996.32559
ميت ابو خالد,Egypt,63217.1146
Tokat,Turkey,122160.4933
Souk Ahras,Algeria,222438.3458
Minya Al-Qamh,Egypt,328119.5962
Kozan,Turkey,53281.40908
Tebessa,Algeria,260481.8644
El Azizia,Egypt,56108.43105
Ceyhan,Turkey,69660.96763
Ouenza,Algeria,59814.74548
Beni Suef,Egypt,665694.1562
Yumurtalık,Turkey,121543.7186
Bir El Ater,Algeria,98477.34152
Abu Qurqas,Egypt,188954.9862
Ünye,Turkey,73695.82528
Sunbo,Egypt,188665.4041
Sugözü,Turkey,62650.61811
Dundet,Egypt,63376.63555
Kadirli,Turkey,123620.014
Bani Bakhit,Egypt,70092.30282
Sivas,Turkey,401054.4998
Abyūhā,Egypt,73676.97591
Fatsa,Turkey,77104.96344
Mallawi,Egypt,324903.604
Osmaniye,Turkey,297347.7728
Kafr al Hajj Shirbini,Egypt,84714.99744
Samandağ,Turkey,127080.3839
Al Zaqaziq,Egypt,1296062.211
İskenderun,Turkey,387684.8713
دنجواي,Egypt,203918.5383
Dörtyol,Turkey,59689.87038
Safur,Egypt,73009.7586
Payas,Turkey,96082.09483
El Senbellawein,Egypt,209673.3087
Hatay,Turkey,548676.2642
Diyarb Nigm,Egypt,263943.306
Düziçi,Turkey,59293.7983
Al Tallin,Egypt,81603.46982
Kırıkhan,Turkey,105762.0473
Kafr Ibrash,Egypt,115281.5069
Afşin,Turkey,59499.17422
Dairut,Egypt,275980.4782
Ordu,Turkey,154936.7378
El Mosha,Egypt,52160.84575
Kahramanmaraş,Turkey,554382.0285
Deir Mawas,Egypt,95754.08126
Reyhanlı,Turkey,92611.40885
Al Qusiya,Egypt,215227.0606
Elbistan,Turkey,122643.6947
El Gadeeda,Egypt,51877.51241
Giresun,Turkey,121465.2497
Al Aras,Egypt,61468.87598
Kilis,Turkey,103014.4806
Al-Wasitah,Egypt,253583.0895
Büyükpınar,Turkey,59654.05066
Bush,Egypt,103713.4307
Gaziantep,Turkey,1681269.631
Dayr Abu Hinnis,Egypt,66503.70367
Nizip,Turkey,147561.6545
Al Ayyat,Egypt,138024.4644
Malatya,Turkey,510424.5299
Girza,Egypt,186160.6014
Birecik,Turkey,78483.82204
Ar Riyaḑ,Egypt,84137.52602
Adıyaman,Turkey,229019.739
Mit Habib,Egypt,385407.688
Akçaabat,Turkey,94912.69714
Bahma,Egypt,79262.31032
Trabzon,Turkey,328138.479
Dayr al Barsha,Egypt,66896.40556
Kâhta,Turkey,81166.00945
Kafr Al-Amir Abd Allah,Egypt,68086.6662
Suruç,Turkey,97691.31015
Al Burumbul,Egypt,84808.45815
Erzincan,Turkey,75189.61988
Al Maymun,Egypt,56231.41363
Elazığ,Turkey,437440.3397
Kafr Ismail,Egypt,128220.1822
Koçören,Turkey,50962.28786
Um el Qusur,Egypt,117248.0345
Şanlıurfa,Turkey,762061.9901
Al-Zawamel,Egypt,122907.4801
Akçakale,Turkey,80703.15947
Al Saff,Egypt,110770.6488
Siverek,Turkey,191657.2516
Al-Qobabat,Egypt,103498.4038
Rize,Turkey,125882.9247
Al Roda,Egypt,198201.7235
Ergani,Turkey,95866.76517
Abu al Shuquq,Egypt,56697.14631
Al,Turkey,116098.0868
Al Daraksa,Egypt,78492.01401
Viranşehir,Turkey,136939.8766
Kafr Saqr,Egypt,127717.2496
Diyarbakir,Turkey,648873.8453
KARIM ALY ABDO,Egypt,66425.55365
Bingöl,Turkey,113229.8489
Al Halawat,Egypt,104774.3038
Ceylanpınar,Turkey,58587.15394
Beni Adi,Egypt,70403.32608
Erzurum,Turkey,162678.2729
كفر البطيخ,Egypt,163383.5838
Bismil,Turkey,75321.69013
Hihya,Egypt,213832.1967
Kızıltepe,Turkey,124061.4479
Bilbeis,Egypt,281019.3796
Mardin,Turkey,84640.61269
Ash Shuara,Egypt,55244.89126
Silvan,Turkey,56069.9294
Manfalut,Egypt,138332.3574
Batman,Turkey,481849.8586
Awlad Seif,Egypt,59084.62931
Muş,Turkey,117954.5465
Madaba,Egypt,73618.27466
Nusaybin,Turkey,112665.7089
Damietta,Egypt,727329.7854
Midyat,Turkey,77042.8071
Birimbal al Quadima,Egypt,164150.5424
Siirt,Turkey,166360.9494
Amrit,Egypt,127024.641
Tatvan,Turkey,56118.5894
Abu Kabir,Egypt,232629.1749
Kars,Turkey,75346.43031
Tukh al Qaramuss wa Kafr Sarkis Mansur,Egypt,70544.60909
Ağrı,Turkey,145031.5083
Al 'Izziyah,Egypt,61095.89168
Patnos,Turkey,104476.1862
Beni Muhammadiyat,Egypt,166447.1402
Cizre,Turkey,139568.6001
Al Qaramus,Egypt,62702.74796
Shrnak,Turkey,86626.09663
Al Abbasa al Sharqiya,Egypt,433575.1691
Silopi,Turkey,170924.4758
Asyut,Egypt,1152515.046
Erciş,Turkey,145964.9946
Faqous,Egypt,388104.6614
Van,Turkey,623590.4466
Al-Gamaleya,Egypt,161571.8878
Iğdır,Turkey,99681.68168
Tenth Of Ramadan,Egypt,143517.1307
Doğubayazıt,Turkey,114246.0837
Abnub,Egypt,182149.2952
Hakkâri,Turkey,87638.34989
Al-Asafra,Egypt,356762.1188
Yüksekova,Turkey,103169.0529
Kafr al Bazat,Egypt,70158.04617
Al Yaudi,Egypt,105202.9537
Salehia,Egypt,103526.5688
Abu Tig,Egypt,204873.9325
Dikiran,Egypt,86104.96139
Sahel Silim,Egypt,90513.37131
El Ghanayem,Egypt,69031.72251
Sidfa,Egypt,344041.2696
Port Said,Egypt,874651.4621
Tima,Egypt,255070.2698
Tahta,Egypt,476376.6416
Al Harafsha,Egypt,291976.2535
Al Ismailiya,Egypt,584529.1032
Maragha,Egypt,133434.3693
El-Shaikh Youssef,Egypt,56474.69745
Saqultah,Egypt,84619.99521
Suhaj,Egypt,1104285.359
Al-Manshah,Egypt,365271.8956
El-Usayrat,Egypt,158688.8859
Suez,Egypt,557509.7836
Girga,Egypt,323347.7486
Ezbet Nazif,Egypt,216614.6662
Balyana,Egypt,346682.5129
Awlad Yehia Qibly,Egypt,52273.49492
Nag Hammadi,Egypt,243713.2233
Dishna,Egypt,64724.67953
Luxor,Egypt,6314419.966
Esna,Egypt,80205.13841
Qena,Egypt,189847.9892
Qus,Egypt,121931.0646
Arish,Egypt,115902.5824
Abnud,Egypt,77100.65107
Al Mifarragiya,Egypt,63273.52284
Hijazah,Egypt,56333.87954
Al Kajuj,Egypt,98409.87632
Daraw,Egypt,51916.05619
Kawm Ombo,Egypt,137418.1616
Aswan,Egypt,472978.1861
Hurghada,Egypt,137973.3325
Rosarito,México,76707.05999
Malacatán,Guatemala,62529.1453
Ahuachapan,El Salvador,83851.12663
Santa Rosa,Honduras,53613.32151
Chinandega,Nicaragua,104366.0248
Belize City,Belize,76330.51281
Liberia,Costa Rica,52864.19541
David,Panama,126994.9335
Talara,Peru,79733.42422
Salinas [Santa Elena],Ecuador,267482.0613
San Andrés,Colombia,59179.78244
Pinar del Rio,Cuba,150118.8481
Montego Bay,Jamaica,116517.2529
Nassau,Bahamas,261235.2051
Cruzeiro do Sul,Brazil,63746.10474
Ureña,Venezuela,50768.28206
Jérémie,Haiti,60004.22884
Oranjestad,Aruba,58101.1546
Santa Cruz de Barahona,Dominican Republic,78420.96092
Arica,Chile,121518.9626
Willemstad,Curaçao,162058.5603
Cobija,Bolivia,71680.29271
Ponce,Puerto Rico,85911.66768
San Juan,Argentina,464848.0496
Port of Spain,Trinidad and Tobago,474069.7262
Fort-de-France,Martinique,91150.17104
Bridgetown,Barbados,152912.0999
Georgetown,Guyana,130680.0749
Paramaribo,Suriname,253625.5111
Concepción,Paraguay,89487.14958
Salto,Uruguay,96048.22189
Cayenne,French Guiana,75925.31354
Fracc Villas del Real 2da Seccion,México,60404.09164
Coatepeque,Guatemala,100000.5741
Sonsonate,El Salvador,181726.1955
Cofradía,Honduras,97875.68789
León,Nicaragua,155984.7874
Barranca,Costa Rica,65404.95356
Paita,Peru,99936.3643
Manta,Ecuador,284614.4637
Colón,Panama,187545.5842
Tumaco,Colombia,118072.3984
Artemisa,Cuba,54452.06502
Mandeville,Jamaica,96832.16313
San Antonio del Táchira,Venezuela,52514.10676
Les Cayes,Haiti,83542.87306
San Juan de la Maguana,Dominican Republic,63926.30407
Iquique,Chile,316450.4212
Rio Branco,Brazil,330538.5819
La Paz,Bolivia,2063632.692
Bayamón [San Juan],Puerto Rico,748533.7858
Mendoza,Argentina,1063216.859
San Fernando,Trinidad and Tobago,119286.1527
Paradise,Guyana,103152.3946
Asuncion,Paraguay,1175481.866
Paysandú,Uruguay,82193.38372
Ensenada,México,268062.5449
San Pedro Sacatepéquez [San Marcos],Guatemala,116335.4396
Chalchuapa,El Salvador,65024.15551
Siguatepeque,Honduras,77747.65139
Managua,Nicaragua,1436088.514
San José,Costa Rica,2272571.519
Sullana,Peru,208680.8576
Portoviejo,Ecuador,227222.437
La Chorrera,Panama,165453.6996
Havana,Cuba,1632771.662
Ipiales,Colombia,116592.1093
May Pen,Jamaica,74795.0087
Rubio,Venezuela,73233.63707
Petit-Goâve,Haiti,149312.8837
Mao,Dominican Republic,69075.17364
Antofagasta,Chile,365402.108
Riberalta,Bolivia,81222.80955
